This file contains the transmission weighting function for each layer and waveband. The units are [erg s^-1 cm^-3 sr^-1]
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   transm_weight_lay[0]   transm_weight_lay[1]   transm_weight_lay[2]   transm_weight_lay[3]   transm_weight_lay[4]   transm_weight_lay[5]   transm_weight_lay[6]   transm_weight_lay[7]   transm_weight_lay[8]   transm_weight_lay[9]   transm_weight_lay[10]   transm_weight_lay[11]   transm_weight_lay[12]   transm_weight_lay[13]   transm_weight_lay[14]   transm_weight_lay[15]   transm_weight_lay[16]   transm_weight_lay[17]   transm_weight_lay[18]   transm_weight_lay[19]   transm_weight_lay[20]   transm_weight_lay[21]   transm_weight_lay[22]   transm_weight_lay[23]   transm_weight_lay[24]   transm_weight_lay[25]   transm_weight_lay[26]   transm_weight_lay[27]   transm_weight_lay[28]   transm_weight_lay[29]   transm_weight_lay[30]   transm_weight_lay[31]   transm_weight_lay[32]   transm_weight_lay[33]   transm_weight_lay[34]   transm_weight_lay[35]   transm_weight_lay[36]   transm_weight_lay[37]   transm_weight_lay[38]   transm_weight_lay[39]   transm_weight_lay[40]   transm_weight_lay[41]   transm_weight_lay[42]   transm_weight_lay[43]   transm_weight_lay[44]   transm_weight_lay[45]   transm_weight_lay[46]   transm_weight_lay[47]   transm_weight_lay[48]   transm_weight_lay[49]   transm_weight_lay[50]   transm_weight_lay[51]   transm_weight_lay[52]   transm_weight_lay[53]   transm_weight_lay[54]   transm_weight_lay[55]   transm_weight_lay[56]   transm_weight_lay[57]   transm_weight_lay[58]   transm_weight_lay[59]   transm_weight_lay[60]   transm_weight_lay[61]   transm_weight_lay[62]   transm_weight_lay[63]   transm_weight_lay[64]   transm_weight_lay[65]   transm_weight_lay[66]   transm_weight_lay[67]   transm_weight_lay[68]   transm_weight_lay[69]   transm_weight_lay[70]   transm_weight_lay[71]   transm_weight_lay[72]   transm_weight_lay[73]   transm_weight_lay[74]   transm_weight_lay[75]   transm_weight_lay[76]   transm_weight_lay[77]   transm_weight_lay[78]   transm_weight_lay[79]   transm_weight_lay[80]   transm_weight_lay[81]   transm_weight_lay[82]   transm_weight_lay[83]   transm_weight_lay[84]   transm_weight_lay[85]   transm_weight_lay[86]   transm_weight_lay[87]   transm_weight_lay[88]   transm_weight_lay[89]   transm_weight_lay[90]   transm_weight_lay[91]   transm_weight_lay[92]   transm_weight_lay[93]   transm_weight_lay[94]   transm_weight_lay[95]   
10      0.0621800109      0.0569873788         0.0114264286       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
11      0.0746476041      0.0684138075         0.0137175197       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
12      0.0896150502      0.0821313271         0.0164679929       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
13      0.10758359        0.09859932           0.0197699582       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
14      0.129154967       0.118369278          0.0237339941       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
15      0.155051578       0.142103272          0.0284928511       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
16      0.186140669       0.170596123          0.0342058974       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
17      0.223463373       0.204802021          0.0410644554       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
18      0.26826958        0.245866476          0.0492982096       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
19      0.322059792       0.295164686          0.0591828978       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
20      0.386635375       0.354347584          0.0710495457       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
21      0.464158883       0.425397129          0.0852955522       1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
22      0.55722648        0.510692681          0.102397998        1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
23      0.668954879       0.613090679          0.122929621        1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
24      0.803085722       0.7360203            0.147578001        1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
25      0.96411088        0.883598301          0.177168579        1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
26      1.15742288        1.06076688           0.212692307        1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
27      1.38949549        1.27345919           0.255338828        1.01805e-70              3.95695e-57              3.53558e-46              2.36106e-37              3.05262e-30              1.64108e-24              6.81127e-20              3.58506e-16              3.57267e-13              9.29793e-11              8.17493e-09              2.98457e-07              5.33373e-06              5.3299e-05               0.000331549              0.00140165               0.00432655               0.0103397                0.0200757                0.0329292                0.0471214                0.0603688                0.0707272                0.0770883                0.0792523                0.0777332                0.0733905                0.0672021                0.0600272                0.0525593                0.0452872                0.0385152                0.0324179                0.027054                 0.0224264                0.0184879                0.0151739                0.0124103                0.0101201                0.0082343                0.00668679               0.00542234               0.00439152               0.00355317               0.00287276               0.00232096               0.0018744                0.00151299               0.00122094               0.000984972              0.000794425              0.000640668              0.000516546              0.000416474              0.000335726              0.000270629              0.000218139              0.000175816              0.000141708              0.000114202              9.20436e-05              7.41764e-05              5.97791e-05              4.81757e-05              3.88225e-05              3.12873e-05              2.52119e-05              2.03183e-05              1.63732e-05              1.31945e-05              1.0633e-05               8.56828e-06              6.90506e-06              5.56413e-06              4.48403e-06              3.61334e-06              2.91179e-06              2.34651e-06              1.89085e-06              1.5238e-06               1.22789e-06              9.89521e-07              7.97381e-07              6.4256e-07               5.17819e-07              4.17261e-07              3.36264e-07              2.70964e-07              2.18361e-07              1.75962e-07              1.41796e-07              1.14269e-07              9.20783e-08              7.42046e-08              5.97947e-08              4.81864e-08              
