This file contains the optical depth for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   delta_tau_lay[0]   delta_tau_lay[1]   delta_tau_lay[2]   delta_tau_lay[3]   delta_tau_lay[4]   delta_tau_lay[5]   delta_tau_lay[6]   delta_tau_lay[7]   delta_tau_lay[8]   delta_tau_lay[9]   delta_tau_lay[10]   delta_tau_lay[11]   delta_tau_lay[12]   delta_tau_lay[13]   delta_tau_lay[14]   delta_tau_lay[15]   delta_tau_lay[16]   delta_tau_lay[17]   delta_tau_lay[18]   delta_tau_lay[19]   delta_tau_lay[20]   delta_tau_lay[21]   delta_tau_lay[22]   delta_tau_lay[23]   delta_tau_lay[24]   delta_tau_lay[25]   delta_tau_lay[26]   delta_tau_lay[27]   delta_tau_lay[28]   delta_tau_lay[29]   delta_tau_lay[30]   delta_tau_lay[31]   delta_tau_lay[32]   delta_tau_lay[33]   delta_tau_lay[34]   delta_tau_lay[35]   delta_tau_lay[36]   delta_tau_lay[37]   delta_tau_lay[38]   delta_tau_lay[39]   delta_tau_lay[40]   delta_tau_lay[41]   delta_tau_lay[42]   delta_tau_lay[43]   delta_tau_lay[44]   delta_tau_lay[45]   delta_tau_lay[46]   delta_tau_lay[47]   delta_tau_lay[48]   delta_tau_lay[49]   delta_tau_lay[50]   delta_tau_lay[51]   delta_tau_lay[52]   delta_tau_lay[53]   delta_tau_lay[54]   delta_tau_lay[55]   delta_tau_lay[56]   delta_tau_lay[57]   delta_tau_lay[58]   delta_tau_lay[59]   delta_tau_lay[60]   delta_tau_lay[61]   delta_tau_lay[62]   delta_tau_lay[63]   delta_tau_lay[64]   delta_tau_lay[65]   delta_tau_lay[66]   delta_tau_lay[67]   delta_tau_lay[68]   delta_tau_lay[69]   delta_tau_lay[70]   delta_tau_lay[71]   delta_tau_lay[72]   delta_tau_lay[73]   delta_tau_lay[74]   delta_tau_lay[75]   delta_tau_lay[76]   delta_tau_lay[77]   delta_tau_lay[78]   delta_tau_lay[79]   delta_tau_lay[80]   delta_tau_lay[81]   delta_tau_lay[82]   delta_tau_lay[83]   delta_tau_lay[84]   delta_tau_lay[85]   delta_tau_lay[86]   delta_tau_lay[87]   delta_tau_lay[88]   delta_tau_lay[89]   delta_tau_lay[90]   delta_tau_lay[91]   delta_tau_lay[92]   delta_tau_lay[93]   delta_tau_lay[94]   delta_tau_lay[95]   
29      2.00256814        1.83533434           0.367999323        19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
30      2.40409918        2.20333366           0.441786153        19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
31      2.88614044        2.64511981           0.530367836        19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
32      3.46483486        3.17548765           0.636710861        19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
33      4.15956216        3.81219851           0.764376519        19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
34      4.99358789        4.57657503           0.91764017         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
35      5.9948425         5.4942152            1.10163442         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
36      7.19685673        6.59584962           1.322521           19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
37      8.63988449        7.91837061           1.58769711         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
38      10.372251         9.50606772           1.90604318         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
39      12.4519708        11.4121109           2.28822019         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
40      14.9486913        13.7003311           2.74702678         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
41      17.9460244        16.4473579           3.29782778         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
42      21.5443469        19.7451857           3.95906882         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
43      25.8641621        23.7042545           4.75289403         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
44      31.050135         28.4571485           5.70588758         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
45      37.2759372        34.1630361           6.84996401         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
46      44.750063         41.0130001           8.22343699         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
47      53.7228112        49.2364371           9.87230237         19.4149             15.6456             12.6079             10.1598             8.18749             6.59743             5.31679             4.28435             3.45255             2.78224             2.24198             1.80676             1.45588             1.17327             0.945444            0.761884            0.613969            0.494745            0.398705            0.321276            0.25891             0.208635            0.168127            0.135487            0.109177            0.0879835           0.0708973           0.0571343           0.0460402           0.0371009           0.0298984           0.0240923           0.0194156           0.0156452           0.012608            0.0101599           0.00818718          0.0065978           0.00531652          0.00428451          0.00345249          0.00278224          0.00224203          0.00180669          0.00145596          0.00117321          0.000945477         0.000761875         0.000613965         0.000494757         0.000398688         0.000321292         0.000258896         0.000208641         0.000168126         0.000135485         0.00010918          8.79798e-05         7.09008e-05         5.71315e-05         4.60415e-05         3.7101e-05          2.98979e-05         2.40932e-05         1.94148e-05         1.56459e-05         1.26074e-05         1.01601e-05         8.18721e-06         6.59763e-06         5.31675e-06         4.28431e-06         3.45264e-06         2.78214e-06         2.24206e-06         1.8067e-06          1.45592e-06         1.17327e-06         9.45431e-07         7.61906e-07         6.13946e-07         4.94763e-07         3.98692e-07         3.21281e-07         2.5891e-07          2.08631e-07         1.68132e-07         1.35482e-07         1.09181e-07         8.79811e-08         7.08981e-08         5.71346e-08         4.60391e-08         3.71023e-08         2.98974e-08         2.40932e-08         
