This file contains the downward spectral flux (per wavelength) at each interface. 
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down[0]   F_down[1]   F_down[2]   F_down[3]   F_down[4]   F_down[5]   F_down[6]   F_down[7]   F_down[8]   F_down[9]   F_down[10]   F_down[11]   F_down[12]   F_down[13]   F_down[14]   F_down[15]   F_down[16]   F_down[17]   F_down[18]   F_down[19]   F_down[20]   F_down[21]   F_down[22]   F_down[23]   F_down[24]   F_down[25]   F_down[26]   F_down[27]   F_down[28]   F_down[29]   F_down[30]   F_down[31]   F_down[32]   F_down[33]   F_down[34]   F_down[35]   F_down[36]   F_down[37]   F_down[38]   F_down[39]   F_down[40]   F_down[41]   F_down[42]   F_down[43]   F_down[44]   F_down[45]   F_down[46]   F_down[47]   F_down[48]   F_down[49]   F_down[50]   F_down[51]   F_down[52]   F_down[53]   F_down[54]   F_down[55]   F_down[56]   F_down[57]   F_down[58]   F_down[59]   F_down[60]   F_down[61]   F_down[62]   F_down[63]   F_down[64]   F_down[65]   F_down[66]   F_down[67]   F_down[68]   F_down[69]   F_down[70]   F_down[71]   F_down[72]   F_down[73]   F_down[74]   F_down[75]   F_down[76]   F_down[77]   F_down[78]   F_down[79]   F_down[80]   F_down[81]   F_down[82]   F_down[83]   F_down[84]   F_down[85]   F_down[86]   F_down[87]   F_down[88]   F_down[89]   F_down[90]   F_down[91]   F_down[92]   F_down[93]   F_down[94]   F_down[95]   F_down[96]   
10      0.0621800109      0.0569873788         0.0114264286       7.52166152e-109 4.06509570e-114 9.71605881e-120 1.47605363e-125 1.13256656e-131 5.48133494e-138 1.20457986e-144 1.72921356e-151 1.02297037e-158 3.96339917e-166 6.22754023e-174 3.15771427e-182 1.22362882e-190 1.31914935e-199 1.42620246e-208 4.12260368e-218 3.17128833e-228 2.01781817e-238 2.01628412e-249 1.78675988e-260 1.89072184e-272 4.83112288e-284 1.06726883e-294 1.64417997e-305 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
11      0.0746476041      0.0684138075         0.0137175197       8.01412523e-88  3.24262257e-92  6.69280717e-97  9.34185938e-102 7.50157005e-107 4.02339431e-112 1.14209551e-117 2.20631243e-123 2.08872608e-129 1.33244612e-135 4.10881039e-142 5.13427127e-149 4.83078670e-156 1.62475866e-163 5.04775664e-171 5.40766745e-179 2.03216593e-187 5.66228913e-196 3.60801737e-205 2.14790305e-214 2.46093143e-224 5.19562220e-234 6.06801690e-243 5.93552625e-252 5.08185288e-260 3.62894328e-268 6.12099704e-275 9.55741072e-282 7.62633658e-287 7.46966420e-292 8.67796760e-297 8.08322631e-300 7.77882050e-303 1.41833297e-305 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
12      0.0896150502      0.0821313271         0.0164679929       2.33157462e-70  5.05103261e-74  6.27346042e-78  5.57027426e-82  3.15498139e-86  1.25866018e-90  3.00001569e-95  5.07377970e-100 4.82276587e-105 3.19861861e-110 1.17691623e-115 2.10131744e-121 2.82681340e-127 1.66307649e-133 8.56530071e-140 1.86819561e-146 1.77552798e-153 1.18469773e-160 2.48371525e-168 4.78306437e-176 2.62905478e-184 2.19270915e-192 7.05154764e-200 2.29436468e-207 3.99865902e-214 6.84856785e-221 1.43991967e-226 3.14654774e-232 1.57175311e-236 1.01811631e-240 8.29343641e-245 2.12020002e-247 5.74986729e-250 3.02412717e-252 2.96000159e-254 4.26959032e-256 4.15107890e-257 1.91211398e-258 5.64068207e-259 6.51529855e-260 9.74723850e-261 6.00729035e-261 3.64538452e-261 2.16784647e-261 1.25485588e-261 6.99799677e-262 3.70676913e-262 1.82088088e-262 7.99078935e-263 3.02758258e-263 1.13292132e-263 7.78584427e-264 6.21462460e-264 4.96937268e-264 3.97947920e-264 3.19046078e-264 2.56024319e-264 2.05612090e-264 1.65242457e-264 1.32866530e-264 1.06876776e-264 8.59975865e-265 6.92109121e-265 5.57114291e-265 4.48510978e-265 3.61132419e-265 2.90792157e-265 2.34149904e-265 1.88546265e-265 1.51818071e-265 1.22224473e-265 9.83874852e-266 7.91885686e-266 6.37185798e-266 5.12579933e-266 4.12169708e-266 3.31256735e-266 2.66053478e-266 2.13508413e-266 1.71169812e-266 1.37064099e-266 1.09583601e-266 8.74377829e-267 6.95921229e-267 5.52114161e-267 4.36224581e-267 3.42840112e-267 2.67583008e-267 2.06940403e-267 1.58070431e-267 1.18689516e-267 8.69550696e-268 6.13812242e-268 4.07737899e-268 2.41665382e-268 1.07842784e-268 0.00000000e+00  
13      0.10758359        0.09859932           0.0197699582       7.29177682e-56  6.39537449e-59  3.53913335e-62  1.47057535e-65  4.23261008e-69  9.00435954e-73  1.25999912e-76  1.30291858e-80  8.44051163e-85  3.96088780e-89  1.14944544e-93  1.86593275e-98  2.30816793e-103 1.46746950e-108 7.91650049e-114 2.13378961e-119 2.96691185e-125 2.85698031e-131 1.11702767e-137 3.85888756e-144 5.17631139e-151 9.22659529e-158 4.75944544e-164 2.82801904e-170 6.09801276e-176 1.46113520e-181 2.52242702e-186 4.97063145e-191 1.15180986e-194 3.60699742e-198 1.48515499e-201 8.91594991e-204 5.86412580e-206 7.31385252e-208 1.65907389e-209 5.61758480e-211 6.18816646e-212 6.20900936e-213 1.89663370e-213 2.81663838e-214 7.87016962e-215 4.87123007e-215 2.97354306e-215 1.78327866e-215 1.04517079e-215 5.94205128e-216 3.24870647e-216 1.68836815e-216 8.27387247e-217 3.93971827e-217 2.12280448e-217 1.59290900e-217 1.27152251e-217 1.01678778e-217 8.14274682e-218 6.52846635e-218 5.23901571e-218 4.20751664e-218 3.38147161e-218 2.71897515e-218 2.18714458e-218 1.75988393e-218 1.41636566e-218 1.14011221e-218 9.17864128e-219 7.39049160e-219 5.95101106e-219 4.79184915e-219 3.85858291e-219 3.10694781e-219 2.50132029e-219 2.01349934e-219 1.62059481e-219 1.30400228e-219 1.04899639e-219 8.43506782e-220 6.77918319e-220 5.44479802e-220 4.36946284e-220 3.50300271e-220 2.80502704e-220 2.24263659e-220 1.78942077e-220 1.42420800e-220 1.12990576e-220 8.92736869e-221 7.01624854e-221 5.47610628e-221 4.23505082e-221 3.23492320e-221 2.42898983e-221 1.77954201e-221 1.25617135e-221 8.34438662e-222 4.94570013e-222 2.20701063e-222 0.00000000e+00  
14      0.129154967       0.118369278          0.0237339941       7.67728786e-44  2.15948955e-46  4.14668053e-49  6.24058950e-52  6.95003587e-55  5.97222288e-58  3.64465351e-61  1.70755877e-64  5.46373495e-68  1.31456444e-71  2.13190741e-75  2.16347783e-79  1.70321391e-83  7.83931503e-88  3.01771018e-92  6.62734957e-97  8.55792370e-102 7.75739525e-107 3.48576297e-112 1.33711148e-117 2.50755847e-123 5.72950898e-129 3.02665782e-134 1.99273685e-139 3.51816339e-144 7.51263432e-149 7.53349483e-153 9.28332516e-157 7.80110947e-160 9.10928538e-163 1.44239954e-165 1.79649145e-167 2.54633352e-169 6.54210015e-171 2.91737241e-172 1.94761880e-173 2.60549915e-174 4.55981059e-175 1.48064323e-175 3.01859299e-176 1.22109568e-176 7.61922563e-177 4.70250536e-177 2.86382239e-177 1.71585647e-177 1.00791486e-177 5.79444883e-178 3.26264982e-178 1.82086264e-178 1.05212320e-178 6.85619048e-179 5.31562576e-179 4.24360188e-179 3.39374765e-179 2.71801346e-179 2.17930296e-179 1.74894954e-179 1.40465801e-179 1.12892248e-179 9.07767316e-180 7.30223276e-180 5.87583144e-180 4.72897169e-180 3.80665760e-180 3.06463389e-180 2.46761015e-180 1.98699318e-180 1.59996652e-180 1.28835953e-180 1.03739548e-180 8.35181686e-181 6.72301586e-181 5.41112690e-181 4.35403825e-181 3.50258059e-181 2.81645587e-181 2.26356008e-181 1.81801217e-181 1.45896041e-181 1.16965129e-181 9.36597635e-182 7.48815644e-182 5.97487025e-182 4.75542598e-182 3.77275174e-182 2.98084556e-182 2.34272315e-182 1.82847014e-182 1.41408212e-182 1.08013983e-182 8.11038932e-183 5.94188509e-183 4.19435212e-183 2.78618803e-183 1.65136770e-183 7.36920147e-184 0.00000000e+00  
15      0.155051578       0.142103272          0.0284928511       7.04380155e-34  5.23265355e-36  2.83163692e-38  1.24635274e-40  4.28197546e-43  1.17884982e-45  2.45093623e-48  4.05123246e-51  4.89988731e-54  4.61694561e-57  3.14149877e-60  1.46134537e-63  5.38751098e-67  1.28674255e-70  2.56343500e-74  3.23997362e-78  2.66506386e-82  1.58425109e-86  5.43622871e-91  1.55927728e-95  2.58842873e-100 4.95652391e-105 1.84438856e-109 8.89184847e-114 9.12595002e-118 1.19215046e-121 5.21216434e-125 2.95814407e-128 7.36569308e-131 2.58548721e-133 1.25259502e-135 2.93043451e-137 8.10479152e-139 3.81507149e-140 2.92297820e-141 3.31183301e-142 5.64991493e-143 1.44489922e-143 5.12472295e-144 1.42798231e-144 7.10812355e-145 4.49307271e-145 2.82131180e-145 1.75862000e-145 1.08778186e-145 6.67902508e-146 4.08498769e-146 2.50659201e-146 1.56734617e-146 1.02900091e-146 7.35815547e-147 5.78332721e-147 4.61783675e-147 3.69359710e-147 2.95852528e-147 2.37238571e-147 1.90406192e-147 1.52933884e-147 1.22919416e-147 9.88438303e-148 7.95144109e-148 6.39840410e-148 5.14966915e-148 4.14538412e-148 3.33738542e-148 2.68725863e-148 2.16388106e-148 1.74241482e-148 1.40307297e-148 1.12976861e-148 9.09553558e-149 7.32172031e-149 5.89301835e-149 4.74180143e-149 3.81451824e-149 3.06729043e-149 2.46515630e-149 1.97992996e-149 1.58890271e-149 1.27382865e-149 1.02001789e-149 8.15510661e-150 6.50703604e-150 5.17897912e-150 4.10878070e-150 3.24634154e-150 2.55138327e-150 1.99132711e-150 1.54003065e-150 1.17634501e-150 8.83276012e-151 6.47111298e-151 4.56793191e-151 3.03434639e-151 1.79845062e-151 8.02555664e-152 0.00000000e+00  
16      0.186140669       0.170596123          0.0342058974       1.24368484e-25  2.07544944e-27  2.66196288e-29  2.86701416e-31  2.51681735e-33  1.82976949e-35  1.05563936e-37  4.99664014e-40  1.82909673e-42  5.38934375e-45  1.21213695e-47  1.99907666e-50  2.67286827e-53  2.51226510e-56  1.97963497e-59  1.07736868e-62  4.12978109e-66  1.18607785e-69  2.20674165e-73  3.40546853e-77  3.44019834e-81  3.87848939e-85  7.43163925e-89  1.86344474e-92  8.36296515e-96  4.88980237e-99  7.34648098e-102 1.48548486e-104 9.27974739e-107 8.18417153e-109 1.00143680e-110 4.05155296e-112 1.99674175e-113 1.55999572e-114 1.84918269e-115 3.14893385e-116 6.94315613e-117 2.29858702e-117 9.07542632e-118 3.28652190e-118 1.84378479e-118 1.18662911e-118 7.62538484e-119 4.89678484e-119 3.14722605e-119 2.02966310e-119 1.32027898e-119 8.72605643e-120 5.92417425e-120 4.19550273e-120 3.14302697e-120 2.48651692e-120 1.98597745e-120 1.58885866e-120 1.27289430e-120 1.02086653e-120 8.19444142e-121 6.58243203e-121 5.29100679e-121 4.25496132e-121 3.42306233e-121 2.75460303e-121 2.21708439e-121 1.78476196e-121 1.43691861e-121 1.15702584e-121 9.31693721e-122 7.50234199e-122 6.04128571e-122 4.86453799e-122 3.91636931e-122 3.15261577e-122 2.53744903e-122 2.04175902e-122 1.64248523e-122 1.32073980e-122 1.06146960e-122 8.52538194e-123 6.84167547e-123 5.48500973e-123 4.39212173e-123 3.51152869e-123 2.80188167e-123 2.23003017e-123 1.76921063e-123 1.39785070e-123 1.09860680e-123 8.57450751e-124 6.63125827e-124 5.06525473e-124 3.80332128e-124 2.78641347e-124 1.96691775e-124 1.30656715e-124 7.74399558e-125 3.45574543e-125 0.00000000e+00  
17      0.223463373       0.204802021          0.0410644554       8.17620460e-19  2.67836986e-20  7.04930639e-22  1.60104962e-23  3.07032831e-25  5.01729609e-27  6.77297314e-29  7.71374905e-31  7.10519036e-33  5.42511885e-35  3.30769363e-37  1.56347199e-39  6.12795170e-42  1.80177296e-44  4.48531489e-47  8.25232047e-50  1.13783719e-52  1.22022446e-55  9.25316457e-59  5.83387783e-62  2.63632470e-65  1.30515199e-68  9.89724642e-72  9.73580141e-75  1.50653045e-77  3.04545164e-80  1.28985638e-82  7.48339425e-85  1.02124992e-86  1.94768875e-88  5.12341868e-90  3.33578643e-91  2.68999654e-92  3.20761294e-93  5.42957420e-94  1.26662195e-94  3.55188976e-95  1.41238169e-95  6.24363599e-96  2.76315466e-96  1.67157322e-96  1.09976962e-96  7.26109152e-97  4.81903053e-97  3.22221953e-97  2.17688874e-97  1.49245543e-97  1.04331491e-97  7.47930298e-98  5.53609894e-98  4.25149489e-98  3.37555066e-98  2.69708562e-98  2.15845289e-98  1.72966062e-98  1.38748601e-98  1.11391916e-98  8.94914109e-99  7.19418074e-99  5.78598356e-99  4.65508574e-99  3.74625228e-99  3.01537581e-99  2.42748619e-99  1.95444151e-99  1.57378066e-99  1.26730971e-99  1.02050230e-99  8.21772710e-100 6.61710468e-100 5.32739016e-100 4.28849971e-100 3.45170672e-100 2.77743055e-100 2.23429801e-100 1.79662606e-100 1.44393949e-100 1.15972903e-100 9.30693579e-101 7.46145152e-101 5.97476113e-101 4.77685874e-101 3.81150039e-101 3.03359022e-101 2.40672084e-101 1.90154657e-101 1.49447433e-101 1.16642109e-101 9.02073908e-102 6.89044815e-102 5.17379471e-102 3.79045843e-102 2.67566894e-102 1.77737028e-102 1.05344357e-102 4.70097477e-103 0.00000000e+00  
18      0.26826958        0.245866476          0.0492982096       3.46829363e-13  1.99315523e-14  9.54753948e-16  4.03937578e-17  1.48531172e-18  4.76958764e-20  1.30739101e-21  3.09869698e-23  6.15976907e-25  1.04194940e-26  1.46020742e-28  1.65867797e-30  1.59632168e-32  1.21367837e-34  7.91096947e-37  4.02266841e-39  1.61007785e-41  5.19203024e-44  1.26595723e-46  2.58985120e-49  4.06372949e-52  6.92300181e-55  1.66484780e-57  5.09158547e-60  2.22602183e-62  1.25766217e-64  1.27270241e-66  1.76504568e-68  4.68246442e-70  1.70255094e-71  8.40970371e-73  8.26286806e-74  1.00847655e-74  1.70961969e-75  3.88100846e-76  1.15852307e-76  4.00316597e-77  1.82707051e-77  8.98850023e-78  4.60857047e-78  2.93957440e-78  1.98154252e-78  1.34589339e-78  9.22735464e-79  6.39826939e-79  4.49640187e-79  3.21103264e-79  2.33551308e-79  1.73416170e-79  1.31799049e-79  1.02665615e-79  8.17002849e-80  6.53106654e-80  5.22882479e-80  4.19142999e-80  3.36313536e-80  2.70061805e-80  2.17003614e-80  1.74472607e-80  1.40336766e-80  1.12917487e-80  9.08786874e-81  7.31531590e-81  5.88938608e-81  4.74191253e-81  3.81846134e-81  3.07494638e-81  2.47615723e-81  1.99398770e-81  1.60562404e-81  1.29269465e-81  1.04061765e-81  8.37572624e-82  6.73960598e-82  5.42167555e-82  4.35964502e-82  3.50383529e-82  2.81418592e-82  2.25842117e-82  1.81060466e-82  1.44984370e-82  1.15915907e-82  9.24903890e-83  7.36135147e-83  5.84018165e-83  4.61431887e-83  3.62651182e-83  2.83045334e-83  2.18898486e-83  1.67204556e-83  1.25548009e-83  9.19797820e-84  6.49281479e-84  4.31299098e-84  2.55630054e-84  1.14074496e-84  0.00000000e+00  
19      0.322059792       0.295164686          0.0591828978       1.50083122e-08  1.37778748e-09  1.08694026e-10  7.72449851e-12  4.88594122e-13  2.75623368e-14  1.36339948e-15  5.95795696e-17  2.24952420e-18  7.39612029e-20  2.07677097e-21  4.89900234e-23  9.98941093e-25  1.67694217e-26  2.44686072e-28  2.90786800e-30  2.82908349e-32  2.28821446e-34  1.47372409e-36  8.06894459e-39  3.56749680e-41  1.70692796e-43  1.08016300e-45  8.47544281e-48  8.85420151e-50  1.17333267e-51  2.46926078e-53  7.02363433e-55  3.27854617e-56  2.04431605e-57  1.69361985e-58  2.37024602e-59  4.08814600e-60  9.28040527e-61  2.68453674e-61  9.74988664e-62  4.00573990e-62  2.03761737e-62  1.10114658e-62  6.28262829e-63  4.17345882e-63  2.88323973e-63  2.01237785e-63  1.42089118e-63  1.01617232e-63  7.36824921e-64  5.42329131e-64  4.05440558e-64  3.08029929e-64  2.38004045e-64  1.87026370e-64  1.49083838e-64  1.19244361e-64  9.55123395e-65  7.65916196e-65  6.14748142e-65  4.93771093e-65  3.96842725e-65  3.19116415e-65  2.56714172e-65  2.06578645e-65  1.66273503e-65  1.33852088e-65  1.07767380e-65  8.67743525e-66  6.98782147e-66  5.62734199e-66  4.53163581e-66  3.64927741e-66  2.93855762e-66  2.36588059e-66  1.90455335e-66  1.53294888e-66  1.23351056e-66  9.92300486e-67  7.97924837e-67  6.41292268e-67  5.15070808e-67  4.13353267e-67  3.31392379e-67  2.65363047e-67  2.12159409e-67  1.69283982e-67  1.34733879e-67  1.06892102e-67  8.44552913e-68  6.63755844e-68  5.18054275e-68  4.00647115e-68  3.06032372e-68  2.29788924e-68  1.68349425e-68  1.18837163e-68  7.89401253e-69  4.67876436e-69  2.08789098e-69  0.00000000e+00  
20      0.386635375       0.354347584          0.0710495457       9.70326986e-05  1.31609940e-05  1.57337261e-06  1.72295031e-07  1.71260428e-08  1.54570263e-09  1.25071117e-10  9.10838827e-12  5.87297350e-13  3.36483333e-14  1.68841156e-15  7.32725856e-17  2.79945874e-18  9.10132154e-20  2.60816501e-21  6.30079985e-23  1.28629391e-24  2.24267543e-26  3.24183490e-28  4.04465683e-30  4.24099011e-32  4.80907846e-34  6.84335169e-36  1.17524627e-37  2.54744049e-39  6.85049304e-41  2.66692356e-42  1.37006025e-43  1.03275958e-44  1.01030080e-45  1.27847160e-46  2.42068497e-47  5.56419360e-48  1.60818347e-48  5.67919948e-49  2.41451285e-49  1.14067962e-49  6.33185432e-50  3.70166825e-50  2.28376544e-50  1.56773660e-50  1.10858526e-50  7.92984947e-51  5.74197030e-51  4.21063536e-51  3.12737856e-51  2.35309279e-51  1.79307245e-51  1.38335172e-51  1.08047654e-51  8.53973751e-52  6.81656047e-52  5.45563526e-52  4.37209531e-52  3.50745352e-52  2.81614780e-52  2.26258369e-52  1.81884370e-52  1.46286296e-52  1.17697300e-52  9.47223605e-53  7.62483750e-53  6.13856505e-53  4.94261501e-53  3.98000329e-53  3.20516917e-53  2.58122613e-53  2.07869063e-53  1.67397942e-53  1.34798166e-53  1.08529989e-53  8.73686588e-54  7.03224136e-54  5.65864495e-54  4.55212545e-54  3.66044844e-54  2.94191367e-54  2.36288654e-54  1.89626846e-54  1.52028024e-54  1.21736831e-54  9.73293551e-55  7.76600052e-55  6.18099458e-55  4.90373694e-55  3.87443529e-55  3.04501829e-55  2.37660392e-55  1.83799179e-55  1.40394119e-55  1.05416997e-55  7.72312716e-56  5.45172354e-56  3.62142387e-56  2.14641019e-56  9.57832055e-57  0.00000000e+00  
21      0.464158883       0.425397129          0.0852955522       1.28786119e-01  2.41835055e-02  4.08765607e-03  6.41882473e-04  9.29901266e-05  1.24203423e-05  1.51477781e-06  1.68964761e-07  1.70272461e-08  1.55169619e-09  1.26474856e-10  9.12983253e-12  5.89889467e-13  3.33071648e-14  1.68048208e-15  7.34788949e-17  2.78613182e-18  9.22939670e-20  2.61658402e-21  6.50428172e-23  1.40271319e-24  3.26989341e-26  9.16669188e-28  3.02077701e-29  1.20617230e-30  5.83799325e-32  3.80804689e-33  3.18244301e-34  3.59773353e-35  5.12401185e-36  9.17216880e-37  2.24513196e-37  6.54529827e-38  2.30799203e-38  9.59513917e-39  4.63138110e-39  2.44471954e-39  1.45675659e-39  9.07889133e-40  5.93615596e-40  4.18755043e-40  3.02411299e-40  2.20962125e-40  1.63365161e-40  1.22193298e-40  9.24251279e-41  7.06683230e-41  5.45816823e-41  4.25587210e-41  3.34874879e-41  2.65748581e-41  2.12376390e-41  1.70087863e-41  1.36380313e-41  1.09457011e-41  8.79147899e-42  7.06541714e-42  5.68108420e-42  4.57004768e-42  3.67746628e-42  2.95997142e-42  2.38291173e-42  1.91858033e-42  1.54489493e-42  1.24408265e-42  1.00192372e-42  8.06907907e-43  6.49831043e-43  5.23322577e-43  4.21415182e-43  3.39299684e-43  2.73146228e-43  2.19855350e-43  1.76912840e-43  1.42318921e-43  1.14441638e-43  9.19774537e-44  7.38748190e-44  5.92865274e-44  4.75316237e-44  3.80611082e-44  3.04300931e-44  2.42804567e-44  1.93249242e-44  1.53315690e-44  1.21134499e-44  9.52027168e-45  7.43046932e-45  5.74649461e-45  4.38943227e-45  3.29587001e-45  2.41464128e-45  1.70448530e-45  1.13224079e-45  6.71076695e-46  2.99466883e-46  0.00000000e+00  
22      0.55722648        0.510692681          0.102397998        4.57032461e+01  1.12562388e+01  2.53934170e+00  5.38554123e-01  1.06802124e-01  1.97816442e-02  3.39667306e-03  5.40835313e-04  7.91130567e-05  1.06251931e-05  1.29899560e-06  1.43428429e-07  1.43855216e-08  1.28842454e-09  1.04452352e-10  7.50420921e-12  4.77545102e-13  2.70567821e-14  1.34543504e-15  5.95678612e-17  2.34821222e-18  9.98834814e-20  4.93572839e-21  2.79866448e-22  1.86247812e-23  1.46871590e-24  1.47624858e-25  1.84279764e-26  2.93172444e-27  5.70965281e-28  1.35782358e-28  4.12849182e-29  1.46408814e-29  6.07518537e-30  2.88321716e-30  1.54124688e-30  8.87932101e-31  5.60452504e-31  3.67660569e-31  2.51169606e-31  1.81267147e-31  1.33337573e-31  9.91820736e-32  7.45769503e-32  5.66526583e-32  4.34465699e-32  3.36150020e-32  2.62172468e-32  2.05973145e-32  1.62927009e-32  1.29681447e-32  1.03746588e-32  8.31440112e-33  6.67030299e-33  5.35585275e-33  4.30331343e-33  3.45944447e-33  2.78229462e-33  2.23858887e-33  1.80163900e-33  1.45030611e-33  1.16767689e-33  9.40222523e-34  7.57144530e-34  6.09751421e-34  4.91084499e-34  3.95512137e-34  3.18529037e-34  2.56523317e-34  2.06573410e-34  1.66324117e-34  1.33897617e-34  1.07775098e-34  8.67250177e-35  6.97668642e-35  5.61011784e-35  4.50890403e-35  3.62149718e-35  2.90636647e-35  2.33012830e-35  1.86585998e-35  1.49176668e-35  1.19029462e-35  9.47360817e-36  7.51595585e-36  5.93834558e-36  4.66709844e-36  3.64261998e-36  2.81708936e-36  2.15182016e-36  1.61572593e-36  1.18372342e-36  8.35585470e-37  5.55055506e-37  3.28980213e-37  1.46806885e-37  0.00000000e+00  
23      0.668954879       0.613090679          0.122929621        5.39967937e+03  1.66776506e+03  4.78698255e+02  1.30462295e+02  3.36188116e+01  8.17984242e+00  1.86841946e+00  4.00432682e-01  7.99455277e-02  1.48465958e-02  2.54720502e-03  4.01143088e-04  5.81401800e-05  7.65906693e-06  9.24196585e-07  1.00640772e-07  9.87892386e-09  8.77095500e-10  6.97337832e-11  5.00748053e-12  3.27142471e-13  2.29792038e-14  1.82335057e-15  1.62514702e-16  1.65732010e-17  1.96045209e-18  2.82918440e-19  4.92085173e-20  1.04329760e-20  2.63612342e-21  7.91225538e-22  2.88555090e-22  1.20163276e-22  5.69124154e-23  3.00490114e-23  1.74330378e-23  1.07585074e-23  7.11488310e-24  4.86185361e-24  3.43509849e-24  2.52682428e-24  1.88819245e-24  1.42544288e-24  1.08643643e-24  8.35357246e-25  6.47403161e-25  5.05355300e-25  3.96981883e-25  3.13616366e-25  2.49039954e-25  1.98677095e-25  1.59096505e-25  1.27585458e-25  1.02410924e-25  8.22651162e-26  6.61213969e-26  5.31703529e-26  4.27727166e-26  3.44205286e-26  2.77060504e-26  2.23058161e-26  1.79606683e-26  1.44632327e-26  1.16477450e-26  9.38078001e-27  7.55544100e-27  6.08523389e-27  4.90093397e-27  3.94698262e-27  3.17847980e-27  2.55921972e-27  2.06030205e-27  1.65836496e-27  1.33447250e-27  1.07353426e-27  8.63256797e-28  6.93810164e-28  5.57262563e-28  4.47223541e-28  3.58555884e-28  2.87115403e-28  2.29550554e-28  1.83160540e-28  1.45778293e-28  1.15654268e-28  9.13782657e-29  7.18165280e-29  5.60520252e-29  4.33488985e-29  3.31118476e-29  2.48625196e-29  1.82149375e-29  1.28578491e-29  8.54110102e-30  5.06229233e-30  2.25903972e-30  0.00000000e+00  
