This file contains the corresponding layer temperatures and pressures, and the altitude and the height of each layer.
layer   temp.[K]          press.[10^-6bar]        altitude[cm]         height.of.layer[cm]    conv.unstable?[1:yes,0:no]    conv.lapse-rate?[1:yes,0:no]    pl.eff.temp.[K]   
BOA     714.897           1e+07                   0                    not_avail.             not_calculated                not_calculated                  269.698           
66      226.793           697.831                 8.2974e+07           904562                 not_calculated                not_calculated                  
67      226.791           604.296                 8.38786e+07          904554                 not_calculated                not_calculated                  
68      226.79            523.299                 8.47831e+07          904550                 not_calculated                not_calculated                  
69      226.79            453.158                 8.56877e+07          904550                 not_calculated                not_calculated                  
70      226.789           392.419                 8.65922e+07          904546                 not_calculated                not_calculated                  
71      226.788           339.821                 8.74967e+07          904542                 not_calculated                not_calculated                  
72      226.788           294.273                 8.84013e+07          904542                 not_calculated                not_calculated                  
73      226.787           254.83                  8.93058e+07          904538                 not_calculated                not_calculated                  
74      226.787           220.673                 9.02104e+07          904538                 not_calculated                not_calculated                  
75      226.787           191.095                 9.11149e+07          904538                 not_calculated                not_calculated                  
76      226.787           165.482                 9.20194e+07          904538                 not_calculated                not_calculated                  
77      226.787           143.301                 9.2924e+07           904538                 not_calculated                not_calculated                  
78      226.787           124.094                 9.38285e+07          904538                 not_calculated                not_calculated                  
79      226.786           107.461                 9.4733e+07           904534                 not_calculated                not_calculated                  
80      226.786           93.0572                 9.56376e+07          904534                 not_calculated                not_calculated                  
81      226.786           80.5842                 9.65421e+07          904534                 not_calculated                not_calculated                  
82      226.786           69.7831                 9.74467e+07          904534                 not_calculated                not_calculated                  
83      226.786           60.4296                 9.83512e+07          904534                 not_calculated                not_calculated                  
84      226.786           52.3299                 9.92557e+07          904534                 not_calculated                not_calculated                  
85      226.786           45.3158                 1.0016e+08           904534                 not_calculated                not_calculated                  
86      226.786           39.2419                 1.01065e+08          904534                 not_calculated                not_calculated                  
87      226.786           33.9821                 1.01969e+08          904534                 not_calculated                not_calculated                  
88      226.786           29.4273                 1.02874e+08          904534                 not_calculated                not_calculated                  
89      226.786           25.483                  1.03778e+08          904534                 not_calculated                not_calculated                  
90      226.786           22.0673                 1.04683e+08          904534                 not_calculated                not_calculated                  
91      226.786           19.1095                 1.05587e+08          904534                 not_calculated                not_calculated                  
92      226.786           16.5482                 1.06492e+08          904534                 not_calculated                not_calculated                  
93      226.786           14.3301                 1.07397e+08          904534                 not_calculated                not_calculated                  
94      226.786           12.4094                 1.08301e+08          904534                 not_calculated                not_calculated                  
95      226.786           10.7461                 1.09206e+08          904534                 not_calculated                not_calculated                  
