This file contains the transmission function for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   transm_lay[0]   transm_lay[1]   transm_lay[2]   transm_lay[3]   transm_lay[4]   transm_lay[5]   transm_lay[6]   transm_lay[7]   transm_lay[8]   transm_lay[9]   transm_lay[10]   transm_lay[11]   transm_lay[12]   transm_lay[13]   transm_lay[14]   transm_lay[15]   transm_lay[16]   transm_lay[17]   transm_lay[18]   transm_lay[19]   transm_lay[20]   transm_lay[21]   transm_lay[22]   transm_lay[23]   transm_lay[24]   transm_lay[25]   transm_lay[26]   transm_lay[27]   transm_lay[28]   transm_lay[29]   transm_lay[30]   transm_lay[31]   transm_lay[32]   transm_lay[33]   transm_lay[34]   transm_lay[35]   transm_lay[36]   transm_lay[37]   transm_lay[38]   transm_lay[39]   transm_lay[40]   transm_lay[41]   transm_lay[42]   transm_lay[43]   transm_lay[44]   transm_lay[45]   transm_lay[46]   transm_lay[47]   transm_lay[48]   transm_lay[49]   transm_lay[50]   transm_lay[51]   transm_lay[52]   transm_lay[53]   transm_lay[54]   transm_lay[55]   transm_lay[56]   transm_lay[57]   transm_lay[58]   transm_lay[59]   transm_lay[60]   transm_lay[61]   transm_lay[62]   transm_lay[63]   transm_lay[64]   transm_lay[65]   transm_lay[66]   transm_lay[67]   transm_lay[68]   transm_lay[69]   transm_lay[70]   transm_lay[71]   transm_lay[72]   transm_lay[73]   transm_lay[74]   transm_lay[75]   transm_lay[76]   transm_lay[77]   transm_lay[78]   transm_lay[79]   transm_lay[80]   transm_lay[81]   transm_lay[82]   transm_lay[83]   transm_lay[84]   transm_lay[85]   transm_lay[86]   transm_lay[87]   transm_lay[88]   transm_lay[89]   transm_lay[90]   transm_lay[91]   transm_lay[92]   transm_lay[93]   transm_lay[94]   transm_lay[95]   
23      0.668954879       0.613090679          0.122929621        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
24      0.803085722       0.7360203            0.147578001        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
25      0.96411088        0.883598301          0.177168579        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
26      1.15742288        1.06076688           0.212692307        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
27      1.38949549        1.27345919           0.255338828        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
28      1.66810054        1.52879802           0.306536321        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
29      2.00256814        1.83533434           0.367999323        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
30      2.40409918        2.20333366           0.441786153        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
31      2.88614044        2.64511981           0.530367836        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
32      3.46483486        3.17548765           0.636710861        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
33      4.15956216        3.81219851           0.764376519        1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
34      4.99358789        4.57657503           0.91764017         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
35      5.9948425         5.4942152            1.10163442         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
36      7.19685673        6.59584962           1.322521           1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
37      8.63988449        7.91837061           1.58769711         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
38      10.372251         9.50606772           1.90604318         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
39      12.4519708        11.4121109           2.28822019         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
40      14.9486913        13.7003311           2.74702678         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
41      17.9460244        16.4473579           3.29782778         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
42      21.5443469        19.7451857           3.95906882         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
43      25.8641621        23.7042545           4.75289403         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
44      31.050135         28.4571485           5.70588758         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
45      37.2759372        34.1630361           6.84996401         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
46      44.750063         41.0130001           8.22343699         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
47      53.7228112        49.2364371           9.87230237         1.3692e-17        2.57281e-14       1.11918e-11       1.49745e-09       7.73455e-08       1.86013e-06       2.4093e-05        0.000189959       0.00100265        0.00383156        0.0112886         0.0269566         0.0543795         0.0956991         0.150938          0.21789           0.292896          0.371766          0.450494          0.525948          0.595818          0.658844          0.714442          0.762636          0.803841          0.838646          0.867799          0.892018          0.912032          0.928484          0.941956          0.952958          0.961913          0.969194          0.975099          0.979885          0.983759          0.986891          0.989423          0.991468          0.993119          0.994451          0.995526          0.996393          0.997092          0.997656          0.998111          0.998477          0.998773          0.999011          0.999203          0.999358          0.999482          0.999583          0.999664          0.999729          0.999782          0.999824          0.999858          0.999886          0.999908          0.999926          0.99994           0.999952          0.999961          0.999969          0.999975          0.99998           0.999984          0.999987          0.999989          0.999991          0.999993          0.999994          0.999996          0.999996          0.999997          0.999998          0.999998          0.999998          0.999999          0.999999          0.999999          0.999999          0.999999          1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 
