This file contains the contribution function for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   contr_func_lay[0]   contr_func_lay[1]   contr_func_lay[2]   contr_func_lay[3]   contr_func_lay[4]   contr_func_lay[5]   contr_func_lay[6]   contr_func_lay[7]   contr_func_lay[8]   contr_func_lay[9]   contr_func_lay[10]   contr_func_lay[11]   contr_func_lay[12]   contr_func_lay[13]   contr_func_lay[14]   contr_func_lay[15]   contr_func_lay[16]   contr_func_lay[17]   contr_func_lay[18]   contr_func_lay[19]   contr_func_lay[20]   contr_func_lay[21]   contr_func_lay[22]   contr_func_lay[23]   contr_func_lay[24]   contr_func_lay[25]   contr_func_lay[26]   contr_func_lay[27]   contr_func_lay[28]   contr_func_lay[29]   contr_func_lay[30]   contr_func_lay[31]   contr_func_lay[32]   contr_func_lay[33]   contr_func_lay[34]   contr_func_lay[35]   contr_func_lay[36]   contr_func_lay[37]   contr_func_lay[38]   contr_func_lay[39]   contr_func_lay[40]   contr_func_lay[41]   contr_func_lay[42]   contr_func_lay[43]   contr_func_lay[44]   contr_func_lay[45]   contr_func_lay[46]   contr_func_lay[47]   contr_func_lay[48]   contr_func_lay[49]   contr_func_lay[50]   contr_func_lay[51]   contr_func_lay[52]   contr_func_lay[53]   contr_func_lay[54]   contr_func_lay[55]   contr_func_lay[56]   contr_func_lay[57]   contr_func_lay[58]   contr_func_lay[59]   contr_func_lay[60]   contr_func_lay[61]   contr_func_lay[62]   contr_func_lay[63]   contr_func_lay[64]   contr_func_lay[65]   contr_func_lay[66]   contr_func_lay[67]   contr_func_lay[68]   contr_func_lay[69]   contr_func_lay[70]   contr_func_lay[71]   contr_func_lay[72]   contr_func_lay[73]   contr_func_lay[74]   contr_func_lay[75]   contr_func_lay[76]   contr_func_lay[77]   contr_func_lay[78]   contr_func_lay[79]   contr_func_lay[80]   contr_func_lay[81]   contr_func_lay[82]   contr_func_lay[83]   contr_func_lay[84]   contr_func_lay[85]   contr_func_lay[86]   contr_func_lay[87]   contr_func_lay[88]   contr_func_lay[89]   contr_func_lay[90]   contr_func_lay[91]   contr_func_lay[92]   contr_func_lay[93]   contr_func_lay[94]   contr_func_lay[95]   
20      0.386635375       0.354347584          0.0710495457       3.84544e-75           1.88593e-62           1.94718e-52           1.37863e-44           1.72968e-38           8.16942e-34           2.68672e-30           1.0117e-27            6.50984e-26           9.71612e-25           4.35555e-24           7.1631e-24            5.08267e-24           1.76234e-24           3.32553e-25           3.68029e-26           2.50781e-27           1.17491e-28           3.73001e-30           8.2332e-32            1.39678e-33           2.74358e-35           5.88313e-37           1.51157e-38           4.48207e-40           1.54471e-41           7.56022e-43           5.10535e-44           4.36233e-45           4.82692e-46           6.12717e-47           1.25542e-47           2.98291e-48           8.11961e-49           2.61502e-49           1.16138e-49           4.32235e-50           2.49705e-50           1.35436e-50           6.57693e-51           4.50505e-51           3.10681e-51           2.15964e-51           1.51491e-51           1.07378e-51           7.68568e-52           5.56642e-52           4.07778e-52           3.01608e-52           2.2577e-52            1.71231e-52           1.36003e-52           1.083e-52             8.64251e-53           6.91085e-53           5.53429e-53           4.43661e-53           3.55906e-53           2.85848e-53           2.29729e-53           1.84716e-53           1.48624e-53           1.19587e-53           9.62596e-54           7.74785e-54           6.23907e-54           5.02556e-54           4.04688e-54           3.25981e-54           2.62694e-54           2.11612e-54           1.70453e-54           1.37366e-54           1.10646e-54           8.91677e-55           7.18535e-55           5.79027e-55           4.66618e-55           3.76006e-55           3.02896e-55           2.44075e-55           1.96693e-55           1.58501e-55           1.27726e-55           1.0293e-55            8.29417e-56           6.68414e-56           5.38612e-56           4.34051e-56           3.49771e-56           2.81857e-56           2.2714e-56            1.8303e-56            1.47501e-56           1.18858e-56           9.57832e-57           
21      0.464158883       0.425397129          0.0852955522       5.96362e-72           4.10073e-59           6.02666e-49           6.1596e-41            1.13166e-34           7.96162e-30           3.96968e-26           2.30464e-23           2.32398e-21           5.54821e-20           4.05756e-19           1.11134e-18           1.34103e-18           8.09065e-19           2.71394e-19           5.47535e-20           7.01751e-21           6.27297e-22           3.9262e-23            1.77115e-24           6.22261e-26           2.45009e-27           1.01843e-28           4.82578e-30           2.57203e-31           1.55581e-32           1.23841e-33           1.28023e-34           1.60718e-35           2.51131e-36           4.44997e-37           1.1421e-37            3.33584e-38           1.09896e-38           4.14279e-39           2.00969e-39           8.73144e-40           5.2375e-40            3.02048e-40           1.64244e-40           1.14377e-40           8.033e-41             5.69542e-41           4.07978e-41           2.95524e-41           2.16264e-41           1.60095e-41           1.19785e-41           9.04221e-42           6.89579e-42           5.31382e-42           4.22633e-42           3.36922e-42           2.69123e-42           2.1536e-42            1.72568e-42           1.38411e-42           1.11083e-42           8.92464e-43           7.17438e-43           5.76993e-43           4.64322e-43           3.73662e-43           3.00808e-43           2.42145e-43           1.95006e-43           1.57083e-43           1.26502e-43           1.01903e-43           8.2119e-44            6.61531e-44           5.32883e-44           4.29443e-44           3.45923e-44           2.78773e-44           2.24642e-44           1.81026e-44           1.45883e-44           1.17554e-44           9.47006e-45           7.63102e-45           6.14964e-45           4.95553e-45           3.99336e-45           3.21812e-45           2.59318e-45           2.0898e-45            1.68397e-45           1.35706e-45           1.09356e-45           8.81229e-46           7.10156e-46           5.72245e-46           4.61164e-46           3.7161e-46            2.99467e-46           
22      0.55722648        0.510692681          0.102397998        2.40853e-69           2.19481e-56           4.32819e-46           6.00602e-38           1.51629e-31           1.48665e-26           1.04817e-22           8.72679e-20           1.27959e-17           4.5175e-16            4.96631e-15           2.08033e-14           3.90677e-14           3.73827e-14           2.02544e-14           6.73879e-15           1.46062e-15           2.23841e-16           2.46643e-17           2.01621e-18           1.30122e-19           9.12984e-21           6.58649e-22           5.21032e-23           4.52594e-24           4.36596e-25           5.21797e-26           7.69741e-27           1.33347e-27           2.77441e-28           6.46429e-29           2.00608e-29           6.96494e-30           2.68597e-30           1.15586e-30           6.0528e-31            2.97182e-31           1.84901e-31           1.12578e-31           6.66841e-32           4.72107e-32           3.37463e-32           2.437e-32             1.77874e-32           1.31271e-32           9.78378e-33           7.36946e-33           5.6036e-33            4.29393e-33           3.31834e-33           2.58542e-33           2.05915e-33           1.64343e-33           1.31397e-33           1.05227e-33           8.43701e-34           6.77052e-34           5.43613e-34           4.36898e-34           3.51308e-34           2.826e-34             2.2745e-34            1.83068e-34           1.47391e-34           1.18661e-34           9.55679e-35           7.69857e-35           6.20028e-35           4.99478e-35           4.02508e-35           3.24264e-35           2.61214e-35           2.10509e-35           1.69574e-35           1.36657e-35           1.10121e-35           8.87407e-36           7.15131e-36           5.7626e-36            4.64249e-36           3.74093e-36           3.01472e-36           2.42934e-36           1.95765e-36           1.57761e-36           1.27125e-36           1.02448e-36           8.25531e-37           6.65269e-37           5.36094e-37           4.32003e-37           3.48138e-37           2.8053e-37            2.26075e-37           1.82173e-37           1.46807e-37           
23      0.668954879       0.613090679          0.122929621        3.16874e-67           3.65204e-54           9.20191e-44           1.64763e-35           5.4217e-29            7.00916e-24           6.59502e-20           7.4142e-17            1.48516e-14           7.26319e-13           1.12124e-11           6.69087e-11           1.81625e-10           2.55173e-10           2.06155e-10           1.04046e-10           3.49137e-11           8.38815e-12           1.4806e-12            1.98463e-13           2.12796e-14           2.41335e-15           2.75577e-16           3.34677e-17           4.36719e-18           6.20471e-19           1.04121e-19           2.06752e-20           4.68835e-21           1.23739e-21           3.60986e-22           1.31487e-22           5.27553e-23           2.31721e-23           1.1137e-23            6.23251e-24           3.37162e-24           2.17133e-24           1.38556e-24           8.76077e-25           6.30215e-25           4.57957e-25           3.36252e-25           2.49475e-25           1.87027e-25           1.41487e-25           1.08041e-25           8.31733e-26           6.44505e-26           5.02894e-26           3.94917e-26           3.1496e-26            2.51654e-26           2.01392e-26           1.614e-26             1.29488e-26           1.03963e-26           8.35093e-27           6.71378e-27           5.3999e-27            4.34475e-27           3.49738e-27           2.81535e-27           2.26694e-27           1.82526e-27           1.47015e-27           1.18434e-27           9.53912e-28           7.68474e-28           6.19281e-28           4.98916e-28           4.01922e-28           3.23903e-28           2.60928e-28           2.10277e-28           1.69447e-28           1.36548e-28           1.10039e-28           8.86707e-29           7.14378e-29           5.75648e-29           4.639e-29             3.73822e-29           3.0124e-29            2.4276e-29            1.95617e-29           1.57645e-29           1.27031e-29           1.02371e-29           8.24933e-30           6.64758e-30           5.35709e-30           4.31675e-30           3.47881e-30           2.80325e-30           2.25904e-30           
24      0.803085722       0.7360203            0.147578001        1.63443e-65           2.29213e-52           7.08667e-42           1.56975e-33           6.44411e-27           1.04926e-21           1.25579e-17           1.8134e-14            4.71173e-12           3.02325e-10           6.19284e-09           4.96259e-08           1.83106e-07           3.54239e-07           3.99237e-07           2.85105e-07           1.37628e-07           4.81064e-08           1.25733e-08           2.54322e-09           4.16502e-10           7.04171e-11           1.1787e-11            2.04815e-12           3.75129e-13           7.34872e-14           1.63694e-14           4.16735e-15           1.18327e-15           3.80591e-16           1.33569e-16           5.56847e-17           2.52144e-17           1.23334e-17           6.49808e-18           3.85189e-18           2.25105e-18           1.49638e-18           9.93817e-19           6.60798e-19           4.82543e-19           3.55954e-19           2.65221e-19           1.99553e-19           1.5157e-19            1.16055e-19           8.95823e-20           6.96228e-20           5.44074e-20           4.27572e-20           3.37711e-20           2.69688e-20           2.15712e-20           1.72782e-20           1.38568e-20           1.11234e-20           8.93498e-21           7.18005e-21           5.77423e-21           4.64534e-21           3.73841e-21           3.00971e-21           2.42312e-21           1.95132e-21           1.57129e-21           1.26568e-21           1.01966e-21           8.2133e-22            6.61689e-22           5.33228e-22           4.29603e-22           3.46096e-22           2.78914e-22           2.24694e-22           1.81077e-22           1.45916e-22           1.17586e-22           9.47583e-23           7.63573e-23           6.15196e-23           4.95728e-23           3.99494e-23           3.21922e-23           2.59417e-23           2.09056e-23           1.68459e-23           1.35758e-23           1.09395e-23           8.81578e-24           7.10402e-24           5.72466e-24           4.61333e-24           3.71743e-24           2.99582e-24           2.41406e-24           1.9454e-24            
25      0.96411088        0.883598301          0.177168579        3.85177e-64           6.3664e-51            2.33586e-40           6.18201e-32           3.05345e-25           6.02882e-20           8.82116e-16           1.5699e-12            5.06854e-10           4.07921e-08           1.0579e-06            1.08397e-05           5.16585e-05           0.000130473           0.000194071           0.000185071           0.00012092            5.77776e-05           2.09425e-05           5.96582e-06           1.39099e-06           3.27808e-07           7.54532e-08           1.7683e-08            4.29579e-09           1.09865e-09           3.09943e-10           9.71244e-11           3.32694e-11           1.26147e-11           5.15456e-12           2.40765e-12           1.20616e-12           6.44952e-13           3.66705e-13           2.28437e-13           1.42008e-13           9.71383e-14           6.67275e-14           4.61383e-14           3.4161e-14            2.55401e-14           1.92744e-14           1.46754e-14           1.12677e-14           8.71195e-15           6.78239e-15           5.31035e-15           4.17668e-15           3.30006e-15           2.61779e-15           2.09305e-15           1.67581e-15           1.34341e-15           1.07809e-15           8.65886e-16           6.9584e-16            5.59381e-16           4.49986e-16           3.62092e-16           2.91455e-16           2.34675e-16           1.88961e-16           1.52183e-16           1.22557e-16           9.87264e-17           7.95384e-17           6.40721e-17           5.16201e-17           4.15985e-17           3.35156e-17           2.70017e-17           2.17603e-17           1.75307e-17           1.41277e-17           1.13844e-17           9.17407e-18           7.39307e-18           5.95742e-18           4.79993e-18           3.86781e-18           3.11696e-18           2.51173e-18           2.02405e-18           1.63111e-18           1.31436e-18           1.05922e-18           8.53528e-19           6.87832e-19           5.54276e-19           4.46654e-19           3.59945e-19           2.90044e-19           2.33743e-19           1.88352e-19           1.51786e-19           
26      1.15742288        1.06076688           0.212692307        4.70711e-63           8.9303e-50            3.78237e-39           1.16209e-30           6.70233e-24           1.5552e-18            2.6922e-14            5.70685e-11           2.20955e-08           2.14904e-06           6.78751e-05           0.000853945           0.00503877            0.015897              0.0298057             0.0361769             0.0304164             0.0188635             0.00897968            0.00340188            0.00106495            0.000330868           9.92979e-05           2.98717e-05           9.18223e-06           2.93023e-06           1.00664e-06           3.75257e-07           1.50317e-07           6.5361e-08            3.02754e-08           1.55603e-08           8.48195e-09           4.88279e-09           2.95709e-09           1.92233e-09           1.2559e-09            8.8117e-10            6.22661e-10           4.43967e-10           3.32848e-10           2.51814e-10           1.92134e-10           1.47757e-10           1.14461e-10           8.91976e-11           6.99145e-11           5.50585e-11           4.35212e-11           3.45289e-11           2.74807e-11           2.19967e-11           1.76278e-11           1.4142e-11            1.13558e-11           9.12494e-12           7.33588e-12           5.89931e-12           4.74684e-12           3.82044e-12           3.07569e-12           2.47678e-12           1.99454e-12           1.60648e-12           1.29386e-12           1.04233e-12           8.39774e-13           6.76519e-13           5.45058e-13           4.3924e-13            3.53902e-13           2.85128e-13           2.29781e-13           1.85123e-13           1.49188e-13           1.20219e-13           9.68778e-14           7.80705e-14           6.291e-14             5.06886e-14           4.08451e-14           3.2916e-14            2.65245e-14           2.13745e-14           1.7225e-14            1.388e-14             1.11857e-14           9.01349e-15           7.26369e-15           5.8533e-15            4.71678e-15           3.80111e-15           3.06294e-15           2.46838e-15           1.98904e-15           1.6029e-15            
27      1.38949549        1.27345919           0.255338828        3.31372e-62           7.05905e-49           3.37297e-38           1.17465e-29           7.71656e-23           2.05036e-17           4.08698e-13           1.00315e-09           4.52288e-07           5.15527e-05           0.00192038            0.0286885             0.202396              0.76907               1.74977               2.59786               2.69573               2.07861               1.24216               0.596821              0.238912              0.093441              0.0349828             0.0129626             0.00484798            0.00185949            0.000752837           0.000324472           0.00014809            7.21715e-05           3.70757e-05           2.06493e-05           1.2078e-05            7.39176e-06           4.7167e-06            3.18e-06              2.16264e-06           1.55156e-06           1.12255e-06           8.20104e-07           6.21729e-07           4.75239e-07           3.66018e-07           2.83839e-07           2.2149e-07            1.73707e-07           1.36894e-07           1.083e-07             8.59416e-08           6.84031e-08           5.45795e-08           4.37317e-08           3.50748e-08           2.8158e-08            2.26223e-08           1.81861e-08           1.46258e-08           1.17653e-08           9.46905e-09           7.62244e-09           6.13748e-09           4.94288e-09           3.9809e-09            3.20663e-09           2.58281e-09           2.08083e-09           1.6765e-09            1.35065e-09           1.08822e-09           8.76954e-10           7.06593e-10           5.69295e-10           4.58787e-10           3.69633e-10           2.9788e-10            2.40039e-10           1.93434e-10           1.55882e-10           1.25611e-10           1.01212e-10           8.15568e-11           6.57245e-11           5.29625e-11           4.26791e-11           3.43938e-11           2.77147e-11           2.23348e-11           1.79975e-11           1.45037e-11           1.16875e-11           9.41817e-12           7.58982e-12           6.11589e-12           4.92871e-12           3.9716e-12            3.20056e-12           
28      1.66810054        1.52879802           0.306536321        1.4672e-61            3.44538e-48           1.82193e-37           7.04982e-29           5.16682e-22           1.53845e-16           3.45237e-12           9.58438e-09           4.91091e-06           0.000639484           0.0273589             0.472045              3.86842               17.1781               45.9594               80.7712               99.9398               92.4635               66.8241               39.1543               19.2489               9.12236               4.10733               1.81139               0.797891              0.356639              0.165599              0.0805787             0.041005              0.0219764             0.0122986             0.00732765            0.00454585            0.00292709            0.00195041            0.00135642            0.000953017           0.000697098           0.000514363           0.000383143           0.000293328           0.000226219           0.000175617           0.000137138           0.000107659           8.48713e-05           6.71771e-05           5.33395e-05           4.24583e-05           3.38787e-05           2.70863e-05           2.17223e-05           1.7435e-05            1.40052e-05           1.12572e-05           9.05316e-06           7.28311e-06           5.86028e-06           4.71751e-06           3.79813e-06           3.05863e-06           2.46352e-06           1.98426e-06           1.59844e-06           1.28756e-06           1.03737e-06           8.35814e-07           6.73395e-07           5.42568e-07           4.37233e-07           3.52303e-07           2.83853e-07           2.28754e-07           1.84305e-07           1.48528e-07           1.19688e-07           9.64495e-08           7.77253e-08           6.26319e-08           5.0467e-08            4.06665e-08           3.27721e-08           2.64086e-08           2.1281e-08            1.71497e-08           1.38193e-08           1.11368e-08           8.97408e-09           7.23193e-09           5.82771e-09           4.69616e-09           3.7845e-09            3.04955e-09           2.45759e-09           1.98035e-09           1.59589e-09           
29      2.00256814        1.83533434           0.367999323        4.39867e-61           1.12111e-47           6.45594e-37           2.72948e-28           2.19331e-21           7.18707e-16           1.78177e-11           5.48614e-08           3.1302e-05            0.00455878            0.219104              4.26672               39.6535               200.697               615.197               1245.5                1785.98               1925.13               1631.49               1128.65               659.021               366.71                192.652               98.2853               49.637                25.2047               13.1232               7.068                 3.939                 2.28537               1.373                 0.865726              0.564146              0.378936              0.261731              0.186884              0.13484               0.100293              0.075224              0.0569148             0.0439478             0.0341532             0.0266919             0.0209649             0.0165399             0.0130941             0.0104007             0.0082825             0.00660914            0.00528415            0.00423143            0.00339615            0.00272761            0.0021922             0.00176279            0.00141813            0.00114118            0.00091846            0.000739491           0.000595458           0.000479579           0.0003863             0.000311173           0.000250683           0.000201941           0.000162707           0.000131097           0.000105626           8.51066e-05           6.85839e-05           5.52629e-05           4.45267e-05           3.58835e-05           2.89116e-05           2.32993e-05           1.87752e-05           1.51299e-05           1.21926e-05           9.82496e-06           7.91683e-06           6.37941e-06           5.141e-06             4.14275e-06           3.33838e-06           2.6903e-06            2.16786e-06           1.74704e-06           1.40778e-06           1.13448e-06           9.14201e-07           7.36694e-07           5.9368e-07            4.78388e-07           3.85526e-07           3.1066e-07            2.5035e-07            
30      2.40409918        2.20333366           0.441786153        9.50276e-61           2.59452e-47           1.60498e-36           7.3101e-28            6.34673e-21           2.25407e-15           6.07638e-11           2.04115e-07           0.000127487           0.0203995             1.08122               23.3106               240.812               1360.5                4675.47               10660.7               17302.3               21204.3               20540.1               16333.2               11017.9               7013.7                4193.12               2417.06               1368.79               773.21                443.082               259.841               156.251               96.8734               61.7355               40.8247               27.7212               19.288                13.7261               10.0225               7.39073               5.57672               4.24021               3.24897               2.52747               1.97704               1.55389               1.22641               0.971516              0.771776              0.614785              0.490735              0.392366              0.314206              0.25193               0.20234               0.1626                0.130743              0.105171              0.0846329             0.0681212             0.0548377             0.044159              0.0355624             0.0286448             0.0230749             0.0185886             0.0149759             0.0120647             0.00972104            0.00783262            0.00631103            0.00508511            0.00409788            0.00330201            0.00266056            0.00214411            0.00172756            0.00139221            0.00112187            0.000904056           0.000728548           0.000587072           0.000473063           0.000381196           0.000307196           0.000247546           0.000199482           0.000160756           0.000129538           0.000104393           8.41205e-05           6.77901e-05           5.46273e-05           4.40205e-05           3.54748e-05           2.85856e-05           2.30368e-05           1.85632e-05           1.49594e-05           
31      2.88614044        2.64511981           0.530367836        1.55959e-60           4.51085e-47           2.96309e-36           1.43657e-27           1.33096e-20           5.05761e-15           1.46278e-10           5.2867e-07            0.000356286           0.0617047             3.55095               83.3958               941.676               5835.66               22078.7               55635.8               100203                136795                148269                132538                100938                71936.6               47937.1               30617.3               19087.6               11789.1               7321.35               4611.72               2955.74               1937.3                1296.85               892.654               627.429               449.604               328.022               244.104               183.265               139.996               107.665               83.3505               65.2587               51.3319               40.5379               32.1241               25.5339               20.342                16.2421               12.9898               10.4026               8.3412                6.69486               5.38026               4.32567               3.47958               2.79989               2.25369               1.81438               1.46084               1.17653               0.94759               0.763334              0.614944              0.495415              0.399149              0.321572              0.259112              0.20878               0.168226              0.135551              0.109235              0.088021              0.070923              0.0571559             0.0460525             0.0371129             0.0299065             0.0241                0.0194213             0.0156499             0.0126109             0.0101619             0.00818923            0.00659909            0.0053178             0.00428544            0.00345323            0.00278291            0.00224248            0.00180715            0.00145625            0.0011735             0.000945687           0.000762036           0.000614114           0.000494858           0.000398788           
32      3.46483486        3.17548765           0.636710861        2.03413e-60           6.17337e-47           4.26373e-36           2.17799e-27           2.13064e-20           8.56818e-15           2.62867e-10           1.01017e-06           0.000725644           0.134306              8.282                 209.005               2543.22               17034.8               69876.8               191524                376495                562832                670502                661329                557754                437086                319088                222160                150151                99951.3               66412                 44426                 30039.7               20630.3               14390                 10245.3               7413.16               5444.85               4055.98               3067.31               2337.3                1804.37               1400.95               1093.78               861.121               680.571               539.629               429.076               342.013               273.11                218.486               175.012               140.339               112.648               90.4897               72.7591               58.5222               47.0917               37.9033               30.5159               24.5719               19.7871               15.9379               12.8378               10.3423               8.33223               6.71301               5.40879               4.35773               3.5114                2.82935               2.27984               1.83704               1.48039               1.19291               0.961202              0.77462               0.624147              0.502989              0.40532               0.326625              0.263216              0.212102              0.170917              0.137726              0.11099               0.0894382             0.0720727             0.0580811             0.0468021             0.0377171             0.0303926             0.0244925             0.0197368             0.0159045             0.012817              0.010328              0.00832316            0.00670687            0.00540482            
33      4.15956216        3.81219851           0.764376519        2.19179e-60           6.92246e-47           4.98438e-36           2.65914e-27           2.72185e-20           1.14751e-14           3.69819e-10           1.49597e-06           0.00113357            0.22181               14.4934               388.486               5033.21               35986.9               157989                464720                983246                1.58647e+06           2.04624e+06           2.19227e+06           2.01462e+06           1.70994e+06           1.34785e+06           1.00906e+06           729930                517452                363924                256089                181136                129380                93407.7               68426.1               50733.6               38042.7               28837.1               22107.5               17055.2               13285.3               10397.7               8174.81               6466.58               5131.41               4082.57               3255.4                2600.95               2081                  1667.44               1337.39               1073.59               862.491               693.316               557.718               448.752               361.21                290.799               234.167               188.585               151.882               122.349               98.5581               79.4053               63.9754               51.5453               41.5323               33.4627               26.9644               21.7271               17.5077               14.1074               11.3686               9.161                 7.38167               5.94879               4.79327               3.86281               3.11274               2.50839               2.02142               1.62888               1.31261               1.05771               0.852377              0.686867              0.553503              0.446051              0.35943               0.289659              0.233409              0.188097              0.151574              0.122144              0.098432              0.0793166             0.0639202             0.0515074             0.0415079             
34      4.99358789        4.57657503           0.91764017         2.01756e-60           6.58435e-47           4.90624e-36           2.71294e-27           2.88286e-20           1.26387e-14           4.24304e-10           1.79112e-06           0.0014189             0.290821              19.9436               562.19                7676.04               57964.8               269372                840682                1.89185e+06           3.25449e+06           4.48726e+06           5.15332e+06           5.0899e+06            4.61982e+06           3.88416e+06           3.09086e+06           2.3673e+06            1.7693e+06            1.30527e+06           958510                704134                519826                386297                289866                219375                167386                128749                99851.7               77827.8               61091                 48134.2               38062.8               30231.9               24072.3               19206.9               15351.9               12289.6               9848.81               7901.95               6344.68               5097.7                4098.27               3296.28               2652.62               2135.02               1718.97               1384.17               1114.78               897.904               723.237               582.657               469.389               378.194               304.716               245.521               197.833               159.399               128.447               103.5                 83.4018               67.2043               54.1572               43.6412               35.1652               28.3391               22.8346               18.402                14.8288               11.9497               9.62983               7.75983               6.25319               5.03884               4.06067               3.27219               2.63686               2.12496               1.7123                1.37992               1.11195               0.896083              0.722091              0.581885              0.468924              0.377859              0.304512              0.245378              0.197741              
35      5.9948425         5.4942152            1.10163442         1.63311e-60           5.47352e-47           4.19404e-36           2.38801e-27           2.61657e-20           1.18455e-14           4.1126e-10            1.79813e-06           0.00147772            0.314724              22.4651               660.317               9417.99               74430.4               362697                1.18932e+06           2.81801e+06           5.11477e+06           7.45745e+06           9.0777e+06            9.52517e+06           9.14587e+06           8.11725e+06           6.79921e+06           5.46351e+06           4.26868e+06           3.27825e+06           2.49523e+06           1.89231e+06           1.43633e+06           1.09354e+06           837352                644761                499199                388707                304426                239321                189083                149820                119041                94879.2               75768                 60600.4               48533.9               38916.5               31229.5               25083.7               20158.3               16208.3               13038.2               10491.7               8445.81               6799.63               5475.78               4410.02               3552.25               2861.49               2305.08               1857.16               1496.22               1205.59               971.39                782.709               630.698               508.182               409.511               329.977               265.905               214.266               172.668               139.141               112.118               90.3543               72.8047               58.672                47.2793               38.0998               30.7033               24.7411               19.9375               16.0657               12.947                10.433                8.40729               6.77517               5.45947               4.3997                3.54531               2.85705               2.3023                1.85527               1.49511               1.20476               0.970898              0.782358              0.630474              
36      7.19685673        6.59584962           1.322521           1.19144e-60           4.07978e-47           3.19734e-36           1.8641e-27            2.09389e-20           9.72963e-15           3.47167e-10           1.56204e-06           0.00132284            0.290739              21.4476               652.498               9647.68               79169.1               401253                1.37086e+06           3.39035e+06           6.43454e+06           9.829e+06             1.25601e+07           1.38627e+07           1.3952e+07            1.29569e+07           1.13293e+07           9.47731e+06           7.6852e+06            6.10435e+06           4.78835e+06           3.72965e+06           2.89767e+06           2.25136e+06           1.75354e+06           1.36996e+06           1.07375e+06           844717                667048                528154                419592                334035                266469                213013                170525                136666                109637                88031.7               70722.6               56856.5               45726                 36788.5               29607.7               23834.2               19191.9               15454.7               12448.1               10026.8               8077.49               6507.41               5242.5                4224.06               3403.27               2742.32               2209.66               1780.51               1434.74               1156.06               931.607               750.68                604.928               487.453               392.818               316.547               255.071               205.558               165.634               133.481               107.562               86.6785               69.8512               56.2869               45.359                36.5504               29.455                23.7356               19.1271               15.4139               12.4206               10.0096               8.06577               6.49995               5.23786               4.22084               3.40145               2.74089               2.20885               1.77991               1.43436               
37      8.63988449        7.91837061           1.58769711         7.99786e-61           2.78597e-47           2.22309e-36           1.32091e-27           1.51363e-20           7.1824e-15            2.6199e-10            1.20641e-06           0.00104681            0.23602               17.8834               559.555               8520.46               72107.2               377444                1.33379e+06           3.41724e+06           6.72924e+06           1.06832e+07           1.42127e+07           1.63595e+07           1.71221e+07           1.65125e+07           1.49649e+07           1.29459e+07           1.08289e+07           8.84707e+06           7.11685e+06           5.66858e+06           4.49081e+06           3.54882e+06           2.8039e+06            2.21733e+06           1.75584e+06           1.39321e+06           1.10785e+06           882409                704304                562907                450532                361053                289637                232524                186798                150159                120747                97146.3               78176.3               62928                 50665.2               40798.6               32860.1               26466.5               21321                 17175.9               13838.1               11149.2               8982.69               7238.04               5831.84               4699.4                3786.69               3051.33               2458.82               1981.26               1596.61               1286.54               1036.76               835.428               673.237               542.522               437.162               352.303               283.879               228.773               184.351               148.558               119.718               96.4698               77.741                62.644                50.4832               40.6806               32.782                26.418                21.2877               17.1555               13.824                11.1403               8.9772                7.23412               5.82976               4.69763               3.78576               3.05059               2.45836               
38      10.372251         9.50606772           1.90604318         5.02451e-61           1.77421e-47           1.43619e-36           8.66336e-28           1.00864e-20           4.86694e-15           1.80686e-10           8.47593e-07           0.000749943           0.172591              13.3623               427.674               6669.1                57866.9               310948                1.12943e+06           2.97828e+06           6.04452e+06           9.9043e+06            1.36199e+07           1.6229e+07            1.7543e+07            1.74546e+07           1.62951e+07           1.44943e+07           1.24403e+07           1.04043e+07           8.5468e+06            6.93529e+06           5.58428e+06           4.47559e+06           3.57856e+06           2.85876e+06           2.2832e+06            1.82465e+06           1.45939e+06           1.16816e+06           936037                750577                602380                483763                388750                312539                251370                202257                162767                131036                105501                84958.8               68425.6               55115                 44399.8               35766.8               28817.1               23217.1               18706.9               15073                 12144.7               9786.36               7885.35               6354.35               5120.32               4126.06               3324.91               2679.17               2159.05               1739.76               1402                  1129.75               910.415               733.655               591.179               476.423               383.894               309.373               249.3                 200.897               161.896               130.458               105.131               84.7149               68.2696               55.0133               44.3318               35.7256               28.7879               23.1997               18.6945               15.0653               12.1401               9.78287               7.88372               6.35271               5.11957               4.12539               3.3245                
