This file contains the upward spectral flux (per wavelength) at each interface. 
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_up[0]   F_up[1]   F_up[2]   F_up[3]   F_up[4]   F_up[5]   F_up[6]   F_up[7]   F_up[8]   F_up[9]   F_up[10]   F_up[11]   F_up[12]   F_up[13]   F_up[14]   F_up[15]   F_up[16]   F_up[17]   F_up[18]   F_up[19]   F_up[20]   F_up[21]   F_up[22]   F_up[23]   F_up[24]   F_up[25]   F_up[26]   F_up[27]   F_up[28]   F_up[29]   F_up[30]   F_up[31]   F_up[32]   F_up[33]   F_up[34]   F_up[35]   F_up[36]   F_up[37]   F_up[38]   F_up[39]   F_up[40]   F_up[41]   F_up[42]   F_up[43]   F_up[44]   F_up[45]   F_up[46]   F_up[47]   F_up[48]   F_up[49]   F_up[50]   F_up[51]   F_up[52]   F_up[53]   F_up[54]   F_up[55]   F_up[56]   F_up[57]   F_up[58]   F_up[59]   F_up[60]   F_up[61]   F_up[62]   F_up[63]   F_up[64]   F_up[65]   F_up[66]   F_up[67]   F_up[68]   F_up[69]   F_up[70]   F_up[71]   F_up[72]   F_up[73]   F_up[74]   F_up[75]   F_up[76]   F_up[77]   F_up[78]   F_up[79]   F_up[80]   F_up[81]   F_up[82]   F_up[83]   F_up[84]   F_up[85]   F_up[86]   F_up[87]   F_up[88]   F_up[89]   F_up[90]   F_up[91]   F_up[92]   F_up[93]   F_up[94]   F_up[95]   F_up[96]   
24      0.803085722       0.7360203            0.147578001        2.63228420e+05  1.00868665e+05  3.60302972e+04  1.23825834e+04  4.08747389e+03  1.29662558e+03  3.94390185e+02  1.15192406e+02  3.22771652e+01  8.70843972e+00  2.26444482e+00  5.70724965e-01  1.40961707e-01  3.45929545e-02  8.63789858e-03  2.26947566e-03  6.53701097e-04  2.15252204e-04  8.32586690e-05  3.79053588e-05  1.99806473e-05  1.19093826e-05  7.84691686e-06  5.60622663e-06  4.27552053e-06  3.43684071e-06  2.88229144e-06  2.50125091e-06  2.23116150e-06  2.03489043e-06  1.88936373e-06  1.77969725e-06  1.69597633e-06  1.63138171e-06  1.58112548e-06  1.54175431e-06  1.51074236e-06  1.48620635e-06  1.46672378e-06  1.45121066e-06  1.43882834e-06  1.42892748e-06  1.42099832e-06  1.41464075e-06  1.40953834e-06  1.40543984e-06  1.40214595e-06  1.39949706e-06  1.39736621e-06  1.39565139e-06  1.39427106e-06  1.39315974e-06  1.39226481e-06  1.39154409e-06  1.39096354e-06  1.39049591e-06  1.39011918e-06  1.38981566e-06  1.38957113e-06  1.38937410e-06  1.38921536e-06  1.38908744e-06  1.38898437e-06  1.38890132e-06  1.38883439e-06  1.38878047e-06  1.38873701e-06  1.38870199e-06  1.38867378e-06  1.38865104e-06  1.38863271e-06  1.38861795e-06  1.38860605e-06  1.38859646e-06  1.38858873e-06  1.38858251e-06  1.38857749e-06  1.38857345e-06  1.38857019e-06  1.38856756e-06  1.38856545e-06  1.38856374e-06  1.38856237e-06  1.38856126e-06  1.38856037e-06  1.38855965e-06  1.38855907e-06  1.38855860e-06  1.38855823e-06  1.38855792e-06  1.38855768e-06  1.38855748e-06  1.38855732e-06  1.38855720e-06  1.38855709e-06  1.38855701e-06  1.38855694e-06  
25      0.96411088        0.883598301          0.177168579        5.72845974e+06  2.55911660e+06  1.07876257e+06  4.40197445e+05  1.73654545e+05  6.62436944e+04  2.43958606e+04  8.68217720e+03  2.98376401e+03  9.92740834e+02  3.19977200e+02  1.00294687e+02  3.08036652e+01  9.35241028e+00  2.85178788e+00  8.92560295e-01  2.95039353e-01  1.06519170e-01  4.33041259e-02  2.01343744e-02  1.06869540e-02  6.38155836e-03  4.20660735e-03  3.00573218e-03  2.29234378e-03  1.84269253e-03  1.54536852e-03  1.34107055e-03  1.19625959e-03  1.09102694e-03  1.01300136e-03  9.54202577e-04  9.09314769e-04  8.74681714e-04  8.47736331e-04  8.26627085e-04  8.09999716e-04  7.96844483e-04  7.86398711e-04  7.78081196e-04  7.71442288e-04  7.66133843e-04  7.61882544e-04  7.58473871e-04  7.55738160e-04  7.53540709e-04  7.51774657e-04  7.50354430e-04  7.49211948e-04  7.48292534e-04  7.47552453e-04  7.46956610e-04  7.46476781e-04  7.46090362e-04  7.45779097e-04  7.45528369e-04  7.45326381e-04  7.45163649e-04  7.45032542e-04  7.44926902e-04  7.44841790e-04  7.44773205e-04  7.44717944e-04  7.44673414e-04  7.44637532e-04  7.44608619e-04  7.44585319e-04  7.44566544e-04  7.44551415e-04  7.44539223e-04  7.44529399e-04  7.44521482e-04  7.44515103e-04  7.44509961e-04  7.44505819e-04  7.44502480e-04  7.44499790e-04  7.44497622e-04  7.44495875e-04  7.44494468e-04  7.44493333e-04  7.44492419e-04  7.44491682e-04  7.44491089e-04  7.44490610e-04  7.44490225e-04  7.44489914e-04  7.44489664e-04  7.44489462e-04  7.44489299e-04  7.44489168e-04  7.44489063e-04  7.44488978e-04  7.44488909e-04  7.44488854e-04  7.44488809e-04  7.44488774e-04  
26      1.15742288        1.06076688           0.212692307        6.54776465e+07  3.32837163e+07  1.61233285e+07  7.59944042e+06  3.48150770e+06  1.55039339e+06  6.70322158e+05  2.81562346e+05  1.14836095e+05  4.55588974e+04  1.75900298e+04  6.62697044e+03  2.44927698e+03  8.93247402e+02  3.24954303e+02  1.19620126e+02  4.54321608e+01  1.82452761e+01  7.95541594e+00  3.84234762e+00  2.07386363e+00  1.24586890e+00  8.22909260e-01  5.88367008e-01  4.48811928e-01  3.60798495e-01  3.02588712e-01  2.62588275e-01  2.34234179e-01  2.13629272e-01  1.98351509e-01  1.86838408e-01  1.78049134e-01  1.71267789e-01  1.65991732e-01  1.61858421e-01  1.58602687e-01  1.56026817e-01  1.53981474e-01  1.52352857e-01  1.51052920e-01  1.50013496e-01  1.49181067e-01  1.48513629e-01  1.47977961e-01  1.47547687e-01  1.47201884e-01  1.46923795e-01  1.46700090e-01  1.46520064e-01  1.46375152e-01  1.46258482e-01  1.46164529e-01  1.46088866e-01  1.46027918e-01  1.45978824e-01  1.45939274e-01  1.45907410e-01  1.45881738e-01  1.45861054e-01  1.45844388e-01  1.45830959e-01  1.45820138e-01  1.45811419e-01  1.45804393e-01  1.45798732e-01  1.45794170e-01  1.45790493e-01  1.45787531e-01  1.45785144e-01  1.45783220e-01  1.45781670e-01  1.45780421e-01  1.45779414e-01  1.45778603e-01  1.45777949e-01  1.45777423e-01  1.45776998e-01  1.45776656e-01  1.45776380e-01  1.45776158e-01  1.45775979e-01  1.45775835e-01  1.45775719e-01  1.45775625e-01  1.45775550e-01  1.45775489e-01  1.45775440e-01  1.45775400e-01  1.45775368e-01  1.45775343e-01  1.45775322e-01  1.45775305e-01  1.45775292e-01  1.45775281e-01  1.45775272e-01  1.45775265e-01  
27      1.38949549        1.27345919           0.255338828        4.35754902e+08  2.46962804e+08  1.34470537e+08  7.15466090e+07  3.71676833e+07  1.88512396e+07  9.32659294e+06  4.50292149e+06  2.12070743e+06  9.75501228e+05  4.38431437e+05  1.92897824e+05  8.34001500e+04  3.55763195e+04  1.50871921e+04  6.42222628e+03  2.78086121e+03  1.24624648e+03  5.90029256e+02  3.00681653e+02  1.67154144e+02  1.01804744e+02  6.76405804e+01  4.84774027e+01  3.70135207e+01  2.97658311e+01  2.49671001e+01  2.16678718e+01  1.93286834e+01  1.76286017e+01  1.63679806e+01  1.54179645e+01  1.46926949e+01  1.41331090e+01  1.36977339e+01  1.33566558e+01  1.30879939e+01  1.28754337e+01  1.27066523e+01  1.25722589e+01  1.24649880e+01  1.23792147e+01  1.23105225e+01  1.22554455e+01  1.22112420e+01  1.21757358e+01  1.21472000e+01  1.21242521e+01  1.21057919e+01  1.20909361e+01  1.20789779e+01  1.20693503e+01  1.20615973e+01  1.20553535e+01  1.20503241e+01  1.20462729e+01  1.20430092e+01  1.20403798e+01  1.20382613e+01  1.20365544e+01  1.20351792e+01  1.20340710e+01  1.20331781e+01  1.20324586e+01  1.20318788e+01  1.20314116e+01  1.20310351e+01  1.20307318e+01  1.20304873e+01  1.20302903e+01  1.20301316e+01  1.20300037e+01  1.20299006e+01  1.20298175e+01  1.20297506e+01  1.20296966e+01  1.20296532e+01  1.20296181e+01  1.20295899e+01  1.20295672e+01  1.20295488e+01  1.20295341e+01  1.20295222e+01  1.20295126e+01  1.20295048e+01  1.20294986e+01  1.20294936e+01  1.20294895e+01  1.20294863e+01  1.20294837e+01  1.20294815e+01  1.20294798e+01  1.20294785e+01  1.20294773e+01  1.20294765e+01  1.20294757e+01  1.20294752e+01  
28      1.66810054        1.52879802           0.306536321        1.84028440e+09  1.14310286e+09  6.86748198e+08  4.04620029e+08  2.33643550e+08  1.32212198e+08  7.32666361e+07  3.97708924e+07  2.11408471e+07  1.10143626e+07  5.62617567e+06  2.82153277e+06  1.39309481e+06  6.79100902e+05  3.28627738e+05  1.58916325e+05  7.75095603e+04  3.85955004e+04  1.99203102e+04  1.08205504e+04  6.27011243e+03  3.90958013e+03  2.62990915e+03  1.89637944e+03  1.45211718e+03  1.16934491e+03  9.81441906e+02  8.52005932e+02  7.60138894e+02  6.93332877e+02  6.43779331e+02  6.06427873e+02  5.77909270e+02  5.55903861e+02  5.38782101e+02  5.25368231e+02  5.14802083e+02  5.06442194e+02  4.99804022e+02  4.94518278e+02  4.90299244e+02  4.86925701e+02  4.84223968e+02  4.82057723e+02  4.80319146e+02  4.78922637e+02  4.77800285e+02  4.76897709e+02  4.76171643e+02  4.75587340e+02  4.75117006e+02  4.74738337e+02  4.74433397e+02  4.74187821e+02  4.73990006e+02  4.73830664e+02  4.73702296e+02  4.73598877e+02  4.73515556e+02  4.73448420e+02  4.73394330e+02  4.73350743e+02  4.73315623e+02  4.73287324e+02  4.73264520e+02  4.73246145e+02  4.73231337e+02  4.73219406e+02  4.73209791e+02  4.73202043e+02  4.73195799e+02  4.73190768e+02  4.73186714e+02  4.73183446e+02  4.73180814e+02  4.73178692e+02  4.73176982e+02  4.73175605e+02  4.73174494e+02  4.73173600e+02  4.73172879e+02  4.73172298e+02  4.73171830e+02  4.73171452e+02  4.73171148e+02  4.73170903e+02  4.73170706e+02  4.73170547e+02  4.73170419e+02  4.73170315e+02  4.73170232e+02  4.73170165e+02  4.73170111e+02  4.73170067e+02  4.73170032e+02  4.73170004e+02  4.73169981e+02  
29      2.00256814        1.83533434           0.367999323        5.30215008e+09  3.55774090e+09  2.32176901e+09  1.49050240e+09  9.40780400e+08  5.83746104e+08  3.55888666e+08  2.13214122e+08  1.25497965e+08  7.26176595e+07  4.13187072e+07  2.31416909e+07  1.27841050e+07  6.98027451e+06  3.78193673e+06  2.04281224e+06  1.10731662e+06  6.07536585e+05  3.41122381e+05  1.98312695e+05  1.20769461e+05  7.78028136e+04  5.34005577e+04  3.89577995e+04  3.00244326e+04  2.42621316e+04  2.04014832e+04  1.77287882e+04  1.58260611e+04  1.44397814e+04  1.34102805e+04  1.26336857e+04  1.20404413e+04  1.15825271e+04  1.12261524e+04  1.09469065e+04  1.07269170e+04  1.05528461e+04  1.04146160e+04  1.03045424e+04  1.02166791e+04  1.01464214e+04  1.00901536e+04  1.00450374e+04  1.00088276e+04  9.97974180e+03  9.95636580e+03  9.93756705e+03  9.92244456e+03  9.91027463e+03  9.90047842e+03  9.89259140e+03  9.88624002e+03  9.88112507e+03  9.87700491e+03  9.87368607e+03  9.87101238e+03  9.86885832e+03  9.86712287e+03  9.86572454e+03  9.86459791e+03  9.86369007e+03  9.86295858e+03  9.86236914e+03  9.86189417e+03  9.86151145e+03  9.86120303e+03  9.86095452e+03  9.86075425e+03  9.86059287e+03  9.86046283e+03  9.86035803e+03  9.86027359e+03  9.86020553e+03  9.86015070e+03  9.86010651e+03  9.86007090e+03  9.86004220e+03  9.86001908e+03  9.86000044e+03  9.85998543e+03  9.85997333e+03  9.85996358e+03  9.85995572e+03  9.85994938e+03  9.85994428e+03  9.85994017e+03  9.85993686e+03  9.85993419e+03  9.85993203e+03  9.85993030e+03  9.85992890e+03  9.85992778e+03  9.85992687e+03  9.85992614e+03  9.85992555e+03  9.85992507e+03  
30      2.40409918        2.20333366           0.441786153        1.10785482e+10  7.93213276e+09  5.54918356e+09  3.82886226e+09  2.60451092e+09  1.74633775e+09  1.15371882e+09  7.51042191e+08  4.81672980e+08  3.04471945e+08  1.89733562e+08  1.16647810e+08  7.08591235e+07  4.25964628e+07  2.54137891e+07  1.50991395e+07  8.97604835e+06  5.37204742e+06  3.26273053e+06  2.02855663e+06  1.30316478e+06  8.73041536e+05  6.15693972e+05  4.57232128e+05  3.56338728e+05  2.89915379e+05  2.44782543e+05  2.13239205e+05  1.90639181e+05  1.74102135e+05  1.61784913e+05  1.52474533e+05  1.45352208e+05  1.39849028e+05  1.35562986e+05  1.32202726e+05  1.29554458e+05  1.27458313e+05  1.25793380e+05  1.24467343e+05  1.23408714e+05  1.22562119e+05  1.21884044e+05  1.21340318e+05  1.20903906e+05  1.20553340e+05  1.20271582e+05  1.20044989e+05  1.19862704e+05  1.19716006e+05  1.19597919e+05  1.19502845e+05  1.19426282e+05  1.19364623e+05  1.19314956e+05  1.19274948e+05  1.19242717e+05  1.19216750e+05  1.19195830e+05  1.19178973e+05  1.19165392e+05  1.19154448e+05  1.19145630e+05  1.19138524e+05  1.19132798e+05  1.19128185e+05  1.19124467e+05  1.19121471e+05  1.19119057e+05  1.19117111e+05  1.19115543e+05  1.19114280e+05  1.19113262e+05  1.19112442e+05  1.19111781e+05  1.19111248e+05  1.19110819e+05  1.19110473e+05  1.19110194e+05  1.19109969e+05  1.19109788e+05  1.19109643e+05  1.19109525e+05  1.19109430e+05  1.19109354e+05  1.19109292e+05  1.19109243e+05  1.19109203e+05  1.19109171e+05  1.19109145e+05  1.19109124e+05  1.19109107e+05  1.19109093e+05  1.19109082e+05  1.19109074e+05  1.19109067e+05  1.19109061e+05  
31      2.88614044        2.64511981           0.530367836        1.76807298e+10  1.33671913e+10  9.91278595e+09  7.26643987e+09  5.26336680e+09  3.76658609e+09  2.66216205e+09  1.85833098e+09  1.28103422e+09  8.72312334e+08  5.86860623e+08  3.90303174e+08  2.56895387e+08  1.67536179e+08  1.08491295e+08  6.99355421e+07  4.50332183e+07  2.90966552e+07  1.89738133e+07  1.25679275e+07  8.51690177e+06  5.95235093e+06  4.33391287e+06  3.29320815e+06  2.60754446e+06  2.14418575e+06  1.82314841e+06  1.59554966e+06  1.43078361e+06  1.30931225e+06  1.21834322e+06  1.14930661e+06  1.09634054e+06  1.05532646e+06  1.02333134e+06  9.98216054e+05  9.78403777e+05  9.62710479e+05  9.50238630e+05  9.40300993e+05  9.32364537e+05  9.26016000e+05  9.20930101e+05  9.16851184e+05  9.13576862e+05  9.10946326e+05  9.08831919e+05  9.07131361e+05  9.05763249e+05  9.04662177e+05  9.03775821e+05  9.03062177e+05  9.02487464e+05  9.02024621e+05  9.01651786e+05  9.01351459e+05  9.01109509e+05  9.00914580e+05  9.00757531e+05  9.00630989e+05  9.00529034e+05  9.00446878e+05  9.00380681e+05  9.00327339e+05  9.00284356e+05  9.00249721e+05  9.00221810e+05  9.00199320e+05  9.00181196e+05  9.00166592e+05  9.00154823e+05  9.00145339e+05  9.00137697e+05  9.00131539e+05  9.00126576e+05  9.00122577e+05  9.00119354e+05  9.00116758e+05  9.00114665e+05  9.00112978e+05  9.00111619e+05  9.00110524e+05  9.00109642e+05  9.00108931e+05  9.00108358e+05  9.00107896e+05  9.00107524e+05  9.00107224e+05  9.00106982e+05  9.00106787e+05  9.00106631e+05  9.00106504e+05  9.00106402e+05  9.00106320e+05  9.00106254e+05  9.00106201e+05  9.00106158e+05  
32      3.46483486        3.17548765           0.636710861        2.25292608e+10  1.78242111e+10  1.38773516e+10  1.07006072e+10  8.16930479e+09  6.17393741e+09  4.61769725e+09  3.41789338e+09  2.50333330e+09  1.81462912e+09  1.30205377e+09  9.25195630e+08  6.51570259e+08  4.55203925e+08  3.15986893e+08  2.18354684e+08  1.50596676e+08  1.04006821e+08  7.22371433e+07  5.06972891e+07  3.61487883e+07  2.63625696e+07  1.98608364e+07  1.54928868e+07  1.25085378e+07  1.04316430e+07  8.95886073e+06  7.89573054e+06  7.11536651e+06  6.53394087e+06  6.09499543e+06  5.75982433e+06  5.50147076e+06  5.30069451e+06  5.14363321e+06  5.02007792e+06  4.92244793e+06  4.84501238e+06  4.78340945e+06  4.73428349e+06  4.69502419e+06  4.66360396e+06  4.63842262e+06  4.61822044e+06  4.60199899e+06  4.58896416e+06  4.57848504e+06  4.57005580e+06  4.56327365e+06  4.55781481e+06  4.55342014e+06  4.54988161e+06  4.54703182e+06  4.54473667e+06  4.54288781e+06  4.54139847e+06  4.54019860e+06  4.53923190e+06  4.53845306e+06  4.53782549e+06  4.53731986e+06  4.53691241e+06  4.53658411e+06  4.53631957e+06  4.53610639e+06  4.53593462e+06  4.53579620e+06  4.53568466e+06  4.53559477e+06  4.53552234e+06  4.53546398e+06  4.53541694e+06  4.53537904e+06  4.53534850e+06  4.53532389e+06  4.53530405e+06  4.53528807e+06  4.53527519e+06  4.53526481e+06  4.53525645e+06  4.53524971e+06  4.53524428e+06  4.53523990e+06  4.53523637e+06  4.53523353e+06  4.53523124e+06  4.53522939e+06  4.53522791e+06  4.53522671e+06  4.53522574e+06  4.53522497e+06  4.53522434e+06  4.53522383e+06  4.53522343e+06  4.53522310e+06  4.53522283e+06  4.53522262e+06  
33      4.15956216        3.81219851           0.764376519        2.38115443e+10  1.95611464e+10  1.58573382e+10  1.27525355e+10  1.01714028e+10  8.04470540e+09  6.30795389e+09  4.90330466e+09  3.77810834e+09  2.88599651e+09  2.18575600e+09  1.64186401e+09  1.22396719e+09  9.06161873e+08  6.67073716e+08  4.88980157e+08  3.57609943e+08  2.61578192e+08  1.91976613e+08  1.41872069e+08  1.06005796e+08  8.05236309e+07  6.27680624e+07  5.03295533e+07  4.15194762e+07  3.52000625e+07  3.06058607e+07  2.72219968e+07  2.46977926e+07  2.27928768e+07  2.13401779e+07  2.02220645e+07  1.93548198e+07  1.86775298e+07  1.81456482e+07  1.77259484e+07  1.73935107e+07  1.71293254e+07  1.69188365e+07  1.67507740e+07  1.66163331e+07  1.65086538e+07  1.64223022e+07  1.63529906e+07  1.62973139e+07  1.62525601e+07  1.62165716e+07  1.61876168e+07  1.61643159e+07  1.61455588e+07  1.61304566e+07  1.61182954e+07  1.61085006e+07  1.61006116e+07  1.60942564e+07  1.60891368e+07  1.60850122e+07  1.60816890e+07  1.60790115e+07  1.60768541e+07  1.60751158e+07  1.60737150e+07  1.60725864e+07  1.60716769e+07  1.60709440e+07  1.60703535e+07  1.60698776e+07  1.60694941e+07  1.60691851e+07  1.60689361e+07  1.60687354e+07  1.60685737e+07  1.60684434e+07  1.60683384e+07  1.60682538e+07  1.60681856e+07  1.60681306e+07  1.60680864e+07  1.60680507e+07  1.60680219e+07  1.60679987e+07  1.60679801e+07  1.60679650e+07  1.60679529e+07  1.60679431e+07  1.60679353e+07  1.60679289e+07  1.60679238e+07  1.60679197e+07  1.60679164e+07  1.60679137e+07  1.60679115e+07  1.60679098e+07  1.60679084e+07  1.60679073e+07  1.60679063e+07  1.60679056e+07  
34      4.99358789        4.57657503           0.91764017         2.15746003e+10  1.82795734e+10  1.53188463e+10  1.27539714e+10  1.05469693e+10  8.66170341e+09  7.06302233e+09  5.71815668e+09  4.59585580e+09  3.66732773e+09  2.90564029e+09  2.28639672e+09  1.78762853e+09  1.38949713e+09  1.07471318e+09  8.28048597e+08  6.36495989e+08  4.89016303e+08  3.76422011e+08  2.91081209e+08  2.26824430e+08  1.78911622e+08  1.44063711e+08  1.18691743e+08  1.00100017e+08  8.63678872e+07  7.61340185e+07  6.84387209e+07  6.25998114e+07  5.81318132e+07  5.46859744e+07  5.20096377e+07  4.99186399e+07  4.82760866e+07  4.69801345e+07  4.59536825e+07  4.51382092e+07  4.44885964e+07  4.39700249e+07  4.35553353e+07  4.32231915e+07  4.29569001e+07  4.27431821e+07  4.25715269e+07  4.24335680e+07  4.23226279e+07  4.22333857e+07  4.21615660e+07  4.21037573e+07  4.20572132e+07  4.20197332e+07  4.19895486e+07  4.19652353e+07  4.19456515e+07  4.19298740e+07  4.19171635e+07  4.19069228e+07  4.18986717e+07  4.18920237e+07  4.18866668e+07  4.18823506e+07  4.18788724e+07  4.18760699e+07  4.18738115e+07  4.18719917e+07  4.18705253e+07  4.18693436e+07  4.18683914e+07  4.18676240e+07  4.18670057e+07  4.18665074e+07  4.18661058e+07  4.18657823e+07  4.18655215e+07  4.18653114e+07  4.18651421e+07  4.18650056e+07  4.18648957e+07  4.18648071e+07  4.18647357e+07  4.18646781e+07  4.18646318e+07  4.18645944e+07  4.18645643e+07  4.18645400e+07  4.18645205e+07  4.18645047e+07  4.18644920e+07  4.18644818e+07  4.18644735e+07  4.18644669e+07  4.18644615e+07  4.18644572e+07  4.18644537e+07  4.18644509e+07  4.18644487e+07  4.18644469e+07  
35      5.9948425         5.4942152            1.10163442         1.72406417e+10  1.49788006e+10  1.28966986e+10  1.10453782e+10  9.40808527e+09  7.96851052e+09  6.71025288e+09  5.61760119e+09  4.67501509e+09  3.86765824e+09  3.18105723e+09  2.60156200e+09  2.11632713e+09  1.71318182e+09  1.38101784e+09  1.10952276e+09  8.89428584e+08  7.12430880e+08  5.71235147e+08  4.59419517e+08  3.71493947e+08  3.03122312e+08  2.51478862e+08  2.12557789e+08  1.83141302e+08  1.60815093e+08  1.43781375e+08  1.30714376e+08  1.20631671e+08  1.12807768e+08  1.06703880e+08  1.01918137e+08  9.81501907e+07  9.51717694e+07  9.28098972e+07  9.09315080e+07  8.94342566e+07  8.82383408e+07  8.72816073e+07  8.65151977e+07  8.59004838e+07  8.54070896e+07  8.50107445e+07  8.46921722e+07  8.44359848e+07  8.42298726e+07  8.40640085e+07  8.39304839e+07  8.38229815e+07  8.37364094e+07  8.36666852e+07  8.36105254e+07  8.35652847e+07  8.35288411e+07  8.34994788e+07  8.34758230e+07  8.34567629e+07  8.34414054e+07  8.34290312e+07  8.34190600e+07  8.34110257e+07  8.34045514e+07  8.33993346e+07  8.33951307e+07  8.33917431e+07  8.33890134e+07  8.33868136e+07  8.33850410e+07  8.33836126e+07  8.33824615e+07  8.33815339e+07  8.33807864e+07  8.33801841e+07  8.33796987e+07  8.33793076e+07  8.33789924e+07  8.33787384e+07  8.33785337e+07  8.33783687e+07  8.33782358e+07  8.33781287e+07  8.33780424e+07  8.33779728e+07  8.33779168e+07  8.33778716e+07  8.33778352e+07  8.33778059e+07  8.33777822e+07  8.33777632e+07  8.33777478e+07  8.33777355e+07  8.33777255e+07  8.33777175e+07  8.33777110e+07  8.33777058e+07  8.33777016e+07  8.33776982e+07  
36      7.19685673        6.59584962           1.322521           1.24487977e+10  1.10362375e+10  9.71148750e+09  8.50958871e+09  7.42372126e+09  6.44718192e+09  5.57308572e+09  4.79474193e+09  4.10537059e+09  3.49833311e+09  2.96694686e+09  2.50471885e+09  2.10531821e+09  1.76251068e+09  1.47038790e+09  1.22321438e+09  1.01560985e+09  8.42520563e+08  6.99295276e+08  5.81621123e+08  4.85626875e+08  4.08255457e+08  3.47873942e+08  3.00972314e+08  2.64538656e+08  2.36203151e+08  2.14117425e+08  1.96858775e+08  1.83330072e+08  1.72691680e+08  1.64299352e+08  1.57658518e+08  1.52390105e+08  1.48199587e+08  1.44859559e+08  1.42192212e+08  1.40058895e+08  1.38350267e+08  1.36980320e+08  1.35880929e+08  1.34997866e+08  1.34288250e+08  1.33717671e+08  1.33258702e+08  1.32889385e+08  1.32592108e+08  1.32352785e+08  1.32160063e+08  1.32004859e+08  1.31879847e+08  1.31779146e+08  1.31698026e+08  1.31632670e+08  1.31580018e+08  1.31537593e+08  1.31503412e+08  1.31475870e+08  1.31453678e+08  1.31435796e+08  1.31421386e+08  1.31409775e+08  1.31400418e+08  1.31392879e+08  1.31386803e+08  1.31381907e+08  1.31377962e+08  1.31374783e+08  1.31372221e+08  1.31370157e+08  1.31368493e+08  1.31367153e+08  1.31366072e+08  1.31365202e+08  1.31364500e+08  1.31363935e+08  1.31363479e+08  1.31363112e+08  1.31362816e+08  1.31362578e+08  1.31362386e+08  1.31362231e+08  1.31362106e+08  1.31362006e+08  1.31361925e+08  1.31361859e+08  1.31361807e+08  1.31361764e+08  1.31361730e+08  1.31361703e+08  1.31361681e+08  1.31361663e+08  1.31361648e+08  1.31361637e+08  1.31361627e+08  1.31361620e+08  1.31361614e+08  1.31361609e+08  
37      8.63988449        7.91837061           1.58769711         8.28803556e+09  7.46701175e+09  6.68614972e+09  5.96681283e+09  5.30629373e+09  4.70194007e+09  4.15100810e+09  3.65082922e+09  3.19867487e+09  2.79183488e+09  2.42753094e+09  2.10301571e+09  1.81553925e+09  1.56231944e+09  1.34064271e+09  1.14777942e+09  9.81079294e+08  8.37951343e+08  7.15914848e+08  6.12560926e+08  5.25635605e+08  4.53435658e+08  3.95510682e+08  3.49340469e+08  3.12615356e+08  2.83437836e+08  2.60262579e+08  2.41851192e+08  2.27211983e+08  2.15559911e+08  2.06273421e+08  1.98861957e+08  1.92940117e+08  1.88202083e+08  1.84407356e+08  1.81364879e+08  1.78923635e+08  1.76963246e+08  1.75388053e+08  1.74121756e+08  1.73103211e+08  1.72283782e+08  1.71624295e+08  1.71093413e+08  1.70665972e+08  1.70321745e+08  1.70044516e+08  1.69821199e+08  1.69641311e+08  1.69496387e+08  1.69379629e+08  1.69285559e+08  1.69209763e+08  1.69148695e+08  1.69099486e+08  1.69059836e+08  1.69027886e+08  1.69002140e+08  1.68981395e+08  1.68964677e+08  1.68951206e+08  1.68940351e+08  1.68931603e+08  1.68924554e+08  1.68918874e+08  1.68914297e+08  1.68910608e+08  1.68907635e+08  1.68905240e+08  1.68903310e+08  1.68901754e+08  1.68900501e+08  1.68899491e+08  1.68898677e+08  1.68898021e+08  1.68897492e+08  1.68897067e+08  1.68896723e+08  1.68896447e+08  1.68896224e+08  1.68896044e+08  1.68895899e+08  1.68895783e+08  1.68895689e+08  1.68895613e+08  1.68895552e+08  1.68895503e+08  1.68895463e+08  1.68895431e+08  1.68895405e+08  1.68895385e+08  1.68895368e+08  1.68895355e+08  1.68895344e+08  1.68895335e+08  1.68895328e+08  1.68895322e+08  
