This file contains the upward spectral flux (per wavelength) at each interface. 
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_up[0]   F_up[1]   F_up[2]   F_up[3]   F_up[4]   F_up[5]   F_up[6]   F_up[7]   F_up[8]   F_up[9]   F_up[10]   F_up[11]   F_up[12]   F_up[13]   F_up[14]   F_up[15]   F_up[16]   F_up[17]   F_up[18]   F_up[19]   F_up[20]   F_up[21]   F_up[22]   F_up[23]   F_up[24]   F_up[25]   F_up[26]   F_up[27]   F_up[28]   F_up[29]   F_up[30]   F_up[31]   F_up[32]   F_up[33]   F_up[34]   F_up[35]   F_up[36]   F_up[37]   F_up[38]   F_up[39]   F_up[40]   F_up[41]   F_up[42]   F_up[43]   F_up[44]   F_up[45]   F_up[46]   F_up[47]   F_up[48]   F_up[49]   F_up[50]   F_up[51]   F_up[52]   F_up[53]   F_up[54]   F_up[55]   F_up[56]   F_up[57]   F_up[58]   F_up[59]   F_up[60]   F_up[61]   F_up[62]   F_up[63]   F_up[64]   F_up[65]   F_up[66]   F_up[67]   F_up[68]   F_up[69]   F_up[70]   F_up[71]   F_up[72]   F_up[73]   F_up[74]   F_up[75]   F_up[76]   F_up[77]   F_up[78]   F_up[79]   F_up[80]   F_up[81]   F_up[82]   F_up[83]   F_up[84]   F_up[85]   F_up[86]   F_up[87]   F_up[88]   F_up[89]   F_up[90]   F_up[91]   F_up[92]   F_up[93]   F_up[94]   F_up[95]   F_up[96]   
10      0.0621800109      0.0569873788         0.0114264286       9.06475405e-109 1.17851186e-112 4.76989946e-118 1.03782688e-123 1.50899892e-129 1.97072345e-135 5.95973288e-141 1.45366875e-145 2.76145604e-149 2.76877737e-152 1.06087276e-154 1.19757298e-156 3.22825238e-158 1.75550813e-159 1.68000591e-160 2.53576328e-161 5.52516199e-162 1.61829843e-162 6.01628891e-163 2.71030479e-163 1.42548053e-163 8.49327598e-164 5.59574019e-164 3.99783211e-164 3.04889251e-164 2.45082544e-164 2.05537392e-164 1.78365232e-164 1.59105044e-164 1.45108874e-164 1.34731305e-164 1.26910943e-164 1.20940770e-164 1.16334501e-164 1.12750708e-164 1.09943134e-164 1.07731659e-164 1.05981986e-164 1.04592676e-164 1.03486429e-164 1.02603441e-164 1.01897406e-164 1.01331975e-164 1.00878614e-164 1.00514759e-164 1.00222493e-164 9.99876044e-165 9.97987112e-165 9.96467588e-165 9.95244747e-165 9.94260425e-165 9.93467941e-165 9.92829758e-165 9.92315813e-165 9.91901823e-165 9.91568351e-165 9.91299702e-165 9.91083265e-165 9.90908889e-165 9.90768387e-165 9.90655185e-165 9.90563967e-165 9.90490468e-165 9.90431243e-165 9.90383518e-165 9.90345063e-165 9.90314074e-165 9.90289103e-165 9.90268981e-165 9.90252766e-165 9.90239699e-165 9.90229169e-165 9.90220685e-165 9.90213847e-165 9.90208337e-165 9.90203897e-165 9.90200319e-165 9.90197436e-165 9.90195112e-165 9.90193240e-165 9.90191731e-165 9.90190515e-165 9.90189535e-165 9.90188746e-165 9.90188109e-165 9.90187597e-165 9.90187183e-165 9.90186850e-165 9.90186582e-165 9.90186366e-165 9.90186192e-165 9.90186051e-165 9.90185938e-165 9.90185847e-165 9.90185773e-165 9.90185714e-165 9.90185667e-165 
11      0.0746476041      0.0684138075         0.0137175197       9.49248665e-88  3.57550748e-91  1.15353628e-95  2.26630159e-100 3.05101081e-105 3.12339110e-110 3.23422416e-115 9.75886616e-120 1.86464782e-123 1.86961842e-126 7.16354912e-129 8.08661810e-131 2.17987918e-132 1.18540782e-133 1.13442491e-134 1.71227554e-135 3.73086864e-136 1.09275690e-136 4.06250237e-137 1.83013479e-137 9.62556504e-138 5.73508924e-138 3.77852662e-138 2.69953832e-138 2.05876633e-138 1.65492122e-138 1.38789236e-138 1.20441220e-138 1.07435768e-138 9.79848460e-139 9.09773870e-139 8.56966834e-139 8.16653208e-139 7.85549351e-139 7.61349773e-139 7.42391614e-139 7.27458617e-139 7.15643937e-139 7.06262616e-139 6.98792678e-139 6.92830292e-139 6.88062791e-139 6.84244711e-139 6.81183391e-139 6.78726456e-139 6.76752931e-139 6.75166844e-139 6.73891342e-139 6.72865282e-139 6.72039558e-139 6.71374894e-139 6.70839769e-139 6.70408836e-139 6.70061794e-139 6.69782247e-139 6.69557070e-139 6.69375664e-139 6.69229515e-139 6.69111768e-139 6.69016894e-139 6.68940454e-139 6.68878859e-139 6.68829229e-139 6.68789237e-139 6.68757011e-139 6.68731044e-139 6.68710118e-139 6.68693257e-139 6.68679669e-139 6.68668720e-139 6.68659897e-139 6.68652787e-139 6.68647057e-139 6.68642440e-139 6.68638720e-139 6.68635721e-139 6.68633305e-139 6.68631358e-139 6.68629789e-139 6.68628525e-139 6.68627506e-139 6.68626685e-139 6.68626024e-139 6.68625490e-139 6.68625061e-139 6.68624715e-139 6.68624436e-139 6.68624211e-139 6.68624030e-139 6.68623884e-139 6.68623766e-139 6.68623671e-139 6.68623595e-139 6.68623533e-139 6.68623484e-139 6.68623444e-139 6.68623411e-139 
12      0.0896150502      0.0821313271         0.0164679929       2.71719854e-70  2.65776809e-73  4.75737088e-77  5.76818229e-81  5.03373448e-85  3.30863357e-89  1.69805019e-93  1.12692504e-97  2.42360757e-101 2.43660716e-104 9.33609328e-107 1.05391085e-108 2.84098778e-110 1.54491550e-111 1.47847061e-112 2.23157041e-113 4.86235766e-114 1.42416563e-114 5.29456847e-115 2.38517373e-115 1.25447836e-115 7.47441353e-116 4.92446922e-116 3.51824791e-116 2.68314411e-116 2.15682181e-116 1.80880907e-116 1.56968348e-116 1.40018633e-116 1.27701458e-116 1.18568794e-116 1.11686571e-116 1.06432586e-116 1.02378890e-116 9.92250130e-117 9.67542385e-117 9.48080545e-117 9.32682736e-117 9.20456271e-117 9.10720868e-117 9.02950223e-117 8.96736846e-117 8.91760828e-117 8.87771077e-117 8.84569009e-117 8.81996958e-117 8.79929847e-117 8.78267513e-117 8.76930272e-117 8.75854125e-117 8.74987883e-117 8.74290466e-117 8.73728841e-117 8.73276549e-117 8.72912222e-117 8.72618753e-117 8.72382331e-117 8.72191858e-117 8.72038401e-117 8.71914754e-117 8.71815132e-117 8.71734856e-117 8.71670174e-117 8.71618053e-117 8.71576054e-117 8.71542212e-117 8.71514940e-117 8.71492965e-117 8.71475257e-117 8.71460987e-117 8.71449488e-117 8.71440221e-117 8.71432754e-117 8.71426737e-117 8.71421888e-117 8.71417980e-117 8.71414832e-117 8.71412294e-117 8.71410249e-117 8.71408602e-117 8.71407274e-117 8.71406204e-117 8.71405342e-117 8.71404647e-117 8.71404087e-117 8.71403636e-117 8.71403272e-117 8.71402979e-117 8.71402743e-117 8.71402553e-117 8.71402399e-117 8.71402276e-117 8.71402176e-117 8.71402096e-117 8.71402031e-117 8.71401979e-117 8.71401937e-117 
13      0.10758359        0.09859932           0.0197699582       8.37041618e-56  1.97548929e-58  1.45372067e-61  7.89940125e-65  3.24928327e-68  1.03876202e-71  2.49716767e-75  5.56686966e-79  1.98964786e-82  2.12489837e-85  8.15407793e-88  9.20485043e-90  2.48131688e-91  1.34932819e-92  1.29129527e-93  1.94905214e-94  4.24678001e-95  1.24386533e-95  4.62427266e-96  2.08320918e-96  1.09566058e-96  6.52814791e-97  4.30102821e-97  3.07283543e-97  2.34345632e-97  1.88376676e-97  1.57981266e-97  1.37096053e-97  1.22292183e-97  1.11534370e-97  1.03557907e-97  9.75469781e-98  9.29581513e-98  8.94176558e-98  8.66630618e-98  8.45050889e-98  8.28052930e-98  8.14604494e-98  8.03925907e-98  7.95423013e-98  7.88636137e-98  7.83209377e-98  7.78863326e-98  7.75378681e-98  7.72581996e-98  7.70335569e-98  7.68530155e-98  7.67078274e-98  7.65910329e-98  7.64970423e-98  7.64213847e-98  7.63604724e-98  7.63114201e-98  7.62719169e-98  7.62400966e-98  7.62144651e-98  7.61938160e-98  7.61771801e-98  7.61637772e-98  7.61529778e-98  7.61442769e-98  7.61372656e-98  7.61316163e-98  7.61270640e-98  7.61233958e-98  7.61204401e-98  7.61180581e-98  7.61161389e-98  7.61145922e-98  7.61133459e-98  7.61123415e-98  7.61115322e-98  7.61108800e-98  7.61103545e-98  7.61099310e-98  7.61095897e-98  7.61093147e-98  7.61090930e-98  7.61089145e-98  7.61087705e-98  7.61086546e-98  7.61085611e-98  7.61084858e-98  7.61084251e-98  7.61083762e-98  7.61083368e-98  7.61083050e-98  7.61082794e-98  7.61082588e-98  7.61082422e-98  7.61082288e-98  7.61082180e-98  7.61082093e-98  7.61082023e-98  7.61081967e-98  7.61081921e-98  7.61081885e-98  
14      0.129154967       0.118369278          0.0237339941       8.69039462e-44  4.64784068e-46  1.10435140e-48  2.06816373e-51  3.06737763e-54  3.67419102e-57  3.39869635e-60  2.66117103e-63  2.28775656e-66  3.33510035e-69  1.32397079e-71  1.49590627e-73  4.03248072e-75  2.19284366e-76  2.09853219e-77  3.16747746e-78  6.90160087e-79  2.02145203e-79  7.51507827e-80  3.38550108e-80  1.78059895e-80  1.06091371e-80  6.98976165e-81  4.99377967e-81  3.80843843e-81  3.06137975e-81  2.56741258e-81  2.22799919e-81  1.98741596e-81  1.81258673e-81  1.68295824e-81  1.58527239e-81  1.51069765e-81  1.45315973e-81  1.40839380e-81  1.37332377e-81  1.34569976e-81  1.32384420e-81  1.30649003e-81  1.29267166e-81  1.28164205e-81  1.27282282e-81  1.26575989e-81  1.26009687e-81  1.25555187e-81  1.25190112e-81  1.24896707e-81  1.24660756e-81  1.24470949e-81  1.24318202e-81  1.24195248e-81  1.24096257e-81  1.24016540e-81  1.23952342e-81  1.23900630e-81  1.23858975e-81  1.23825417e-81  1.23798382e-81  1.23776600e-81  1.23759050e-81  1.23744909e-81  1.23733515e-81  1.23724334e-81  1.23716936e-81  1.23710975e-81  1.23706171e-81  1.23702300e-81  1.23699181e-81  1.23696668e-81  1.23694642e-81  1.23693010e-81  1.23691695e-81  1.23690635e-81  1.23689781e-81  1.23689093e-81  1.23688538e-81  1.23688091e-81  1.23687731e-81  1.23687441e-81  1.23687207e-81  1.23687018e-81  1.23686866e-81  1.23686744e-81  1.23686645e-81  1.23686566e-81  1.23686502e-81  1.23686450e-81  1.23686409e-81  1.23686375e-81  1.23686348e-81  1.23686326e-81  1.23686309e-81  1.23686295e-81  1.23686283e-81  1.23686274e-81  1.23686267e-81  1.23686261e-81  
15      0.155051578       0.142103272          0.0284928511       7.87042745e-34  8.89743265e-36  5.62592456e-38  2.93871752e-40  1.26271236e-42  4.53626371e-45  1.30960182e-47  3.17808616e-50  7.29441824e-53  1.99368938e-55  9.58259314e-58  1.10365679e-59  2.97671775e-61  1.61873372e-62  1.54911403e-63  2.33819800e-64  5.09468798e-65  1.49221428e-65  5.54755044e-66  2.49914071e-66  1.31441911e-66  7.83155158e-67  5.15976733e-67  3.68635477e-67  2.81134853e-67  2.25987780e-67  1.89523652e-67  1.64468518e-67  1.46708922e-67  1.33803215e-67  1.24234178e-67  1.17023113e-67  1.11518086e-67  1.07270698e-67  1.03966125e-67  1.01377293e-67  9.93381174e-68  9.77247637e-68  9.64436973e-68  9.54236399e-68  9.46094462e-68  9.39584201e-68  9.34370422e-68  9.30190036e-68  9.26834967e-68  9.24140021e-68  9.21974140e-68  9.20232377e-68  9.18831241e-68  9.17703674e-68  9.16796042e-68  9.16065302e-68  9.15476841e-68  9.15002938e-68  9.14621203e-68  9.14313712e-68  9.14065993e-68  9.13866419e-68  9.13705630e-68  9.13576074e-68  9.13471692e-68  9.13387581e-68  9.13319808e-68  9.13265197e-68  9.13221191e-68  9.13185732e-68  9.13157157e-68  9.13134132e-68  9.13115577e-68  9.13100626e-68  9.13088577e-68  9.13078868e-68  9.13071044e-68  9.13064739e-68  9.13059659e-68  9.13055564e-68  9.13052265e-68  9.13049607e-68  9.13047464e-68  9.13045738e-68  9.13044346e-68  9.13043225e-68  9.13042322e-68  9.13041594e-68  9.13041007e-68  9.13040534e-68  9.13040153e-68  9.13039846e-68  9.13039599e-68  9.13039399e-68  9.13039239e-68  9.13039109e-68  9.13039005e-68  9.13038921e-68  9.13038853e-68  9.13038799e-68  9.13038755e-68  
16      0.186140669       0.170596123          0.0342058974       1.37299590e-25  3.03101449e-27  4.35605391e-29  5.35175056e-31  5.58008886e-33  5.00456644e-35  3.74435468e-37  2.39747697e-39  1.38428094e-41  8.14152638e-44  6.02405002e-46  7.79480133e-48  2.12607685e-49  1.15662532e-50  1.10688641e-51  1.67070961e-52  3.64030086e-53  1.06622995e-53  3.96388409e-54  1.78570780e-54  9.39190199e-55  5.59586848e-55  3.68680192e-55  2.63400633e-55  2.00878925e-55  1.61474758e-55  1.35420092e-55  1.17517479e-55  1.04827737e-55  9.56062389e-56  8.87688878e-56  8.36163745e-56  7.96828743e-56  7.66479940e-56  7.42867813e-56  7.24369868e-56  7.09799374e-56  6.98271498e-56  6.89117911e-56  6.81829308e-56  6.76011660e-56  6.71359891e-56  6.67634496e-56  6.64647490e-56  6.62250198e-56  6.60324581e-56  6.58776997e-56  6.57532457e-56  6.56531306e-56  6.55725627e-56  6.55077097e-56  6.54554962e-56  6.54134490e-56  6.53795873e-56  6.53523112e-56  6.53303401e-56  6.53126399e-56  6.52983798e-56  6.52868909e-56  6.52776338e-56  6.52701754e-56  6.52641654e-56  6.52593229e-56  6.52554207e-56  6.52522764e-56  6.52497427e-56  6.52477010e-56  6.52460558e-56  6.52447300e-56  6.52436616e-56  6.52428007e-56  6.52421070e-56  6.52415479e-56  6.52410974e-56  6.52407344e-56  6.52404419e-56  6.52402061e-56  6.52400162e-56  6.52398631e-56  6.52397397e-56  6.52396403e-56  6.52395602e-56  6.52394956e-56  6.52394436e-56  6.52394017e-56  6.52393679e-56  6.52393407e-56  6.52393188e-56  6.52393011e-56  6.52392868e-56  6.52392754e-56  6.52392661e-56  6.52392586e-56  6.52392526e-56  6.52392478e-56  6.52392439e-56  6.52392408e-56  
17      0.223463373       0.204802021          0.0410644554       8.92614381e-19  3.54097768e-20  1.01405845e-21  2.54837311e-23  5.57785586e-25  1.07461337e-26  1.78204177e-28  2.58623363e-30  3.35807654e-32  4.18039827e-34  5.50866607e-36  9.55652916e-38  2.80097805e-39  1.53521406e-40  1.46965768e-41  2.21828319e-42  4.83340654e-43  1.41568596e-43  5.26304392e-44  2.37097209e-44  1.24700903e-44  7.42990989e-45  4.89514829e-45  3.49729980e-45  2.66716832e-45  2.14397981e-45  1.79803918e-45  1.56033738e-45  1.39184944e-45  1.26941107e-45  1.17862820e-45  1.11021574e-45  1.05798872e-45  1.01769313e-45  9.86342143e-46  9.61781511e-46  9.42435549e-46  9.27129421e-46  9.14975754e-46  9.05298317e-46  8.97573940e-46  8.91397558e-46  8.86451167e-46  8.82485172e-46  8.79302169e-46  8.76745433e-46  8.74690629e-46  8.73038193e-46  8.71708915e-46  8.70639175e-46  8.69778091e-46  8.69084826e-46  8.68526545e-46  8.68076946e-46  8.67714788e-46  8.67423067e-46  8.67188053e-46  8.66998714e-46  8.66846171e-46  8.66723259e-46  8.66624231e-46  8.66544433e-46  8.66480136e-46  8.66428326e-46  8.66386577e-46  8.66352936e-46  8.66325826e-46  8.66303982e-46  8.66286379e-46  8.66272194e-46  8.66260764e-46  8.66251552e-46  8.66244130e-46  8.66238148e-46  8.66233328e-46  8.66229444e-46  8.66226314e-46  8.66223792e-46  8.66221759e-46  8.66220121e-46  8.66218801e-46  8.66217737e-46  8.66216880e-46  8.66216190e-46  8.66215633e-46  8.66215184e-46  8.66214823e-46  8.66214532e-46  8.66214297e-46  8.66214108e-46  8.66213955e-46  8.66213833e-46  8.66213734e-46  8.66213654e-46  8.66213590e-46  8.66213538e-46  8.66213496e-46  
18      0.26826958        0.245866476          0.0492982096       3.74762279e-13  2.46431107e-14  1.25847856e-15  5.75950823e-17  2.34647723e-18  8.57681723e-20  2.76817426e-21  7.98181943e-23  2.07323187e-24  5.05836842e-26  1.21300778e-27  3.23320845e-29  1.15549008e-30  6.64055444e-32  6.38986401e-33  9.64752072e-34  2.10211059e-34  6.15700088e-35  2.28896570e-35  1.03116635e-35  5.42340318e-36  3.23136367e-36  2.12896315e-36  1.52102080e-36  1.15998591e-36  9.32444479e-37  7.81990438e-37  6.78610860e-37  6.05333280e-37  5.52083252e-37  5.12600609e-37  4.82847150e-37  4.60132946e-37  4.42607871e-37  4.28972924e-37  4.18291188e-37  4.09877380e-37  4.03220547e-37  3.97934760e-37  3.93725918e-37  3.90366487e-37  3.87680299e-37  3.85529049e-37  3.83804187e-37  3.82419858e-37  3.81307900e-37  3.80414240e-37  3.79695574e-37  3.79117454e-37  3.78652210e-37  3.78277713e-37  3.77976204e-37  3.77733400e-37  3.77537864e-37  3.77380357e-37  3.77253483e-37  3.77151273e-37  3.77068927e-37  3.77002584e-37  3.76949128e-37  3.76906059e-37  3.76871354e-37  3.76843390e-37  3.76820857e-37  3.76802700e-37  3.76788069e-37  3.76776279e-37  3.76766779e-37  3.76759123e-37  3.76752954e-37  3.76747983e-37  3.76743976e-37  3.76740748e-37  3.76738147e-37  3.76736050e-37  3.76734361e-37  3.76733000e-37  3.76731903e-37  3.76731019e-37  3.76730307e-37  3.76729732e-37  3.76729270e-37  3.76728897e-37  3.76728597e-37  3.76728355e-37  3.76728160e-37  3.76728002e-37  3.76727876e-37  3.76727774e-37  3.76727691e-37  3.76727625e-37  3.76727572e-37  3.76727529e-37  3.76727494e-37  3.76727466e-37  3.76727443e-37  3.76727425e-37  
19      0.322059792       0.295164686          0.0591828978       1.60646492e-08  1.62571243e-09  1.34778601e-10  1.01895879e-11  6.98609495e-13  4.36758180e-14  2.46183482e-15  1.26176141e-16  5.89323522e-18  2.57580024e-19  1.07599027e-20  4.59760256e-22  2.25295748e-23  1.48372188e-24  1.47383214e-25  2.23400787e-26  4.86898706e-27  1.42612204e-27  5.30184309e-28  2.38845091e-28  1.25620199e-28  7.48468323e-29  4.93123535e-29  3.52308191e-29  2.68683070e-29  2.15978524e-29  1.81129434e-29  1.57184020e-29  1.40211016e-29  1.27876918e-29  1.18731705e-29  1.11840026e-29  1.06578822e-29  1.02519557e-29  9.93613463e-30  9.68871770e-30  9.49383189e-30  9.33964224e-30  9.21720960e-30  9.11972181e-30  9.04190860e-30  8.97968945e-30  8.92986090e-30  8.88990858e-30  8.85784390e-30  8.83208805e-30  8.81138854e-30  8.79474236e-30  8.78135158e-30  8.77057532e-30  8.76190100e-30  8.75491725e-30  8.74929328e-30  8.74476414e-30  8.74111587e-30  8.73817715e-30  8.73580968e-30  8.73390233e-30  8.73236565e-30  8.73112748e-30  8.73012989e-30  8.72932603e-30  8.72867832e-30  8.72815640e-30  8.72773583e-30  8.72739695e-30  8.72712385e-30  8.72690380e-30  8.72672647e-30  8.72658358e-30  8.72646843e-30  8.72637564e-30  8.72630086e-30  8.72624061e-30  8.72619205e-30  8.72615292e-30  8.72612139e-30  8.72609598e-30  8.72607551e-30  8.72605901e-30  8.72604571e-30  8.72603499e-30  8.72602636e-30  8.72601940e-30  8.72601379e-30  8.72600928e-30  8.72600563e-30  8.72600270e-30  8.72600034e-30  8.72599843e-30  8.72599690e-30  8.72599566e-30  8.72599466e-30  8.72599386e-30  8.72599321e-30  8.72599269e-30  8.72599227e-30  
20      0.386635375       0.354347584          0.0710495457       1.02973940e-04  1.50134229e-05  1.86666494e-06  2.14772975e-07  2.27651498e-08  2.23126566e-09  2.00592707e-10  1.66430379e-11  1.27403604e-12  9.15576110e-14  6.23974968e-15  4.19087587e-16  2.96585543e-17  2.45729464e-18  2.68150766e-19  4.15791846e-20  9.09038704e-21  2.66324504e-21  9.90118535e-22  4.46043124e-22  2.34595681e-22  1.39776435e-22  9.20908040e-23  6.57935431e-23  5.01765545e-23  4.03339822e-23  3.38259158e-23  2.93541106e-23  2.61844027e-23  2.38810102e-23  2.21731420e-23  2.08861212e-23  1.99035916e-23  1.91455238e-23  1.85557282e-23  1.80936771e-23  1.77297279e-23  1.74417788e-23  1.72131359e-23  1.70310775e-23  1.68857613e-23  1.67695671e-23  1.66765123e-23  1.66019014e-23  1.65420206e-23  1.64939215e-23  1.64552652e-23  1.64241785e-23  1.63991712e-23  1.63790465e-23  1.63628472e-23  1.63498051e-23  1.63393023e-23  1.63308442e-23  1.63240310e-23  1.63185429e-23  1.63141217e-23  1.63105597e-23  1.63076900e-23  1.63053777e-23  1.63035147e-23  1.63020135e-23  1.63008039e-23  1.62998292e-23  1.62990438e-23  1.62984109e-23  1.62979009e-23  1.62974900e-23  1.62971588e-23  1.62968920e-23  1.62966769e-23  1.62965036e-23  1.62963640e-23  1.62962515e-23  1.62961608e-23  1.62960877e-23  1.62960288e-23  1.62959814e-23  1.62959431e-23  1.62959123e-23  1.62958875e-23  1.62958675e-23  1.62958514e-23  1.62958384e-23  1.62958279e-23  1.62958195e-23  1.62958127e-23  1.62958072e-23  1.62958028e-23  1.62957992e-23  1.62957963e-23  1.62957940e-23  1.62957922e-23  1.62957907e-23  1.62957895e-23  1.62957885e-23  1.62957877e-23  
21      0.464158883       0.425397129          0.0852955522       1.35617159e-01  2.68997971e-02  4.69245703e-03  7.66933641e-04  1.17024701e-04  1.67111964e-05  2.22039608e-06  2.75710087e-07  3.19579684e-08  3.49810343e-09  3.63421378e-10  3.66546898e-11  3.73597676e-12  4.09990102e-13  5.28499813e-14  8.76088110e-15  1.94753204e-15  5.72046571e-16  2.12726468e-16  9.58338935e-17  5.04037326e-17  3.00314749e-17  1.97860439e-17  1.41359818e-17  1.07806151e-17  8.66590266e-18  7.26762093e-18  6.30683733e-18  5.62581407e-18  5.13092182e-18  4.76398014e-18  4.48745903e-18  4.27635898e-18  4.11348537e-18  3.98676563e-18  3.88749228e-18  3.80929648e-18  3.74742956e-18  3.69830480e-18  3.65918889e-18  3.62796719e-18  3.60300243e-18  3.58300927e-18  3.56697884e-18  3.55411323e-18  3.54377898e-18  3.53547353e-18  3.52879443e-18  3.52342153e-18  3.51909767e-18  3.51561719e-18  3.51281504e-18  3.51055848e-18  3.50874122e-18  3.50727738e-18  3.50609825e-18  3.50514834e-18  3.50438303e-18  3.50376646e-18  3.50326965e-18  3.50286938e-18  3.50254684e-18  3.50228696e-18  3.50207754e-18  3.50190879e-18  3.50177282e-18  3.50166324e-18  3.50157495e-18  3.50150380e-18  3.50144646e-18  3.50140026e-18  3.50136303e-18  3.50133303e-18  3.50130885e-18  3.50128937e-18  3.50127367e-18  3.50126101e-18  3.50125082e-18  3.50124260e-18  3.50123598e-18  3.50123065e-18  3.50122635e-18  3.50122288e-18  3.50122009e-18  3.50121784e-18  3.50121603e-18  3.50121457e-18  3.50121339e-18  3.50121244e-18  3.50121168e-18  3.50121106e-18  3.50121057e-18  3.50121017e-18  3.50120984e-18  3.50120958e-18  3.50120937e-18  3.50120921e-18  
22      0.55722648        0.510692681          0.102397998        4.77953284e+01  1.22800008e+01  2.84230978e+00  6.22854931e-01  1.28864947e-01  2.52098109e-02  4.64378645e-03  8.07945533e-04  1.32598199e-04  2.06887564e-05  3.07700968e-06  4.42288974e-07  6.30023610e-08  9.23292078e-09  1.47394566e-09  2.75909683e-10  6.43615738e-11  1.91456021e-11  7.13569013e-12  3.21554420e-12  1.69125497e-12  1.00768275e-12  6.63905371e-13  4.74321921e-13  3.61735189e-13  2.90777651e-13  2.43859391e-13  2.11621042e-13  1.88769834e-13  1.72164107e-13  1.59851663e-13  1.50573212e-13  1.43489913e-13  1.38024815e-13  1.33772833e-13  1.30441792e-13  1.27817993e-13  1.25742096e-13  1.24093753e-13  1.22781249e-13  1.21733629e-13  1.20895956e-13  1.20225101e-13  1.19687212e-13  1.19255517e-13  1.18908759e-13  1.18630076e-13  1.18405964e-13  1.18225680e-13  1.18080596e-13  1.17963812e-13  1.17869788e-13  1.17794071e-13  1.17733094e-13  1.17683976e-13  1.17644411e-13  1.17612537e-13  1.17586858e-13  1.17566170e-13  1.17549500e-13  1.17536069e-13  1.17525246e-13  1.17516526e-13  1.17509499e-13  1.17503837e-13  1.17499275e-13  1.17495598e-13  1.17492635e-13  1.17490248e-13  1.17488324e-13  1.17486774e-13  1.17485524e-13  1.17484518e-13  1.17483706e-13  1.17483053e-13  1.17482526e-13  1.17482101e-13  1.17481759e-13  1.17481484e-13  1.17481261e-13  1.17481082e-13  1.17480938e-13  1.17480822e-13  1.17480728e-13  1.17480653e-13  1.17480592e-13  1.17480543e-13  1.17480503e-13  1.17480472e-13  1.17480446e-13  1.17480425e-13  1.17480409e-13  1.17480395e-13  1.17480384e-13  1.17480376e-13  1.17480369e-13  1.17480363e-13  
23      0.668954879       0.613090679          0.122929621        5.61226697e+03  1.79189437e+03  5.25285261e+02  1.47071377e+02  3.92436139e+01  9.98866067e+00  2.41780654e+00  5.57749778e-01  1.22477054e-01  2.57387420e-02  5.18429279e-03  1.00957854e-03  1.93208399e-04  3.71608651e-05  7.45109509e-06  1.63923909e-06  4.18022866e-07  1.28850267e-07  4.85085590e-08  2.19037334e-08  1.15240524e-08  6.86650148e-09  4.52396906e-09  3.23211527e-09  2.46492907e-09  1.98141158e-09  1.66170205e-09  1.44202410e-09  1.28631183e-09  1.17315741e-09  1.08925818e-09  1.02603314e-09  9.77766256e-10  9.40526089e-10  9.11552308e-10  8.88853997e-10  8.70974951e-10  8.56829417e-10  8.45597307e-10  8.36653666e-10  8.29514994e-10  8.23806938e-10  8.19235610e-10  8.15570339e-10  8.12628688e-10  8.10265818e-10  8.08366821e-10  8.06839681e-10  8.05611196e-10  8.04622570e-10  8.03826777e-10  8.03186080e-10  8.02670131e-10  8.02254623e-10  8.01919926e-10  8.01650324e-10  8.01433130e-10  8.01258148e-10  8.01117171e-10  8.01003580e-10  8.00912060e-10  8.00838313e-10  8.00778891e-10  8.00731010e-10  8.00692426e-10  8.00661336e-10  8.00636283e-10  8.00616095e-10  8.00599826e-10  8.00586717e-10  8.00576153e-10  8.00567640e-10  8.00560781e-10  8.00555253e-10  8.00550798e-10  8.00547208e-10  8.00544316e-10  8.00541985e-10  8.00540106e-10  8.00538592e-10  8.00537372e-10  8.00536389e-10  8.00535597e-10  8.00534959e-10  8.00534445e-10  8.00534030e-10  8.00533696e-10  8.00533427e-10  8.00533210e-10  8.00533035e-10  8.00532894e-10  8.00532781e-10  8.00532689e-10  8.00532616e-10  8.00532556e-10  8.00532508e-10  8.00532470e-10  
