This file contains the contribution function for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   contr_func_lay[0]   contr_func_lay[1]   contr_func_lay[2]   contr_func_lay[3]   contr_func_lay[4]   contr_func_lay[5]   contr_func_lay[6]   contr_func_lay[7]   contr_func_lay[8]   contr_func_lay[9]   contr_func_lay[10]   contr_func_lay[11]   contr_func_lay[12]   contr_func_lay[13]   contr_func_lay[14]   contr_func_lay[15]   contr_func_lay[16]   contr_func_lay[17]   contr_func_lay[18]   contr_func_lay[19]   contr_func_lay[20]   contr_func_lay[21]   contr_func_lay[22]   contr_func_lay[23]   contr_func_lay[24]   contr_func_lay[25]   contr_func_lay[26]   contr_func_lay[27]   contr_func_lay[28]   contr_func_lay[29]   contr_func_lay[30]   contr_func_lay[31]   contr_func_lay[32]   contr_func_lay[33]   contr_func_lay[34]   contr_func_lay[35]   contr_func_lay[36]   contr_func_lay[37]   contr_func_lay[38]   contr_func_lay[39]   contr_func_lay[40]   contr_func_lay[41]   contr_func_lay[42]   contr_func_lay[43]   contr_func_lay[44]   contr_func_lay[45]   contr_func_lay[46]   contr_func_lay[47]   contr_func_lay[48]   contr_func_lay[49]   contr_func_lay[50]   contr_func_lay[51]   contr_func_lay[52]   contr_func_lay[53]   contr_func_lay[54]   contr_func_lay[55]   contr_func_lay[56]   contr_func_lay[57]   contr_func_lay[58]   contr_func_lay[59]   contr_func_lay[60]   contr_func_lay[61]   contr_func_lay[62]   contr_func_lay[63]   contr_func_lay[64]   contr_func_lay[65]   contr_func_lay[66]   contr_func_lay[67]   contr_func_lay[68]   contr_func_lay[69]   contr_func_lay[70]   contr_func_lay[71]   contr_func_lay[72]   contr_func_lay[73]   contr_func_lay[74]   contr_func_lay[75]   contr_func_lay[76]   contr_func_lay[77]   contr_func_lay[78]   contr_func_lay[79]   contr_func_lay[80]   contr_func_lay[81]   contr_func_lay[82]   contr_func_lay[83]   contr_func_lay[84]   contr_func_lay[85]   contr_func_lay[86]   contr_func_lay[87]   contr_func_lay[88]   contr_func_lay[89]   contr_func_lay[90]   contr_func_lay[91]   contr_func_lay[92]   contr_func_lay[93]   contr_func_lay[94]   contr_func_lay[95]   
10      0.0621800109      0.0569873788         0.0114264286       2.48627e-181          3.10321e-173          4.75152e-168          3.4349e-165           3.05344e-164          5.57757e-165          4.02333e-167          1.99836e-170          1.11435e-174          7.43434e-180          7.13177e-186          1.63016e-192          7.626e-200            6.68396e-208          2.55412e-216          2.01045e-225          2.42811e-235          2.96951e-245          6.22631e-256          1.84246e-267          1.02158e-278          3.11943e-290          6.89843e-301          0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     
11      0.0746476041      0.0684138075         0.0137175197       7.10131e-160          7.21493e-151          1.01238e-144          7.16985e-141          6.66141e-139          1.44894e-138          1.389e-139            1.01777e-141          9.0737e-145           1.09651e-148          2.26476e-153          1.16104e-158          1.44977e-164          4.28568e-171          5.37103e-178          1.77917e-185          1.24096e-193          7.46343e-202          1.04751e-210          2.96449e-220          1.17293e-229          3.46976e-239          4.72402e-248          5.9809e-256           6.50279e-264          3.80229e-271          1.21434e-277          6.31178e-284          5.7078e-289           7.20807e-294          4.64245e-298          1.08496e-301          1.6919e-304           0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     0                     
12      0.0896150502      0.0821313271         0.0164679929       4.69829e-142          2.7406e-132           2.42895e-125          1.15194e-120          7.58161e-118          1.29853e-116          1.07761e-116          7.43801e-118          6.66735e-120          9.03993e-123          2.39295e-126          1.65753e-130          3.19486e-135          1.74432e-140          4.0439e-146           3.00904e-152          6.08416e-159          9.46097e-166          4.4037e-173           5.52433e-181          7.75399e-189          1.02054e-196          4.29676e-204          1.02769e-210          2.45057e-217          1.83086e-223          7.15904e-229          5.12432e-234          2.98062e-238          2.55151e-242          5.615e-246            7.68062e-249          3.37089e-251          1.74175e-253          1.09484e-254          3.38378e-256          2.57566e-258          1.24995e-258          4.56592e-259          5.69182e-261          3.63448e-261          2.30178e-261          1.44294e-261          8.92846e-262          5.43446e-262          3.22127e-262          1.84488e-262          9.98411e-263          4.81325e-263          1.80987e-263          1.98531e-264          1.56831e-264          1.24315e-264          9.88332e-265          7.87903e-265          6.29402e-265          5.03514e-265          4.03185e-265          3.23383e-265          2.59605e-265          2.08555e-265          1.67698e-265          1.34852e-265          1.08496e-265          8.72852e-266          7.02671e-266          5.65889e-266          4.55562e-266          3.66899e-266          2.95672e-266          2.38139e-266          1.91786e-266          1.54562e-266          1.24473e-266          1.00314e-266          8.0835e-267           6.51408e-267          5.24946e-267          4.22995e-267          3.40705e-267          2.74533e-267          2.21246e-267          1.78285e-267          1.43669e-267          1.15778e-267          9.32917e-268          7.51849e-268          6.05827e-268          4.88231e-268          3.93431e-268          3.17039e-268          2.55493e-268          2.05869e-268          1.65913e-268          1.33691e-268          1.07739e-268          
13      0.10758359        0.09859932           0.0197699582       2.91273e-127          7.29088e-117          2.99465e-109          6.92533e-104          2.33435e-100          2.23076e-98           1.11917e-97           5.00563e-98           3.07133e-99           3.13069e-101          6.90887e-104          4.22345e-107          7.96714e-111          4.88424e-115          1.29843e-119          1.28792e-124          4.25444e-130          1.00181e-135          8.61915e-142          2.52432e-148          7.04097e-155          2.15097e-161          1.57812e-167          4.41863e-173          1.37251e-178          9.19434e-184          2.81796e-188          1.70861e-192          4.70386e-196          1.97304e-199          1.42079e-202          7.18285e-205          7.45989e-207          9.23138e-209          6.43083e-210          4.39258e-211          8.20908e-213          4.00072e-213          1.48015e-213          4.55797e-215          2.91493e-215          1.84979e-215          1.1627e-215           7.22054e-216          4.41711e-216          2.63756e-216          1.52761e-216          8.423e-217            4.21431e-217          1.74904e-217          4.06044e-218          3.20794e-218          2.54306e-218          2.02194e-218          1.612e-218            1.28778e-218          1.03026e-218          8.25001e-219          6.61728e-219          5.31233e-219          4.26776e-219          3.43174e-219          2.75962e-219          2.22029e-219          1.78624e-219          1.43798e-219          1.15807e-219          9.32296e-220          7.50853e-220          6.05087e-220          4.87349e-220          3.92489e-220          3.16309e-220          2.54733e-220          2.05293e-220          1.65429e-220          1.33311e-220          1.0743e-220           8.6566e-221           6.97255e-221          5.61833e-221          4.52781e-221          3.64862e-221          2.9402e-221           2.36941e-221          1.90922e-221          1.53866e-221          1.23983e-221          9.99169e-222          8.05159e-222          6.48822e-222          5.22868e-222          4.21312e-222          3.39543e-222          2.736e-222            2.20489e-222          
14      0.129154967       0.118369278          0.0237339941       5.42084e-115          4.56768e-104          6.72071e-96           5.81787e-90           7.66122e-86           3.06592e-83           6.88828e-82           1.46145e-81           4.4585e-82            2.445e-83             3.14883e-85           1.18782e-87           1.50038e-90           6.84673e-94           1.39895e-97           1.19884e-101          4.01864e-106          9.17456e-111          8.96926e-116          3.59567e-121          1.23078e-126          5.07322e-132          4.02252e-137          8.87354e-142          2.3254e-146           1.0356e-150           1.7331e-154           5.90099e-158          5.9674e-161           9.34072e-164          2.03889e-166          2.70142e-168          5.75471e-170          1.47143e-171          1.21067e-172          1.48516e-173          5.82038e-175          2.85958e-175          1.0833e-175           6.96067e-177          4.46479e-177          2.84433e-177          1.79701e-177          1.12368e-177          6.93934e-178          4.20019e-178          2.48218e-178          1.41341e-178          7.50509e-179          3.56148e-179          1.35413e-179          1.07006e-179          8.48431e-180          6.74675e-180          5.37953e-180          4.29799e-180          3.43878e-180          2.75388e-180          2.20899e-180          1.77345e-180          1.42479e-180          1.14571e-180          9.21343e-181          7.41294e-181          5.96387e-181          4.80117e-181          3.86662e-181          3.11283e-181          2.50703e-181          2.02033e-181          1.62722e-181          1.3105e-181           1.05614e-181          8.50549e-182          6.85467e-182          5.52363e-182          4.45121e-182          3.58707e-182          2.89042e-182          2.32813e-182          1.87596e-182          1.51184e-182          1.21827e-182          9.81731e-183          7.91145e-183          6.37488e-183          5.13759e-183          4.13979e-183          3.33622e-183          2.68842e-183          2.16641e-183          1.74585e-183          1.40676e-183          1.13373e-183          9.13548e-184          7.36214e-184          
15      0.155051578       0.142103272          0.0284928511       7.98908e-105          1.85089e-93           7.87472e-85           2.04713e-78           8.40086e-74           1.10851e-70           8.68223e-69           6.73798e-68           7.83117e-68           1.74699e-68           9.76532e-70           1.6836e-71            1.03781e-73           2.50965e-76           2.81912e-79           1.45535e-82           3.33561e-86           5.0883e-90            3.76988e-94           1.32707e-98           3.72665e-103          1.32097e-107          7.60355e-112          9.51136e-116          1.46503e-119          3.32132e-123          2.27509e-126          3.10441e-129          9.35126e-132          4.34763e-134          2.5554e-136           7.03102e-138          2.72833e-139          1.2738e-140           1.30784e-141          2.42519e-142          1.74213e-143          8.67405e-144          3.41164e-144          3.94686e-145          2.54436e-145          1.63143e-145          1.03946e-145          6.57292e-146          4.12057e-146          2.54677e-146          1.5506e-146           9.23299e-147          5.28077e-147          2.87322e-147          1.47167e-147          1.16337e-147          9.22703e-148          7.33929e-148          5.8532e-148           4.67723e-148          3.74275e-148          2.99768e-148          2.40478e-148          1.93078e-148          1.55128e-148          1.24748e-148          1.00323e-148          8.07204e-149          6.49434e-149          5.22834e-149          4.21069e-149          3.3899e-149           2.7302e-149           2.20018e-149          1.7721e-149           1.42719e-149          1.15018e-149          9.26295e-150          7.46511e-150          6.01554e-150          4.84761e-150          3.90652e-150          3.14782e-150          2.53549e-150          2.04304e-150          1.64649e-150          1.32678e-150          1.06917e-150          8.61611e-151          6.94268e-151          5.59519e-151          4.50851e-151          3.63337e-151          2.92787e-151          2.35937e-151          1.90135e-151          1.53206e-151          1.23471e-151          9.94916e-152          8.01786e-152          
16      0.186140669       0.170596123          0.0342058974       2.09195e-96           1.12569e-84           1.15888e-75           7.52951e-69           7.97334e-64           2.84256e-60           6.29881e-58           1.43985e-56           5.10598e-56           3.66902e-56           6.96057e-57           4.26487e-58           9.85478e-60           9.53256e-62           4.44639e-64           1.02446e-66           1.15754e-69           8.64276e-73           3.46327e-76           7.40454e-80           1.21673e-83           2.55525e-87           7.66594e-91           4.13147e-94           2.77079e-97           2.50944e-100          5.5806e-103           2.33328e-105          1.75932e-107          2.00824e-109          2.77216e-111          1.35468e-112          8.67701e-114          6.66991e-115          8.80552e-116          2.1763e-116           2.55518e-117          1.29728e-117          5.37276e-118          9.8536e-119           6.39992e-119          4.14293e-119          2.67212e-119          1.71658e-119          1.09849e-119          6.97832e-120          4.4086e-120           2.76262e-120          1.7033e-120           1.03787e-120          6.31693e-121          4.99641e-121          3.96466e-121          3.15478e-121          2.51679e-121          2.01166e-121          1.61009e-121          1.28981e-121          1.03486e-121          8.30971e-122          6.67708e-122          5.3698e-122           4.31869e-122          3.47502e-122          2.79595e-122          2.25099e-122          1.81288e-122          1.45954e-122          1.17553e-122          9.47318e-123          7.63014e-123          6.14519e-123          4.95245e-123          3.98849e-123          3.21437e-123          2.5902e-123           2.08731e-123          1.68209e-123          1.35541e-123          1.09176e-123          8.7972e-124           7.08967e-124          5.71302e-124          4.60377e-124          3.71003e-124          2.98947e-124          2.40925e-124          1.94133e-124          1.5645e-124           1.26072e-124          1.01593e-124          8.18709e-125          6.59692e-125          5.31657e-125          4.28403e-125          3.45243e-125          
17      0.223463373       0.204802021          0.0410644554       1.90821e-89           2.07205e-77           4.45068e-68           6.20193e-61           1.44773e-55           1.18124e-51           6.22273e-49           3.49806e-47           3.1449e-46            5.9908e-46            3.14381e-46           5.54652e-47           3.85552e-48           1.18159e-49           1.80923e-51           1.44942e-53           6.15772e-56           1.7343e-58            2.83774e-61           2.71397e-64           1.96367e-67           1.79677e-70           2.13211e-73           3.92985e-76           8.94915e-79           2.60607e-81           1.55541e-83           1.61527e-85           2.63628e-87           6.30974e-89           1.7887e-90            1.39074e-91           1.35478e-92           1.57262e-93           2.67795e-94           8.12503e-95           1.4154e-95            7.37343e-96           3.25202e-96           8.49813e-97           5.57572e-97           3.6553e-97            2.39512e-97           1.56936e-97           1.02941e-97           6.74763e-98           4.43416e-98           2.92063e-98           1.92164e-98           1.27206e-98           8.55607e-99           6.7727e-99            5.37762e-99           4.28143e-99           3.41707e-99           2.73222e-99           2.18747e-99           1.75279e-99           1.40659e-99           1.12964e-99           9.07818e-100          7.30145e-100          5.87276e-100          4.7258e-100           3.80258e-100          3.06155e-100          2.46573e-100          1.98525e-100          1.59897e-100          1.28855e-100          1.03789e-100          8.35914e-101          6.73669e-101          5.42556e-101          4.37252e-101          3.52347e-101          2.83938e-101          2.28815e-101          1.84377e-101          1.48517e-101          1.19671e-101          9.64433e-102          7.77162e-102          6.26268e-102          5.04689e-102          4.06668e-102          3.27738e-102          2.64086e-102          2.12825e-102          1.715e-102            1.382e-102            1.11372e-102          8.97402e-103          7.23232e-103          5.82772e-103          4.69647e-103          
18      0.26826958        0.245866476          0.0492982096       1.06252e-83           2.07067e-71           8.20329e-62           2.15824e-54           9.73751e-49           1.58354e-44           1.71563e-41           2.04063e-39           3.985e-38             1.71057e-37           2.09452e-37           8.92413e-38           1.55336e-38           1.2429e-39            5.13194e-41           1.16119e-42           1.48203e-44           1.26596e-46           6.69191e-49           2.22152e-51           5.56931e-54           1.72357e-56           6.42913e-59           3.33483e-61           2.09859e-63           1.62509e-65           2.22039e-67           4.85971e-69           1.5192e-70            6.69494e-72           3.45325e-73           3.93627e-74           5.44724e-75           8.88572e-76           1.92124e-76           6.80323e-77           1.62265e-77           8.72054e-78           4.12195e-78           1.40821e-78           9.35637e-79           6.22839e-79           4.1575e-79            2.78566e-79           1.87661e-79           1.26996e-79           8.66349e-80           5.95986e-80           4.12664e-80           2.89266e-80           2.06495e-80           1.63615e-80           1.30018e-80           1.03586e-80           8.27179e-81           6.61694e-81           5.29962e-81           4.24791e-81           3.40973e-81           2.7389e-81            2.20144e-81           1.77078e-81           1.42445e-81           1.14635e-81           9.22477e-82           7.42751e-82           5.9822e-82            4.81674e-82           3.87964e-82           3.12647e-82           2.51833e-82           2.02833e-82           1.63464e-82           1.31654e-82           1.06101e-82           8.54985e-83           6.88989e-83           5.55231e-83           4.47398e-83           3.60392e-83           2.90396e-83           2.34031e-83           1.88587e-83           1.51971e-83           1.22469e-83           9.86826e-84           7.95295e-84           6.40835e-84           5.16444e-84           4.16165e-84           3.35359e-84           2.70257e-84           2.17765e-84           1.755e-84             1.41416e-84           1.13965e-84           
19      0.322059792       0.295164686          0.0591828978       5.76311e-79           1.82809e-66           1.20548e-56           5.38458e-49           4.20771e-43           1.2154e-38            2.40018e-35           5.32942e-33           1.98704e-31           1.6784e-30            4.16194e-30           3.69754e-30           1.38297e-30           2.45997e-31           2.32362e-32           1.2488e-33            3.97554e-35           8.58032e-37           1.20531e-38           1.12542e-40           7.98844e-43           6.78672e-45           6.57194e-47           8.13428e-49           1.19255e-50           2.08674e-52           5.70902e-54           2.31243e-55           1.24859e-56           9.10733e-58           7.69983e-59           1.20726e-59           2.24195e-60           4.84182e-61           1.29594e-61           5.19186e-62           1.58797e-62           8.83871e-63           4.48225e-63           1.87241e-63           1.2623e-63            8.54866e-64           5.82216e-64           3.99268e-64           2.76164e-64           1.92542e-64           1.35719e-64           9.6719e-65            6.95704e-65           5.07047e-65           3.75537e-65           2.97897e-65           2.36953e-65           1.88933e-65           1.50968e-65           1.20829e-65           9.68166e-66           7.76327e-66           6.23325e-66           5.00805e-66           4.02609e-66           3.23891e-66           2.60577e-66           2.09725e-66           1.68784e-66           1.35909e-66           1.09466e-66           8.81456e-67           7.09991e-67           5.72158e-67           4.60881e-67           3.71217e-67           2.99166e-67           2.40956e-67           1.94189e-67           1.56482e-67           1.26101e-67           1.0162e-67            8.1884e-68            6.59622e-68           5.31509e-68           4.28343e-68           3.45169e-68           2.78151e-68           2.24153e-68           1.80617e-68           1.45562e-68           1.17291e-68           9.4524e-69            7.61701e-69           6.13803e-69           4.94647e-69           3.98572e-69           3.21216e-69           2.58833e-69           2.08589e-69           
20      0.386635375       0.354347584          0.0710495457       4.49453e-75           2.13914e-62           2.15573e-52           1.49635e-44           1.84808e-38           8.6137e-34            2.80408e-30           1.04713e-27           6.6933e-26            9.93652e-25           4.43471e-24           7.26768e-24           5.14151e-24           1.77861e-24           3.34979e-25           3.70143e-26           2.51903e-27           1.17892e-28           3.73968e-30           8.24856e-32           1.39866e-33           2.74605e-35           5.88635e-37           1.51196e-38           4.48204e-40           1.54445e-41           7.55753e-43           5.10307e-44           4.35994e-45           4.8239e-46            6.12293e-47           1.25445e-47           2.98057e-48           8.11273e-49           2.61281e-49           1.16037e-49           4.31851e-50           2.4948e-50            1.35308e-50           6.57088e-51           4.50075e-51           3.10391e-51           2.1576e-51            1.51347e-51           1.07277e-51           7.67806e-52           5.56113e-52           4.07381e-52           3.0132e-52            2.25554e-52           1.71066e-52           1.35873e-52           1.08191e-52           8.63424e-53           6.90412e-53           5.52899e-53           4.43235e-53           3.55559e-53           2.85574e-53           2.29499e-53           1.84539e-53           1.48479e-53           1.19472e-53           9.61671e-54           7.74025e-54           6.23308e-54           5.02054e-54           4.043e-54             3.25665e-54           2.62442e-54           2.11409e-54           1.70286e-54           1.37234e-54           1.10536e-54           8.90822e-55           7.17842e-55           5.78472e-55           4.6617e-55            3.75634e-55           3.02605e-55           2.43833e-55           1.96505e-55           1.58348e-55           1.27603e-55           1.02831e-55           8.28593e-56           6.67773e-56           5.3808e-56            4.33634e-56           3.49435e-56           2.81586e-56           2.26922e-56           1.82847e-56           1.4736e-56            1.18741e-56           9.56914e-57           
