This file contains the contribution function for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   contr_func_lay[0]   contr_func_lay[1]   contr_func_lay[2]   contr_func_lay[3]   contr_func_lay[4]   contr_func_lay[5]   contr_func_lay[6]   contr_func_lay[7]   contr_func_lay[8]   contr_func_lay[9]   contr_func_lay[10]   contr_func_lay[11]   contr_func_lay[12]   contr_func_lay[13]   contr_func_lay[14]   contr_func_lay[15]   contr_func_lay[16]   contr_func_lay[17]   contr_func_lay[18]   contr_func_lay[19]   contr_func_lay[20]   contr_func_lay[21]   contr_func_lay[22]   contr_func_lay[23]   contr_func_lay[24]   contr_func_lay[25]   contr_func_lay[26]   contr_func_lay[27]   contr_func_lay[28]   contr_func_lay[29]   contr_func_lay[30]   contr_func_lay[31]   contr_func_lay[32]   contr_func_lay[33]   contr_func_lay[34]   contr_func_lay[35]   contr_func_lay[36]   contr_func_lay[37]   contr_func_lay[38]   contr_func_lay[39]   contr_func_lay[40]   contr_func_lay[41]   contr_func_lay[42]   contr_func_lay[43]   contr_func_lay[44]   contr_func_lay[45]   contr_func_lay[46]   contr_func_lay[47]   contr_func_lay[48]   contr_func_lay[49]   contr_func_lay[50]   contr_func_lay[51]   contr_func_lay[52]   contr_func_lay[53]   contr_func_lay[54]   contr_func_lay[55]   contr_func_lay[56]   contr_func_lay[57]   contr_func_lay[58]   contr_func_lay[59]   contr_func_lay[60]   contr_func_lay[61]   contr_func_lay[62]   contr_func_lay[63]   contr_func_lay[64]   contr_func_lay[65]   contr_func_lay[66]   contr_func_lay[67]   contr_func_lay[68]   contr_func_lay[69]   contr_func_lay[70]   contr_func_lay[71]   contr_func_lay[72]   contr_func_lay[73]   contr_func_lay[74]   contr_func_lay[75]   contr_func_lay[76]   contr_func_lay[77]   contr_func_lay[78]   contr_func_lay[79]   contr_func_lay[80]   contr_func_lay[81]   contr_func_lay[82]   contr_func_lay[83]   contr_func_lay[84]   contr_func_lay[85]   contr_func_lay[86]   contr_func_lay[87]   contr_func_lay[88]   contr_func_lay[89]   contr_func_lay[90]   contr_func_lay[91]   contr_func_lay[92]   contr_func_lay[93]   contr_func_lay[94]   contr_func_lay[95]   
21      0.464158883       0.425397129          0.0852955522       6.97025e-72           4.65129e-59           6.67213e-49           6.68556e-41           1.20913e-34           8.39461e-30           4.14309e-26           2.38534e-23           2.38948e-21           5.67407e-20           4.13131e-19           1.12757e-18           1.35656e-18           8.16534e-19           2.73374e-19           5.5068e-20            7.04892e-21           6.29437e-22           3.93638e-23           1.77446e-24           6.23099e-26           2.45229e-27           1.01899e-28           4.82702e-30           2.57202e-31           1.55554e-32           1.23797e-33           1.27966e-34           1.6063e-35            2.50974e-36           4.44689e-37           1.14121e-37           3.33322e-38           1.09803e-38           4.13928e-39           2.00794e-39           8.72368e-40           5.23278e-40           3.01761e-40           1.64092e-40           1.14268e-40           8.0255e-41            5.69006e-41           4.0759e-41            2.95244e-41           2.1605e-41            1.59943e-41           1.19669e-41           9.03359e-42           6.88919e-42           5.30867e-42           4.22228e-42           3.36584e-42           2.68865e-42           2.1515e-42            1.72403e-42           1.38278e-42           1.10974e-42           8.91607e-43           7.16719e-43           5.7644e-43            4.63871e-43           3.73304e-43           3.00519e-43           2.41908e-43           1.94818e-43           1.56926e-43           1.26381e-43           1.01804e-43           8.20403e-44           6.60896e-44           5.32359e-44           4.29031e-44           3.45578e-44           2.78505e-44           2.24425e-44           1.80853e-44           1.45743e-44           1.17438e-44           9.46098e-45           7.62345e-45           6.14374e-45           4.95077e-45           3.98952e-45           3.21503e-45           2.5906e-45            2.0878e-45            1.68231e-45           1.35576e-45           1.09251e-45           8.80379e-46           7.09474e-46           5.71673e-46           4.60722e-46           3.71244e-46           2.9918e-46            
22      0.55722648        0.510692681          0.102397998        2.81508e-69           2.48949e-56           4.79175e-46           6.51887e-38           1.62009e-31           1.5675e-26            1.09396e-22           9.03235e-20           1.31565e-17           4.61998e-16           5.05656e-15           2.11071e-14           3.952e-14             3.77277e-14           2.04021e-14           6.7775e-15            1.46716e-15           2.24604e-16           2.47282e-17           2.01997e-18           1.30297e-19           9.13804e-21           6.59009e-22           5.21166e-23           4.52591e-24           4.36523e-25           5.21611e-26           7.69397e-27           1.33274e-27           2.77268e-28           6.45983e-29           2.00453e-29           6.95947e-30           2.68369e-30           1.15488e-30           6.04753e-31           2.96917e-31           1.84734e-31           1.12472e-31           6.66226e-32           4.71657e-32           3.37148e-32           2.43471e-32           1.77705e-32           1.31146e-32           9.77409e-33           7.36245e-33           5.59814e-33           4.28984e-33           3.31516e-33           2.58291e-33           2.05718e-33           1.64178e-33           1.31271e-33           1.05124e-33           8.42894e-34           6.76402e-34           5.43083e-34           4.36479e-34           3.50956e-34           2.82329e-34           2.27229e-34           1.82892e-34           1.4725e-34            1.18545e-34           9.54761e-35           7.69087e-35           6.19433e-35           4.98994e-35           4.02123e-35           3.23952e-35           2.60957e-35           2.10307e-35           1.69406e-35           1.36526e-35           1.10015e-35           8.86557e-36           7.14444e-36           5.7569e-36            4.63803e-36           3.73722e-36           3.01183e-36           2.427e-36             1.95577e-36           1.57609e-36           1.26998e-36           1.0235e-36            8.24716e-37           6.64631e-37           5.35579e-37           4.31586e-37           3.47804e-37           2.8025e-37            2.25858e-37           1.81994e-37           1.46666e-37           
23      0.668954879       0.613090679          0.122929621        3.7036e-67            4.14236e-54           1.01875e-43           1.78832e-35           5.79285e-29           7.39035e-24           6.88312e-20           7.67381e-17           1.52702e-14           7.42795e-13           1.14162e-11           6.78856e-11           1.83727e-10           2.57528e-10           2.07659e-10           1.04644e-10           3.50699e-11           8.41676e-12           1.48444e-12           1.98833e-13           2.13083e-14           2.41552e-15           2.75728e-16           3.34763e-17           4.36716e-18           6.20366e-19           1.04084e-19           2.0666e-20            4.68578e-21           1.23661e-21           3.60736e-22           1.31385e-22           5.27139e-23           2.31525e-23           1.11275e-23           6.22709e-24           3.36862e-24           2.16937e-24           1.38424e-24           8.7527e-25            6.29614e-25           4.5753e-25            3.35936e-25           2.49238e-25           1.8685e-25            1.41347e-25           1.07938e-25           8.30923e-26           6.4389e-26            5.02413e-26           3.94535e-26           3.14658e-26           2.51401e-26           2.01199e-26           1.61243e-26           1.29364e-26           1.03863e-26           8.34278e-27           6.70733e-27           5.39448e-27           4.34058e-27           3.49398e-27           2.81265e-27           2.26476e-27           1.82347e-27           1.46873e-27           1.18315e-27           9.52997e-28           7.6773e-28            6.18688e-28           4.98436e-28           4.01526e-28           3.23592e-28           2.60669e-28           2.10076e-28           1.69283e-28           1.36417e-28           1.09933e-28           8.85829e-29           7.13692e-29           5.75078e-29           4.63455e-29           3.73463e-29           3.00951e-29           2.42527e-29           1.95423e-29           1.57494e-29           1.26906e-29           1.02272e-29           8.2414e-30            6.64117e-30           5.35194e-30           4.31244e-30           3.47547e-30           2.8005e-30            2.25687e-30           
24      0.803085722       0.7360203            0.147578001        1.91031e-65           2.59987e-52           7.84567e-42           1.70379e-33           6.88525e-27           1.10632e-21           1.31065e-17           1.87689e-14           4.84451e-12           3.09183e-10           6.30539e-09           5.03505e-08           1.85226e-07           3.57509e-07           4.0215e-07            2.86742e-07           1.38244e-07           4.82704e-08           1.26059e-08           2.54797e-09           4.17063e-10           7.04803e-11           1.17934e-11           2.04868e-12           3.75126e-13           7.34748e-14           1.63636e-14           4.16548e-15           1.18262e-15           3.80354e-16           1.33477e-16           5.56415e-17           2.51946e-17           1.2323e-17            6.49258e-18           3.84854e-18           2.24905e-18           1.49503e-18           9.92874e-19           6.6019e-19            4.82083e-19           3.55622e-19           2.64971e-19           1.99363e-19           1.51427e-19           1.1594e-19            8.94971e-20           6.9555e-20            5.43556e-20           4.27163e-20           3.37384e-20           2.69429e-20           2.15495e-20           1.72617e-20           1.38433e-20           1.11127e-20           8.9264e-21            7.17305e-21           5.76869e-21           4.64068e-21           3.73482e-21           3.00679e-21           2.4208e-21            1.94944e-21           1.56975e-21           1.26447e-21           1.01864e-21           8.20543e-22           6.61048e-22           5.32717e-22           4.2919e-22            3.45756e-22           2.78647e-22           2.24471e-22           1.80903e-22           1.45776e-22           1.17473e-22           9.46673e-23           7.62818e-23           6.14606e-23           4.95236e-23           3.99111e-23           3.21613e-23           2.59168e-23           2.08855e-23           1.68291e-23           1.35628e-23           1.09287e-23           8.80733e-24           7.09719e-24           5.71914e-24           4.6089e-24            3.71372e-24           2.99295e-24           2.41169e-24           1.94354e-24           
25      0.96411088        0.883598301          0.177168579        4.50193e-64           7.22116e-51           2.58604e-40           6.70988e-32           3.26247e-25           6.3567e-20            9.20651e-16           1.62487e-12           5.21138e-10           4.17174e-08           1.07713e-06           1.0998e-05            5.22565e-05           0.000131677           0.000195486           0.000186134           0.000121461           5.79746e-05           2.09968e-05           5.97695e-06           1.39286e-06           3.28102e-07           7.54945e-08           1.76876e-08           4.29576e-09           1.09847e-09           3.09833e-10           9.7081e-11            3.32511e-11           1.26068e-11           5.151e-12             2.40579e-12           1.20522e-12           6.44405e-13           3.66395e-13           2.28239e-13           1.41882e-13           9.70507e-14           6.66642e-14           4.60958e-14           3.41284e-14           2.55163e-14           1.92563e-14           1.46614e-14           1.12571e-14           8.70333e-15           6.77594e-15           5.30518e-15           4.1727e-15            3.2969e-15            2.61526e-15           2.09105e-15           1.67413e-15           1.34213e-15           1.07704e-15           8.65057e-16           6.95172e-16           5.58836e-16           4.49554e-16           3.61729e-16           2.91176e-16           2.34447e-16           1.8878e-16            1.52037e-16           1.22437e-16           9.86317e-17           7.94589e-17           6.40107e-17           5.15702e-17           4.15587e-17           3.34834e-17           2.69751e-17           2.17394e-17           1.75133e-17           1.41141e-17           1.13734e-17           9.16528e-18           7.38596e-18           5.95152e-18           4.79533e-18           3.86397e-18           3.11398e-18           2.50931e-18           2.0221e-18            1.62955e-18           1.31306e-18           1.05821e-18           8.52685e-19           6.87172e-19           5.53743e-19           4.46223e-19           3.59599e-19           2.89755e-19           2.33518e-19           1.88166e-19           1.5164e-19            
26      1.15742288        1.06076688           0.212692307        5.50165e-63           1.01293e-49           4.18747e-39           1.26132e-30           7.16115e-24           1.63978e-18           2.8098e-14            5.90667e-11           2.27182e-08           2.19779e-06           6.91087e-05           0.000866414           0.0050971             0.0160438             0.0300231             0.0363847             0.0305525             0.0189278             0.00900295            0.00340823            0.00106639            0.000331165           9.93522e-05           2.98794e-05           9.18217e-06           2.92974e-06           1.00628e-06           3.7509e-07            1.50235e-07           6.53202e-08           3.02545e-08           1.55482e-08           8.47529e-09           4.87865e-09           2.95459e-09           1.92066e-09           1.25478e-09           8.80376e-10           6.2207e-10            4.43558e-10           3.32531e-10           2.51579e-10           1.91953e-10           1.47617e-10           1.14352e-10           8.91093e-11           6.9848e-11            5.50049e-11           4.34797e-11           3.44959e-11           2.74541e-11           2.19756e-11           1.76102e-11           1.41285e-11           1.13447e-11           9.1162e-12            7.32884e-12           5.89355e-12           4.74229e-12           3.81661e-12           3.07274e-12           2.47437e-12           1.99263e-12           1.60494e-12           1.29259e-12           1.04133e-12           8.38935e-13           6.7587e-13            5.44531e-13           4.38819e-13           3.53562e-13           2.84847e-13           2.2956e-13            1.84939e-13           1.49045e-13           1.20103e-13           9.6785e-14            7.79955e-14           6.28478e-14           5.06399e-14           4.08046e-14           3.28844e-14           2.6499e-14            2.1354e-14            1.72085e-14           1.38662e-14           1.11749e-14           9.00459e-15           7.25672e-15           5.84767e-15           4.71224e-15           3.79746e-15           3.05989e-15           2.46602e-15           1.98709e-15           1.60136e-15           
27      1.38949549        1.27345919           0.255338828        3.87306e-62           8.00681e-49           3.73422e-38           1.27495e-29           8.24481e-23           2.16186e-17           4.26552e-13           1.03828e-09           4.65034e-07           5.27222e-05           0.00195528            0.0291074             0.204739              0.776169              1.76254               2.61278               2.7078                2.0857                1.24538               0.597934              0.239234              0.0935249             0.035002              0.0129659             0.00484795            0.00185917            0.000752569           0.000324327           0.000148009           7.21265e-05           3.70501e-05           2.06333e-05           1.20685e-05           7.38549e-06           4.71271e-06           3.17723e-06           2.16072e-06           1.55016e-06           1.12149e-06           8.19349e-07           6.21136e-07           4.74796e-07           3.65673e-07           2.83569e-07           2.2128e-07            1.73535e-07           1.36764e-07           1.08195e-07           8.58597e-08           6.83377e-08           5.45266e-08           4.36898e-08           3.50396e-08           2.8131e-08            2.26003e-08           1.81687e-08           1.46117e-08           1.17538e-08           9.45996e-09           7.61479e-09           6.1316e-09            4.93808e-09           3.97709e-09           3.20355e-09           2.58028e-09           2.07883e-09           1.67482e-09           1.34936e-09           1.08717e-09           8.76113e-10           7.05914e-10           5.68735e-10           4.58347e-10           3.69265e-10           2.97595e-10           2.39808e-10           1.93249e-10           1.55732e-10           1.25487e-10           1.01115e-10           8.14759e-11           6.56615e-11           5.29115e-11           4.26382e-11           3.43607e-11           2.76872e-11           2.23134e-11           1.79798e-11           1.44898e-11           1.16763e-11           9.40909e-12           7.58253e-12           6.10978e-12           4.92398e-12           3.96769e-12           3.1975e-12            
28      1.66810054        1.52879802           0.306536321        1.71486e-61           3.90796e-48           2.01706e-37           7.65179e-29           5.52052e-22           1.62212e-16           3.60318e-12           9.91997e-09           5.04931e-06           0.000653991           0.0278561             0.478938              3.9132                17.3366               46.2947               81.2351               100.387               92.7788               66.9973               39.2274               19.2749               9.13055               4.10958               1.81185               0.797886              0.356578              0.16554               0.0805426             0.0409825             0.0219627             0.0122901             0.00732197            0.00454228            0.0029246             0.00194876            0.00135524            0.00095217            0.00069647            0.000513875           0.00038279            0.000293048           0.000226008           0.000175451           0.000137008           0.000107557           8.47873e-05           6.71132e-05           5.32875e-05           4.24179e-05           3.38463e-05           2.70601e-05           2.17015e-05           1.74175e-05           1.39918e-05           1.12462e-05           9.0445e-06            7.27612e-06           5.85457e-06           4.71298e-06           3.79432e-06           3.05569e-06           2.46113e-06           1.98236e-06           1.5969e-06            1.2863e-06            1.03637e-06           8.34979e-07           6.7275e-07            5.42043e-07           4.36814e-07           3.51964e-07           2.83574e-07           2.28534e-07           1.84122e-07           1.48386e-07           1.19572e-07           9.63571e-08           7.76507e-08           6.257e-08             5.04186e-08           4.06262e-08           3.27407e-08           2.63832e-08           2.12606e-08           1.71332e-08           1.38056e-08           1.11261e-08           8.96522e-09           7.225e-09             5.82211e-09           4.69164e-09           3.78086e-09           3.04651e-09           2.45523e-09           1.9784e-09            1.59436e-09           
29      2.00256814        1.83533434           0.367999323        5.14115e-61           1.27163e-47           7.14739e-37           2.96255e-28           2.34346e-21           7.57793e-16           1.8596e-11            5.67823e-08           3.21842e-05           0.0046622             0.223086              4.32902               40.1126               202.549               619.684               1252.65               1793.97               1931.7                1635.72               1130.75               659.909               367.039               192.757               98.3105               49.6366               25.2005               13.1185               7.06484               3.93684               2.28395               1.37205               0.865055              0.563703              0.378615              0.26151               0.186721              0.13472               0.100203              0.0751527             0.0568624             0.0439059             0.0341214             0.0266668             0.0209449             0.0165243             0.0130811             0.0103908             0.00827444            0.00660284            0.00527909            0.00422734            0.0033929             0.00272487            0.0021901             0.00176108            0.00141678            0.00114009            0.000917565           0.000738782           0.000594861           0.000479119           0.000385925           0.000310875           0.000250442           0.000201743           0.000162551           0.000130966           0.000105525           8.50242e-05           6.85181e-05           5.52098e-05           4.44828e-05           3.5849e-05            2.88828e-05           2.3277e-05            1.87571e-05           1.51154e-05           1.21809e-05           9.81524e-06           7.90923e-06           6.37309e-06           5.13607e-06           4.13877e-06           3.33518e-06           2.68771e-06           2.1657e-06            1.74537e-06           1.40639e-06           1.1334e-06            9.13323e-07           7.35984e-07           5.93109e-07           4.7791e-07            3.85156e-07           3.10355e-07           2.5011e-07            
30      2.40409918        2.20333366           0.441786153        1.11068e-60           2.94287e-47           1.77688e-36           7.9343e-28            6.7812e-21            2.37666e-15           6.34182e-11           2.11262e-07           0.00013108            0.0208622             1.10087               23.651                243.6                 1373.06               4709.58               10722                 17379.7               21276.6               20593.4               16363.7               11032.8               7020                  4195.41               2417.68               1368.78               773.079               442.925               259.725               156.165               96.8129               61.6929               40.7931               27.6995               19.2717               13.7145               10.0138               7.38416               5.5717                4.23619               3.24598               2.52506               1.9752                1.55242               1.22524               0.970596              0.771011              0.614201              0.490258              0.391992              0.313906              0.251687              0.202146              0.162436              0.130618              0.105069              0.0845519             0.0680558             0.0547842             0.0441167             0.0355267             0.0286173             0.0230525             0.0185708             0.0149615             0.0120529             0.00971171            0.00782479            0.00630497            0.00508019            0.00409395            0.00329884            0.00265794            0.00214205            0.00172584            0.00139087            0.00112079            0.00090319            0.000727848           0.000586491           0.000472609           0.000380818           0.000306902           0.000247308           0.000199291           0.000160602           0.00012941            0.000104293           8.40375e-05           6.77251e-05           5.45748e-05           4.39781e-05           3.54407e-05           2.85571e-05           2.30147e-05           1.8545e-05            1.49451e-05           
31      2.88614044        2.64511981           0.530367836        1.82284e-60           5.11648e-47           3.28045e-36           1.55923e-27           1.42207e-20           5.33267e-15           1.52668e-10           5.47181e-07           0.000366327           0.0631044             3.61549               84.6135               952.578               5889.53               22239.8               55955.4               100651                137262                148653                132785                101074                72001.2               47963.4               30625.1               19087.5               11787.1               7318.74               4609.66               2954.11               1936.09               1295.95               891.962               626.937               449.223               327.744               243.891               183.102               139.87                107.563               83.2738               65.1965               51.284                40.4998               32.0936               25.5098               20.3218               16.2267               12.9771               10.3927               8.33322               6.68838               5.37511               4.32133               3.47625               2.79716               2.25153               1.81264               1.45942               1.1754                0.94664               0.762602              0.614347              0.494941              0.398766              0.321257              0.258863              0.208571              0.168065              0.135419              0.10913               0.0879364             0.0708532             0.057101              0.0460067             0.0370773             0.0298776             0.0240769             0.0194027             0.0156344             0.0125988             0.0101519             0.00818138            0.00659275            0.00531269            0.00428133            0.0034498             0.00278024            0.00224027            0.00180541            0.00145485            0.00117237            0.000944779           0.000761275           0.000613525           0.000494372           0.000398406           
32      3.46483486        3.17548765           0.636710861        2.37748e-60           7.00221e-47           4.72039e-36           2.36396e-27           2.27649e-20           9.03415e-15           2.7435e-10            1.04554e-06           0.000746095           0.137353              8.43251               212.057               2572.66               17192.1               70386.5               192624                378180                564752                672239                662563                558506                437479                319262                222217                150150                99934.4               66388.3               44406.2               30023.3               20617.4               14380                 10237.4               7407.34               5440.23               4052.55               3064.64               2335.22               1802.74               1399.62               1092.78               860.3                 679.936               539.121               428.668               341.689               272.84                218.278               174.842               140.206               112.54                90.4021               72.6894               58.4635               47.0467               37.8663               30.4867               24.5483               19.7678               15.9226               12.8249               10.3324               8.32413               6.70658               5.4036                4.35346               3.50803               2.82652               2.27766               1.83526               1.47897               1.19177               0.960256              0.773876              0.623525              0.502506              0.404929              0.326312              0.262963              0.211892              0.170753              0.137589              0.110883              0.0893522             0.0720035             0.0580253             0.0467556             0.0376809             0.0303626             0.024469              0.0197178             0.0158892             0.0128047             0.0103176             0.00831517            0.00670027            0.00539964            
33      4.15956216        3.81219851           0.764376519        2.56176e-60           7.85188e-47           5.51822e-36           2.8862e-27            2.90818e-20           1.20992e-14           3.85974e-10           1.54835e-06           0.00116551            0.226842              14.7568               394.158               5091.48               36319.1               159141                467389                987646                1.59188e+06           2.05154e+06           2.19636e+06           2.01733e+06           1.71147e+06           1.34859e+06           1.00932e+06           729925                517364                363794                255975                181036                129299                93343.1               68373.1               50693.8               38010.5               28812.8               22088.3               17040.1               13273.4               10387.9               8167.28               6460.42               5126.62               4078.73               3252.3                2598.48               2078.94               1665.85               1336.09               1072.56               861.666               692.645               557.184               448.302               360.865               290.516               233.942               188.403               151.734               122.232               98.4593               79.3292               63.9132               51.4959               41.4924               33.4299               26.9386               21.7054               17.4909               14.0938               11.3577               9.1522                7.3744                5.94308               4.78849               3.8591                3.10974               2.50598               2.01948               1.62727               1.31135               1.05666               0.85156               0.686207              0.552972              0.445622              0.359073              0.289381              0.233179              0.187917              0.151429              0.122026              0.0983374             0.0792374             0.0638588             0.0514567             0.0414681             
34      4.99358789        4.57657503           0.91764017         2.35811e-60           7.46837e-47           5.43171e-36           2.9446e-27            3.08021e-20           1.33261e-14           4.4284e-10            1.85383e-06           0.00145889            0.297418              20.3061               570.398               7764.9                58499.9               271337                845511                1.90032e+06           3.26559e+06           4.49889e+06           5.16293e+06           5.09676e+06           4.62397e+06           3.88629e+06           3.09165e+06           2.36728e+06           1.769e+06             1.30481e+06           958081                703748                519502                386030                289641                219203                167244                128641                99764.8               77758.6               61035.9               48088.5               38027.7               30203.1               24049.8               19188.9               15337.3               12278                 9839.05               7894.43               6338.5                5092.85               4094.35               3293.08               2650.08               2132.88               1717.32               1382.82               1113.72               897.042               722.532               582.098               468.918               377.832               304.42                245.285               197.643               159.243               128.324               103.396               83.3218               67.1393               54.1053               43.5993               35.1305               28.3119               22.8119               18.3843               14.8145               11.9382               9.62058               7.75215               6.24719               5.03385               4.05678               3.26905               2.63433               2.12292               1.7106                1.3786                1.11085               0.895224              0.721397              0.581324              0.468473              0.377482              0.30422               0.245137              0.197552              
35      5.9948425         5.4942152            1.10163442         1.90877e-60           6.2084e-47            4.64324e-36           2.59192e-27           2.79569e-20           1.24897e-14           4.29225e-10           1.86109e-06           0.00151937            0.321863              22.8734               669.958               9527.02               75117.4               365343                1.19615e+06           2.83062e+06           5.13222e+06           7.47677e+06           9.09464e+06           9.538e+06             9.15408e+06           8.1217e+06            6.80095e+06           5.46348e+06           4.26796e+06           3.27708e+06           2.49412e+06           1.89128e+06           1.43543e+06           1.09279e+06           836703                644255                498776                388378                304161                239109                188912                149678                118932                94788.8               75697.2               60543.4               48487.8               38879.7               31198.5               25059.8               20138.6               16192.9               13025.7               10481.5               8437.72               6792.81               5470.54               4405.72               3548.85               2858.74               2302.83               1855.38               1494.72               1204.43               970.446               781.959               630.092               507.684               409.117               329.647               265.65                214.058               172.502               139.007               112.008               90.2676               72.7323               58.6157               47.2337               38.0633               30.6738               24.7166               19.9184               16.0498               12.9345               10.423                8.39923               6.76866               5.45405               4.39548               3.54181               2.85431               2.30009               1.85348               1.49367               1.20356               0.969967              0.781589              0.629869              
36      7.19685673        6.59584962           1.322521           1.39255e-60           4.62753e-47           3.53978e-36           2.02328e-27           2.23723e-20           1.02588e-14           3.62332e-10           1.61674e-06           0.00136012            0.297334              21.8373               662.025               9759.36               79899.9               404181                1.37874e+06           3.40552e+06           6.45648e+06           9.85447e+06           1.25835e+07           1.38813e+07           1.39645e+07           1.2964e+07            1.13323e+07           9.47724e+06           7.6839e+06            6.10217e+06           4.78621e+06           3.7276e+06            2.89586e+06           2.2498e+06            1.75218e+06           1.36888e+06           1.07284e+06           844002                666468                527684                419214                333718                266224                212809                170366                136537                109533                87948.3               70652.5               56802.4               45681.5               36753.5               29579.3               23811.1               19173.6               15439.2               12436.2               10017                 8069.76               6501.16               5237.39               4220                  3399.85               2739.69               2207.51               1778.8                1433.36               1154.93               930.713               749.929               604.348               486.981               392.441               316.243               254.82                205.361               165.469               133.353               107.459               86.5954               69.7841               56.2312               45.3154               36.5142               29.4268               23.7128               19.1087               15.3991               12.4083               9.99997               8.05781               6.49372               5.23282               4.21677               3.39818               2.73816               2.20673               1.77816               1.43299               
37      8.63988449        7.91837061           1.58769711         9.34786e-61           3.16001e-47           2.46119e-36           1.4337e-27            1.61725e-20           7.57301e-15           2.73435e-10           1.24865e-06           0.00107631            0.241374              18.2084               567.725               8619.1                72772.8               380197                1.34145e+06           3.43253e+06           6.75219e+06           1.07109e+07           1.42392e+07           1.63815e+07           1.71375e+07           1.65215e+07           1.49688e+07           1.29458e+07           1.0827e+07            8.84392e+06           7.11367e+06           5.66547e+06           4.488e+06             3.54637e+06           2.80172e+06           2.21559e+06           1.75435e+06           1.39204e+06           1.10689e+06           881624                703670                562373                450117                360709                289367                232305                186620                150016                120627                97053.9               78100.2               62868                 50616.7               40759.1               32828.6               26440                 21300.6               17159.2               13824.9               11138.5               8973.93               7231.1                5825.99               4694.9                3783.01               3048.41               2456.46               1979.32               1595.08               1285.25               1035.76               834.619               672.592               542.001               436.732               351.965               283.596               228.553               184.173               148.416               119.603               96.3744               77.6664               62.5819               50.4348               40.6415               32.7505               26.3926               21.2666               17.139                13.8103               11.1296               8.96856               7.22715               5.82416               4.69294               3.78212               3.04759               2.45601               
38      10.372251         9.50606772           1.90604318         5.87262e-61           2.01242e-47           1.59001e-36           9.40311e-28           1.07769e-20           5.13163e-15           1.88579e-10           8.77271e-07           0.000771078           0.176506              13.6052               433.919               6746.3                58401.1               313216                1.13592e+06           2.99161e+06           6.06513e+06           9.92996e+06           1.36453e+07           1.62508e+07           1.75588e+07           1.74641e+07           1.62992e+07           1.44943e+07           1.24382e+07           1.04006e+07           8.54298e+06           6.93148e+06           5.58079e+06           4.4725e+06            3.57578e+06           2.85651e+06           2.28126e+06           1.82311e+06           1.45812e+06           1.16712e+06           935194                749865                601825                483302                388387                312245                251131                202065                162606                130911                105399                84877.8               68360.1               55061.6               44357.3               35730.9               28789.5               23194.5               18689                 15058.5               12132.9               9776.97               7877.44               6348.26               5115.34               4122.1                3321.71               2676.55               2156.97               1738.02               1400.65               1128.65               909.543               732.95                590.597               475.966               383.512               309.076               249.06                200.705               161.741               130.329               105.03                84.631                68.2041               54.9604               44.2893               35.6913               28.7593               23.1775               18.676                15.0508               12.1284               9.77344               7.87615               6.34638               5.11465               4.12133               3.32131               
39      12.4519708        11.4121109           2.28822019         3.50043e-61           1.21253e-47           9.68967e-37           5.79939e-28           6.73105e-21           3.24803e-15           1.21043e-10           5.71465e-07           0.000510154           0.118705              9.30877               302.322               4790.81               42313.1               231769                859378                2.31662e+06           4.81286e+06           8.08449e+06           1.14125e+07           1.39805e+07           1.55097e+07           1.58253e+07           1.51335e+07           1.37689e+07           1.20687e+07           1.0288e+07            8.59798e+06           7.084e+06             5.78063e+06           4.6869e+06            3.78439e+06           3.04862e+06           2.45196e+06           1.97114e+06           1.58416e+06           1.27318e+06           1.02351e+06           822910                661937                532512                428553                344944                277699                223617                180064                145041                116824                94110.9               75817.1               61081.4               49215.1               39649.5               31950.4               25743.3               20744.2               16715.5               13468.6               10853.7               8745.24               7047.78               5679.1                4576.47               3687.9                2971.65               2394.81               1929.67               1555.12               1253.12               1009.85               813.786               655.735               528.461               425.812               343.167               276.531               222.842               179.58                144.704               116.615               93.9659               75.7272               61.0227               49.1745               39.6281               31.9315               25.734                20.736                16.711                13.4662               10.8515               8.74491               7.0464                5.67881               4.57592               3.68766               
40      14.9486913        13.7003311           2.74702678         2.00133e-61           6.99199e-48           5.63807e-37           3.40663e-28           3.99363e-21           1.94751e-15           7.33879e-11           3.50554e-07           0.000316826           0.0746843             5.93741               195.63                3147.53               28247.5               157352                593877                1.63104e+06           3.45566e+06           5.92566e+06           8.54832e+06           1.07131e+07           1.21412e+07           1.26474e+07           1.2336e+07            1.14343e+07           1.01967e+07           8.83004e+06           7.4845e+06            6.24445e+06           5.15179e+06           4.21701e+06           3.43268e+06           2.78438e+06           2.25246e+06           1.81955e+06           1.46815e+06           1.18389e+06           954288                768969                619685                499248                402262                324098                261123                210405                169514                136601                110063                88689.3               71465.3               57585.6               46405                 37389.8               30132.3               24280.2               19566.4               15767.1               12705                 10238.7               8249.89               6648.71               5357.61               4317.46               3479.22               2803.52               2259.34               1820.51               1467.16               1182.25               952.736               767.762               618.653               498.576               401.733               323.761               260.893               210.241               169.425               136.521               110.021               88.6527               71.4452               57.5722               46.3939               37.3874               30.126                24.2789               19.5635               15.7661               12.7047               10.2379               8.25043               6.64796               5.35771               4.31718               3.47915               
