This file contains the upward spectral flux (per wavelength) at each interface. 
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_up[0]   F_up[1]   F_up[2]   F_up[3]   F_up[4]   F_up[5]   F_up[6]   F_up[7]   F_up[8]   F_up[9]   F_up[10]   F_up[11]   F_up[12]   F_up[13]   F_up[14]   F_up[15]   F_up[16]   F_up[17]   F_up[18]   F_up[19]   F_up[20]   F_up[21]   F_up[22]   F_up[23]   F_up[24]   F_up[25]   F_up[26]   F_up[27]   F_up[28]   F_up[29]   F_up[30]   F_up[31]   F_up[32]   F_up[33]   F_up[34]   F_up[35]   F_up[36]   F_up[37]   F_up[38]   F_up[39]   F_up[40]   F_up[41]   F_up[42]   F_up[43]   F_up[44]   F_up[45]   F_up[46]   F_up[47]   F_up[48]   F_up[49]   F_up[50]   F_up[51]   F_up[52]   F_up[53]   F_up[54]   F_up[55]   F_up[56]   F_up[57]   F_up[58]   F_up[59]   F_up[60]   F_up[61]   F_up[62]   F_up[63]   F_up[64]   F_up[65]   F_up[66]   F_up[67]   F_up[68]   F_up[69]   F_up[70]   F_up[71]   F_up[72]   F_up[73]   F_up[74]   F_up[75]   F_up[76]   F_up[77]   F_up[78]   F_up[79]   F_up[80]   F_up[81]   F_up[82]   F_up[83]   F_up[84]   F_up[85]   F_up[86]   F_up[87]   F_up[88]   F_up[89]   F_up[90]   F_up[91]   F_up[92]   F_up[93]   F_up[94]   F_up[95]   F_up[96]   
10      0.0621800109      0.0569873788         0.0114264286       9.06475398e-109 2.08950432e-111 6.91414154e-117 1.21391110e-122 1.34221465e-128 1.04163914e-134 2.28578408e-140 5.56926712e-145 1.06679299e-148 1.07672315e-151 4.14764555e-154 4.70269989e-156 1.27209460e-157 6.93777471e-159 6.65434973e-160 1.00623513e-160 2.19568441e-161 6.43866648e-162 2.39601035e-162 1.08021593e-162 5.68501796e-163 3.38892113e-163 2.23366830e-163 1.59634079e-163 1.21774466e-163 9.79084539e-164 8.21243612e-164 7.12775047e-164 6.35878030e-164 5.79992389e-164 5.38552102e-164 5.07321452e-164 4.83479041e-164 4.65082114e-164 4.50768769e-164 4.39554928e-164 4.30721820e-164 4.23733133e-164 4.18183748e-164 4.13765123e-164 4.10238083e-164 4.07417923e-164 4.05159311e-164 4.03348361e-164 4.01894944e-164 4.00727479e-164 3.99789245e-164 3.99034700e-164 3.98427730e-164 3.97939257e-164 3.97546063e-164 3.97229504e-164 3.96974577e-164 3.96769287e-164 3.96603915e-164 3.96470709e-164 3.96363395e-164 3.96276937e-164 3.96207283e-164 3.96151158e-164 3.96105940e-164 3.96069502e-164 3.96040143e-164 3.96016485e-164 3.95997421e-164 3.95982060e-164 3.95969681e-164 3.95959707e-164 3.95951669e-164 3.95945191e-164 3.95939972e-164 3.95935766e-164 3.95932376e-164 3.95929645e-164 3.95927444e-164 3.95925671e-164 3.95924241e-164 3.95923089e-164 3.95922161e-164 3.95921413e-164 3.95920811e-164 3.95920325e-164 3.95919934e-164 3.95919618e-164 3.95919364e-164 3.95919159e-164 3.95918994e-164 3.95918861e-164 3.95918754e-164 3.95918668e-164 3.95918598e-164 3.95918542e-164 3.95918497e-164 3.95918460e-164 3.95918431e-164 3.95918407e-164 3.95918388e-164 
11      0.0746476041      0.0684138075         0.0137175197       9.49248657e-88  5.96805235e-90  1.60752925e-94  2.58639906e-99  2.79819844e-104 2.06436670e-109 1.22650392e-114 3.18070155e-119 6.09537237e-123 6.15211315e-126 2.36985568e-128 2.68699914e-130 7.26841428e-132 3.96406215e-133 3.80212057e-134 5.74936311e-135 1.25455637e-135 3.67888483e-136 1.36901735e-136 6.17206995e-137 3.24826987e-137 1.93634048e-137 1.27625937e-137 9.12107179e-138 6.95787300e-138 5.59423177e-138 4.69237019e-138 4.07260931e-138 3.63323997e-138 3.31392410e-138 3.07714519e-138 2.89870146e-138 2.76247219e-138 2.65735699e-138 2.57557429e-138 2.51150135e-138 2.46103129e-138 2.42109977e-138 2.38939205e-138 2.36414518e-138 2.34399260e-138 2.32787895e-138 2.31497383e-138 2.30462654e-138 2.29632210e-138 2.28965151e-138 2.28429069e-138 2.27997942e-138 2.27651135e-138 2.27372034e-138 2.27147374e-138 2.26966500e-138 2.26820841e-138 2.26703544e-138 2.26609055e-138 2.26532944e-138 2.26471628e-138 2.26422228e-138 2.26382430e-138 2.26350361e-138 2.26324525e-138 2.26303706e-138 2.26286930e-138 2.26273413e-138 2.26262520e-138 2.26253743e-138 2.26246670e-138 2.26240971e-138 2.26236378e-138 2.26232678e-138 2.26229695e-138 2.26227292e-138 2.26225355e-138 2.26223795e-138 2.26222537e-138 2.26221524e-138 2.26220707e-138 2.26220049e-138 2.26219519e-138 2.26219091e-138 2.26218747e-138 2.26218470e-138 2.26218246e-138 2.26218066e-138 2.26217921e-138 2.26217803e-138 2.26217709e-138 2.26217633e-138 2.26217572e-138 2.26217523e-138 2.26217483e-138 2.26217451e-138 2.26217425e-138 2.26217404e-138 2.26217387e-138 2.26217374e-138 2.26217363e-138 
12      0.0896150502      0.0821313271         0.0164679929       2.71719852e-70  3.94852102e-72  6.10621185e-76  6.20538794e-80  4.49516408e-84  2.32804558e-88  7.94333930e-93  3.44925359e-97  6.80745652e-101 6.87263644e-104 2.64740942e-106 3.00169622e-108 8.11967944e-110 4.42832683e-111 4.24741890e-112 6.42271941e-113 1.40148803e-113 4.10974999e-114 1.52935449e-114 6.89493300e-115 3.62870209e-115 2.16312161e-115 1.42573285e-115 1.01893173e-115 7.77276805e-116 6.24941933e-116 5.24193315e-116 4.54958686e-116 4.05875927e-116 3.70204564e-116 3.43753556e-116 3.23819278e-116 3.08600855e-116 2.96858242e-116 2.87722147e-116 2.80564441e-116 2.74926338e-116 2.70465514e-116 2.66923386e-116 2.64103012e-116 2.61851730e-116 2.60051645e-116 2.58609990e-116 2.57454075e-116 2.56526370e-116 2.55781187e-116 2.55182319e-116 2.54700699e-116 2.54313275e-116 2.54001487e-116 2.53750514e-116 2.53548457e-116 2.53385739e-116 2.53254704e-116 2.53149148e-116 2.53064124e-116 2.52995626e-116 2.52940441e-116 2.52895981e-116 2.52860157e-116 2.52831295e-116 2.52808037e-116 2.52789297e-116 2.52774196e-116 2.52762028e-116 2.52752223e-116 2.52744322e-116 2.52737955e-116 2.52732825e-116 2.52728690e-116 2.52725359e-116 2.52722674e-116 2.52720511e-116 2.52718767e-116 2.52717362e-116 2.52716230e-116 2.52715318e-116 2.52714583e-116 2.52713990e-116 2.52713513e-116 2.52713128e-116 2.52712818e-116 2.52712568e-116 2.52712367e-116 2.52712205e-116 2.52712074e-116 2.52711969e-116 2.52711884e-116 2.52711815e-116 2.52711760e-116 2.52711716e-116 2.52711680e-116 2.52711651e-116 2.52711628e-116 2.52711609e-116 2.52711594e-116 2.52711582e-116 
13      0.10758359        0.09859932           0.0197699582       8.37041611e-56  2.44790863e-57  1.62445315e-60  7.65063894e-64  2.70239893e-67  7.15921061e-71  1.30270857e-74  1.89138682e-78  4.97170342e-82  5.10150883e-85  1.96548033e-87  2.22850950e-89  6.02818589e-91  3.28766394e-92  3.15335487e-93  4.76833436e-94  1.04048816e-94  3.05114716e-95  1.13541837e-95  5.11891364e-96  2.69400915e-96  1.60593768e-96  1.05848792e-96  7.56471964e-97  5.77063307e-97  4.63967349e-97  3.89169889e-97  3.37768942e-97  3.01329081e-97  2.74846063e-97  2.55208392e-97  2.40408851e-97  2.29110439e-97  2.20392527e-97  2.13609737e-97  2.08295736e-97  2.04109914e-97  2.00798123e-97  1.98168388e-97  1.96074496e-97  1.94403106e-97  1.93066693e-97  1.91996384e-97  1.91138214e-97  1.90449470e-97  1.89896233e-97  1.89451624e-97  1.89094061e-97  1.88806431e-97  1.88574954e-97  1.88388628e-97  1.88238617e-97  1.88117813e-97  1.88020530e-97  1.87942164e-97  1.87879040e-97  1.87828186e-97  1.87787216e-97  1.87754208e-97  1.87727612e-97  1.87706184e-97  1.87688917e-97  1.87675004e-97  1.87663793e-97  1.87654759e-97  1.87647480e-97  1.87641614e-97  1.87636887e-97  1.87633078e-97  1.87630009e-97  1.87627535e-97  1.87625542e-97  1.87623936e-97  1.87622642e-97  1.87621599e-97  1.87620758e-97  1.87620081e-97  1.87619535e-97  1.87619095e-97  1.87618741e-97  1.87618455e-97  1.87618225e-97  1.87618040e-97  1.87617890e-97  1.87617770e-97  1.87617673e-97  1.87617595e-97  1.87617532e-97  1.87617481e-97  1.87617440e-97  1.87617407e-97  1.87617380e-97  1.87617359e-97  1.87617342e-97  1.87617328e-97  1.87617316e-97  1.87617307e-97  
14      0.129154967       0.118369278          0.0237339941       8.69039455e-44  4.55576100e-45  1.01770689e-47  1.71698353e-50  2.27023839e-53  2.34909821e-56  1.77630004e-59  1.01219014e-62  5.87670232e-66  7.14392094e-69  2.77752386e-71  3.14959711e-73  8.51975965e-75  4.64652337e-76  4.45670158e-77  6.73918546e-78  1.47054342e-78  4.31224932e-79  1.60471024e-79  7.23466640e-80  3.80749879e-80  2.26970490e-80  1.49598285e-80  1.06913745e-80  8.15575494e-81  6.55734639e-81  5.50021843e-81  4.77375823e-81  4.25874615e-81  3.88445619e-81  3.60691293e-81  3.39774796e-81  3.23806517e-81  3.11485311e-81  3.01899054e-81  2.94388667e-81  2.88472758e-81  2.83792136e-81  2.80075477e-81  2.77116136e-81  2.74753926e-81  2.72865145e-81  2.71352456e-81  2.70139586e-81  2.69166170e-81  2.68384270e-81  2.67755894e-81  2.67250543e-81  2.66844029e-81  2.66516879e-81  2.66253540e-81  2.66041526e-81  2.65870791e-81  2.65733299e-81  2.65622543e-81  2.65533329e-81  2.65461456e-81  2.65403552e-81  2.65356901e-81  2.65319312e-81  2.65289028e-81  2.65264624e-81  2.65244961e-81  2.65229116e-81  2.65216348e-81  2.65206060e-81  2.65197769e-81  2.65191089e-81  2.65185706e-81  2.65181368e-81  2.65177872e-81  2.65175055e-81  2.65172785e-81  2.65170956e-81  2.65169482e-81  2.65168294e-81  2.65167336e-81  2.65166565e-81  2.65165943e-81  2.65165443e-81  2.65165039e-81  2.65164714e-81  2.65164451e-81  2.65164240e-81  2.65164070e-81  2.65163933e-81  2.65163822e-81  2.65163733e-81  2.65163661e-81  2.65163604e-81  2.65163557e-81  2.65163519e-81  2.65163489e-81  2.65163465e-81  2.65163445e-81  2.65163429e-81  2.65163416e-81  
15      0.155051578       0.142103272          0.0284928511       7.87042739e-34  6.71414649e-35  4.12389527e-37  2.01180757e-39  7.98824935e-42  2.57575522e-44  6.41121730e-47  1.23690891e-49  2.05246391e-52  4.20130077e-55  1.80139822e-57  2.05406766e-59  5.55685636e-61  3.03061113e-62  2.90680329e-63  4.39551228e-64  9.59135443e-65  2.81258691e-65  1.04664333e-65  4.71868079e-66  2.48337247e-66  1.48037412e-66  9.75727855e-67  6.97325638e-67  5.31944419e-67  4.27691101e-67  3.58741836e-67  3.11359778e-67  2.77769043e-67  2.53356655e-67  2.35254396e-67  2.21611988e-67  2.11196965e-67  2.03160681e-67  1.96908218e-67  1.92009703e-67  1.88151158e-67  1.85098307e-67  1.82674183e-67  1.80744006e-67  1.79203297e-67  1.77971374e-67  1.76984750e-67  1.76193677e-67  1.75558784e-67  1.75048803e-67  1.74638957e-67  1.74309351e-67  1.74044209e-67  1.73830831e-67  1.73659073e-67  1.73520791e-67  1.73409432e-67  1.73319756e-67  1.73247517e-67  1.73189329e-67  1.73142451e-67  1.73104684e-67  1.73074257e-67  1.73049740e-67  1.73029988e-67  1.73014071e-67  1.73001246e-67  1.72990911e-67  1.72982584e-67  1.72975874e-67  1.72970466e-67  1.72966109e-67  1.72962598e-67  1.72959768e-67  1.72957488e-67  1.72955651e-67  1.72954170e-67  1.72952977e-67  1.72952016e-67  1.72951241e-67  1.72950617e-67  1.72950114e-67  1.72949708e-67  1.72949381e-67  1.72949118e-67  1.72948906e-67  1.72948735e-67  1.72948597e-67  1.72948486e-67  1.72948397e-67  1.72948325e-67  1.72948267e-67  1.72948220e-67  1.72948182e-67  1.72948152e-67  1.72948127e-67  1.72948107e-67  1.72948091e-67  1.72948079e-67  1.72948068e-67  1.72948060e-67  
16      0.186140669       0.170596123          0.0342058974       1.37299589e-25  1.75810626e-26  2.50810111e-28  2.96067290e-30  2.93814853e-32  2.44463880e-34  1.64324839e-36  8.90035243e-39  4.05013038e-41  1.79738517e-43  1.07673729e-45  1.30350788e-47  3.53973154e-49  1.93067847e-50  1.85180716e-51  2.80020363e-52  6.11026516e-53  1.79178571e-53  6.66774265e-54  3.00608126e-54  1.58205647e-54  9.43086658e-55  6.21596873e-55  4.44238046e-55  3.38880340e-55  2.72464755e-55  2.28539958e-55  1.98354760e-55  1.76955457e-55  1.61403309e-55  1.49871090e-55  1.41180061e-55  1.34545071e-55  1.29425478e-55  1.25442286e-55  1.22321639e-55  1.19863516e-55  1.17918668e-55  1.16374356e-55  1.15144718e-55  1.14163195e-55  1.13378386e-55  1.12749848e-55  1.12245887e-55  1.11841422e-55  1.11516534e-55  1.11255437e-55  1.11045459e-55  1.10876548e-55  1.10740613e-55  1.10631193e-55  1.10543099e-55  1.10472157e-55  1.10415028e-55  1.10369007e-55  1.10331938e-55  1.10302074e-55  1.10278014e-55  1.10258630e-55  1.10243012e-55  1.10230428e-55  1.10220288e-55  1.10212118e-55  1.10205534e-55  1.10200229e-55  1.10195954e-55  1.10192509e-55  1.10189734e-55  1.10187497e-55  1.10185694e-55  1.10184242e-55  1.10183071e-55  1.10182128e-55  1.10181368e-55  1.10180755e-55  1.10180262e-55  1.10179864e-55  1.10179544e-55  1.10179285e-55  1.10179077e-55  1.10178909e-55  1.10178774e-55  1.10178665e-55  1.10178578e-55  1.10178507e-55  1.10178450e-55  1.10178404e-55  1.10178367e-55  1.10178337e-55  1.10178313e-55  1.10178294e-55  1.10178278e-55  1.10178265e-55  1.10178255e-55  1.10178247e-55  1.10178241e-55  1.10178235e-55  
17      0.223463373       0.204802021          0.0410644554       8.92614375e-19  1.60369399e-19  4.61666037e-21  1.13704440e-22  2.42010551e-24  4.43872678e-26  6.82751154e-28  8.76995289e-30  9.59344182e-32  9.52101269e-34  9.94355487e-36  1.50084385e-37  4.23803905e-39  2.31810625e-40  2.22360456e-41  3.36242033e-42  7.33706641e-43  2.15153523e-43  8.00647261e-44  3.60963350e-44  1.89969716e-44  1.13243685e-44  7.46399284e-45  5.33430868e-45  4.06919748e-45  3.27169436e-45  2.74425546e-45  2.38179851e-45  2.12484058e-45  1.93809395e-45  1.79961771e-45  1.69525783e-45  1.61558638e-45  1.55411149e-45  1.50628222e-45  1.46881022e-45  1.43929364e-45  1.41594034e-45  1.39739660e-45  1.38263139e-45  1.37084549e-45  1.36142168e-45  1.35387434e-45  1.34782289e-45  1.34296618e-45  1.33906499e-45  1.33592980e-45  1.33340843e-45  1.33138018e-45  1.32974791e-45  1.32843402e-45  1.32737621e-45  1.32652435e-45  1.32583836e-45  1.32528575e-45  1.32484063e-45  1.32448203e-45  1.32419313e-45  1.32396037e-45  1.32377283e-45  1.32362173e-45  1.32349997e-45  1.32340186e-45  1.32332280e-45  1.32325910e-45  1.32320777e-45  1.32316641e-45  1.32313308e-45  1.32310622e-45  1.32308457e-45  1.32306713e-45  1.32305307e-45  1.32304175e-45  1.32303262e-45  1.32302527e-45  1.32301934e-45  1.32301456e-45  1.32301072e-45  1.32300761e-45  1.32300512e-45  1.32300310e-45  1.32300148e-45  1.32300017e-45  1.32299912e-45  1.32299827e-45  1.32299758e-45  1.32299703e-45  1.32299659e-45  1.32299623e-45  1.32299594e-45  1.32299571e-45  1.32299552e-45  1.32299537e-45  1.32299525e-45  1.32299515e-45  1.32299507e-45  1.32299501e-45  
18      0.26826958        0.245866476          0.0492982096       3.74762277e-13  8.92961733e-14  4.61357860e-15  2.09574785e-16  8.42182283e-18  2.98551382e-19  9.15223853e-21  2.41555992e-22  5.54470760e-24  1.13970780e-25  2.23101854e-27  5.01744375e-29  1.64396821e-30  9.23810469e-32  8.88159545e-33  1.34315773e-33  2.93088253e-34  8.59457560e-35  3.19828527e-35  1.44191309e-35  7.58857705e-36  4.52366014e-36  2.98158496e-36  2.13085608e-36  1.62549165e-36  1.30691908e-36  1.09622704e-36  9.51439098e-37  8.48794052e-37  7.74195783e-37  7.18879721e-37  6.77191868e-37  6.45366115e-37  6.20809201e-37  6.01703207e-37  5.86734548e-37  5.74943781e-37  5.65615016e-37  5.58207488e-37  5.52309341e-37  5.47601313e-37  5.43836858e-37  5.40821977e-37  5.38404653e-37  5.36464576e-37  5.34906200e-37  5.33653809e-37  5.32646614e-37  5.31836407e-37  5.31184376e-37  5.30659526e-37  5.30236969e-37  5.29896684e-37  5.29622655e-37  5.29401910e-37  5.29224102e-37  5.29080854e-37  5.28965448e-37  5.28872470e-37  5.28797553e-37  5.28737195e-37  5.28688556e-37  5.28649366e-37  5.28617786e-37  5.28592339e-37  5.28571835e-37  5.28555311e-37  5.28541997e-37  5.28531267e-37  5.28522621e-37  5.28515654e-37  5.28510039e-37  5.28505515e-37  5.28501869e-37  5.28498931e-37  5.28496564e-37  5.28494656e-37  5.28493119e-37  5.28491880e-37  5.28490881e-37  5.28490077e-37  5.28489428e-37  5.28488906e-37  5.28488485e-37  5.28488146e-37  5.28487872e-37  5.28487652e-37  5.28487475e-37  5.28487331e-37  5.28487216e-37  5.28487123e-37  5.28487048e-37  5.28486988e-37  5.28486939e-37  5.28486900e-37  5.28486869e-37  5.28486843e-37  
19      0.322059792       0.295164686          0.0591828978       1.60646491e-08  4.84340993e-09  4.07310411e-10  3.07972446e-11  2.10116052e-12  1.29008034e-13  7.02432924e-15  3.37797982e-16  1.44246971e-17  5.54945157e-19  1.97206214e-20  7.17950167e-22  3.13010442e-23  1.94944460e-24  1.91115062e-25  2.89584516e-26  6.31965507e-27  1.85319407e-27  6.89626109e-28  3.10910638e-28  1.63627708e-28  9.75408346e-29  6.42900387e-29  4.59463077e-29  3.50494526e-29  2.81802731e-29  2.36372533e-29  2.05152821e-29  1.83020116e-29  1.66934961e-29  1.55007507e-29  1.46018618e-29  1.39156231e-29  1.33861178e-29  1.29741473e-29  1.26513875e-29  1.23971506e-29  1.21960004e-29  1.20362765e-29  1.19090985e-29  1.18075822e-29  1.17264117e-29  1.16614037e-29  1.16092804e-29  1.15674478e-29  1.15338455e-29  1.15068410e-29  1.14851235e-29  1.14676535e-29  1.14535942e-29  1.14422771e-29  1.14331658e-29  1.14258285e-29  1.14199197e-29  1.14151600e-29  1.14113260e-29  1.14082373e-29  1.14057488e-29  1.14037440e-29  1.14021286e-29  1.14008271e-29  1.13997784e-29  1.13989333e-29  1.13982524e-29  1.13977037e-29  1.13972616e-29  1.13969053e-29  1.13966182e-29  1.13963868e-29  1.13962004e-29  1.13960502e-29  1.13959291e-29  1.13958316e-29  1.13957530e-29  1.13956896e-29  1.13956386e-29  1.13955974e-29  1.13955643e-29  1.13955376e-29  1.13955160e-29  1.13954987e-29  1.13954847e-29  1.13954734e-29  1.13954644e-29  1.13954570e-29  1.13954512e-29  1.13954464e-29  1.13954426e-29  1.13954395e-29  1.13954370e-29  1.13954350e-29  1.13954334e-29  1.13954321e-29  1.13954310e-29  1.13954302e-29  1.13954295e-29  1.13954290e-29  
20      0.386635375       0.354347584          0.0710495457       1.02973939e-04  3.77727292e-05  4.76612722e-06  5.50739419e-07  5.83901676e-08  5.66620308e-09  4.97818006e-10  3.94563528e-11  2.82901894e-12  1.84883540e-13  1.11217026e-14  6.52852728e-16  4.10110965e-17  3.13763050e-18  3.30838852e-19  5.08790348e-20  1.11227340e-20  3.26206122e-21  1.21391260e-21  5.47279762e-22  2.88025311e-22  1.71696039e-22  1.13166399e-22  8.08768867e-23  6.16957216e-23  4.96042635e-23  4.16074230e-23  3.61119800e-23  3.22160755e-23  2.93846896e-23  2.72851621e-23  2.57028949e-23  2.44949448e-23  2.35628844e-23  2.28377141e-23  2.22695770e-23  2.18220571e-23  2.14679827e-23  2.11868292e-23  2.09629643e-23  2.07842706e-23  2.06413902e-23  2.05269601e-23  2.04352103e-23  2.03615744e-23  2.03024261e-23  2.02548915e-23  2.02166633e-23  2.01859118e-23  2.01611638e-23  2.01412431e-23  2.01252049e-23  2.01122893e-23  2.01018885e-23  2.00935101e-23  2.00867614e-23  2.00813244e-23  2.00769442e-23  2.00734152e-23  2.00705717e-23  2.00682808e-23  2.00664347e-23  2.00649472e-23  2.00637486e-23  2.00627828e-23  2.00620045e-23  2.00613774e-23  2.00608720e-23  2.00604648e-23  2.00601366e-23  2.00598722e-23  2.00596591e-23  2.00594874e-23  2.00593490e-23  2.00592375e-23  2.00591476e-23  2.00590752e-23  2.00590169e-23  2.00589698e-23  2.00589319e-23  2.00589014e-23  2.00588768e-23  2.00588570e-23  2.00588410e-23  2.00588281e-23  2.00588177e-23  2.00588094e-23  2.00588026e-23  2.00587972e-23  2.00587928e-23  2.00587893e-23  2.00587865e-23  2.00587842e-23  2.00587823e-23  2.00587808e-23  2.00587796e-23  2.00587787e-23  
21      0.464158883       0.425397129          0.0852955522       1.35617158e-01  5.85790517e-02  1.03633605e-02  1.70457417e-03  2.60882525e-04  3.70717950e-05  4.85152053e-06  5.82914587e-07  6.43840517e-08  6.56330553e-09  6.19698565e-10  5.60977389e-11  5.14036592e-12  5.18059210e-13  6.34133119e-14  1.02838070e-14  2.27454740e-15  6.68138920e-16  2.48671528e-16  1.12112003e-16  5.90029277e-17  3.51724960e-17  2.31825075e-17  1.65678952e-17  1.26385707e-17  1.01615959e-17  8.52341691e-18  7.39765741e-18  6.59956861e-18  6.01954994e-18  5.58945486e-18  5.26532223e-18  5.01786970e-18  4.82693406e-18  4.67838056e-18  4.56199580e-18  4.47031988e-18  4.39778660e-18  4.34019137e-18  4.29433191e-18  4.25772592e-18  4.22845642e-18  4.20501502e-18  4.18621977e-18  4.17113523e-18  4.15901850e-18  4.14928087e-18  4.14144971e-18  4.13515016e-18  4.13008046e-18  4.12599963e-18  4.12271416e-18  4.12006836e-18  4.11793772e-18  4.11622139e-18  4.11483888e-18  4.11372510e-18  4.11282779e-18  4.11210487e-18  4.11152237e-18  4.11105307e-18  4.11067489e-18  4.11037018e-18  4.11012464e-18  4.10992678e-18  4.10976736e-18  4.10963888e-18  4.10953536e-18  4.10945193e-18  4.10938471e-18  4.10933054e-18  4.10928688e-18  4.10925171e-18  4.10922336e-18  4.10920052e-18  4.10918211e-18  4.10916727e-18  4.10915532e-18  4.10914569e-18  4.10913793e-18  4.10913167e-18  4.10912663e-18  4.10912257e-18  4.10911929e-18  4.10911666e-18  4.10911453e-18  4.10911282e-18  4.10911144e-18  4.10911033e-18  4.10910943e-18  4.10910871e-18  4.10910812e-18  4.10910766e-18  4.10910728e-18  4.10910697e-18  4.10910673e-18  4.10910653e-18  
22      0.55722648        0.510692681          0.102397998        4.77953282e+01  2.36583417e+01  5.54673819e+00  1.22417915e+00  2.54377826e-01  4.96718346e-02  9.05904057e-03  1.53905623e-03  2.43669334e-04  3.60257789e-05  4.97866669e-06  6.57065616e-07  8.55913210e-08  1.15931762e-08  1.74606113e-09  3.15882421e-10  7.26866992e-11  2.15533830e-11  8.03421747e-12  3.62281666e-12  1.90666427e-12  1.13659116e-12  7.49137477e-13  5.35387782e-13  4.08412550e-13  3.28369670e-13  2.75432287e-13  2.39053624e-13  2.13263565e-13  1.94520393e-13  1.80621968e-13  1.70147696e-13  1.62151323e-13  1.55981281e-13  1.51180809e-13  1.47419861e-13  1.44457375e-13  1.42113478e-13  1.40252301e-13  1.38770363e-13  1.37587449e-13  1.36641612e-13  1.35884108e-13  1.35276744e-13  1.34789290e-13  1.34397741e-13  1.34083072e-13  1.33830009e-13  1.33626441e-13  1.33462615e-13  1.33330744e-13  1.33224575e-13  1.33139076e-13  1.33070225e-13  1.33014762e-13  1.32970087e-13  1.32934095e-13  1.32905099e-13  1.32881738e-13  1.32862914e-13  1.32847749e-13  1.32835528e-13  1.32825682e-13  1.32817747e-13  1.32811353e-13  1.32806201e-13  1.32802050e-13  1.32798705e-13  1.32796009e-13  1.32793836e-13  1.32792086e-13  1.32790675e-13  1.32789538e-13  1.32788622e-13  1.32787884e-13  1.32787289e-13  1.32786810e-13  1.32786424e-13  1.32786112e-13  1.32785862e-13  1.32785659e-13  1.32785497e-13  1.32785365e-13  1.32785260e-13  1.32785174e-13  1.32785106e-13  1.32785050e-13  1.32785006e-13  1.32784970e-13  1.32784941e-13  1.32784917e-13  1.32784899e-13  1.32784883e-13  1.32784871e-13  1.32784861e-13  1.32784853e-13  1.32784847e-13  
23      0.668954879       0.613090679          0.122929621        5.61226695e+03  3.11256706e+03  9.22943217e+02  2.60265766e+02  6.97834733e+01  1.77608039e+01  4.27109922e+00  9.68332605e-01  2.06954452e-01  4.17370160e-02  7.94230917e-03  1.44606235e-03  2.57234519e-04  4.62240814e-05  8.76194894e-06  1.85270535e-06  4.62308127e-07  1.41271394e-07  5.30804551e-08  2.39712630e-08  1.26185791e-08  7.52229923e-09  4.95802850e-09  3.54336658e-09  2.70300423e-09  2.17325499e-09  1.82289854e-09  1.58213297e-09  1.41144615e-09  1.28739787e-09  1.19541367e-09  1.12609160e-09  1.07316906e-09  1.03233376e-09  1.00056271e-09  9.75671561e-10  9.56064882e-10  9.40552228e-10  9.28234367e-10  9.18426431e-10  9.10597527e-10  9.04337674e-10  8.99324276e-10  8.95304546e-10  8.92078423e-10  8.89487025e-10  8.87404444e-10  8.85729596e-10  8.84382315e-10  8.83298062e-10  8.82425297e-10  8.81722636e-10  8.81156780e-10  8.80701101e-10  8.80334029e-10  8.80038354e-10  8.79800150e-10  8.79608242e-10  8.79453632e-10  8.79329052e-10  8.79228684e-10  8.79147804e-10  8.79082635e-10  8.79030121e-10  8.78987806e-10  8.78953709e-10  8.78926232e-10  8.78904092e-10  8.78886250e-10  8.78871873e-10  8.78860287e-10  8.78850951e-10  8.78843428e-10  8.78837365e-10  8.78832480e-10  8.78828543e-10  8.78825370e-10  8.78822814e-10  8.78820754e-10  8.78819093e-10  8.78817756e-10  8.78816678e-10  8.78815809e-10  8.78815109e-10  8.78814545e-10  8.78814090e-10  8.78813724e-10  8.78813428e-10  8.78813190e-10  8.78812999e-10  8.78812844e-10  8.78812720e-10  8.78812619e-10  8.78812539e-10  8.78812473e-10  8.78812421e-10  8.78812379e-10  
