This file contains the optical depth for each layer and waveband.
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   delta_tau_lay[0]   delta_tau_lay[1]   delta_tau_lay[2]   delta_tau_lay[3]   delta_tau_lay[4]   delta_tau_lay[5]   delta_tau_lay[6]   delta_tau_lay[7]   delta_tau_lay[8]   delta_tau_lay[9]   delta_tau_lay[10]   delta_tau_lay[11]   delta_tau_lay[12]   delta_tau_lay[13]   delta_tau_lay[14]   delta_tau_lay[15]   delta_tau_lay[16]   delta_tau_lay[17]   delta_tau_lay[18]   delta_tau_lay[19]   delta_tau_lay[20]   delta_tau_lay[21]   delta_tau_lay[22]   delta_tau_lay[23]   delta_tau_lay[24]   delta_tau_lay[25]   delta_tau_lay[26]   delta_tau_lay[27]   delta_tau_lay[28]   delta_tau_lay[29]   delta_tau_lay[30]   delta_tau_lay[31]   delta_tau_lay[32]   delta_tau_lay[33]   delta_tau_lay[34]   delta_tau_lay[35]   delta_tau_lay[36]   delta_tau_lay[37]   delta_tau_lay[38]   delta_tau_lay[39]   delta_tau_lay[40]   delta_tau_lay[41]   delta_tau_lay[42]   delta_tau_lay[43]   delta_tau_lay[44]   delta_tau_lay[45]   delta_tau_lay[46]   delta_tau_lay[47]   delta_tau_lay[48]   delta_tau_lay[49]   delta_tau_lay[50]   delta_tau_lay[51]   delta_tau_lay[52]   delta_tau_lay[53]   delta_tau_lay[54]   delta_tau_lay[55]   delta_tau_lay[56]   delta_tau_lay[57]   delta_tau_lay[58]   delta_tau_lay[59]   delta_tau_lay[60]   delta_tau_lay[61]   delta_tau_lay[62]   delta_tau_lay[63]   delta_tau_lay[64]   delta_tau_lay[65]   delta_tau_lay[66]   delta_tau_lay[67]   delta_tau_lay[68]   delta_tau_lay[69]   delta_tau_lay[70]   delta_tau_lay[71]   delta_tau_lay[72]   delta_tau_lay[73]   delta_tau_lay[74]   delta_tau_lay[75]   delta_tau_lay[76]   delta_tau_lay[77]   delta_tau_lay[78]   delta_tau_lay[79]   delta_tau_lay[80]   delta_tau_lay[81]   delta_tau_lay[82]   delta_tau_lay[83]   delta_tau_lay[84]   delta_tau_lay[85]   delta_tau_lay[86]   delta_tau_lay[87]   delta_tau_lay[88]   delta_tau_lay[89]   delta_tau_lay[90]   delta_tau_lay[91]   delta_tau_lay[92]   delta_tau_lay[93]   delta_tau_lay[94]   delta_tau_lay[95]   
29      2.00256814        1.83533434           0.367999323        19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
30      2.40409918        2.20333366           0.441786153        19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
31      2.88614044        2.64511981           0.530367836        19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
32      3.46483486        3.17548765           0.636710861        19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
33      4.15956216        3.81219851           0.764376519        19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
34      4.99358789        4.57657503           0.91764017         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
35      5.9948425         5.4942152            1.10163442         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
36      7.19685673        6.59584962           1.322521           19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
37      8.63988449        7.91837061           1.58769711         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
38      10.372251         9.50606772           1.90604318         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
39      12.4519708        11.4121109           2.28822019         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
40      14.9486913        13.7003311           2.74702678         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
41      17.9460244        16.4473579           3.29782778         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
42      21.5443469        19.7451857           3.95906882         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
43      25.8641621        23.7042545           4.75289403         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
44      31.050135         28.4571485           5.70588758         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
45      37.2759372        34.1630361           6.84996401         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
46      44.750063         41.0130001           8.22343699         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
47      53.7228112        49.2364371           9.87230237         19.3959             15.6306             12.5958             10.1498             8.17963             6.5908              5.31169             4.28018             3.44924             2.77957             2.23979             1.80503             1.45443             1.17215             0.944527            0.761154            0.613379            0.494258            0.398322            0.320956            0.258661            0.208433            0.167966            0.135357            0.109069            0.0878991           0.070827            0.0570795           0.0459959           0.0370654           0.0298697           0.0240684           0.019397            0.0156297           0.0125959           0.0101501           0.0081793           0.00659146          0.00531122          0.0042804           0.00344909          0.00277957          0.00223987          0.00180494          0.00145456          0.00117204          0.000944569         0.000761128         0.000613376         0.000494282         0.000398301         0.000320984         0.000258635         0.000208441         0.000167962         0.000135355         0.000109075         8.78939e-05         7.08327e-05         5.70741e-05         4.59974e-05         3.70649e-05         2.98692e-05         2.40701e-05         1.93957e-05         1.56309e-05         1.25948e-05         1.01504e-05         8.17928e-06         6.59131e-06         5.31164e-06         4.28009e-06         3.44933e-06         2.77937e-06         2.23991e-06         1.80496e-06         1.45452e-06         1.17214e-06         9.44496e-07         7.61175e-07         6.13337e-07         4.94288e-07         3.98309e-07         3.20972e-07         2.58661e-07         2.08424e-07         1.67971e-07         1.35348e-07         1.09076e-07         8.78965e-08         7.08297e-08         5.70798e-08         4.59932e-08         3.70667e-08         2.9868e-08          2.40701e-08         
