This file contains the corresponding layer temperatures and pressures, and the altitude and the height of each layer.
layer   temp.[K]          press.[10^-6bar]        altitude[cm]         height.of.layer[cm]    conv.unstable?[1:yes,0:no]    conv.lapse-rate?[1:yes,0:no]    pl.eff.temp.[K]   
BOA     714.897           1e+07                   0                    not_avail.             0                             1                               269.698           
0       700.35            9.30572e+06             1.39667e+06          2.79334e+06            0                             1                               
1       672.137           8.05842e+06             4.13374e+06          2.68081e+06            0                             1                               
2       645.061           6.97831e+06             6.76056e+06          2.57282e+06            0                             1                               
3       619.075           6.04296e+06             9.28155e+06          2.46918e+06            0                             1                               
4       594.137           5.23299e+06             1.1701e+07           2.36971e+06            0                             1                               
5       570.203           4.53158e+06             1.4023e+07           2.27425e+06            0                             1                               
6       547.233           3.92419e+06             1.62514e+07          2.18263e+06            0                             1                               
7       525.188           3.39821e+06             1.83901e+07          2.09471e+06            0                             1                               
8       504.032           2.94273e+06             2.04426e+07          2.01032e+06            0                             1                               
9       483.727           2.5483e+06              2.24124e+07          1.92934e+06            0                             1                               
10      464.241           2.20673e+06             2.43029e+07          1.85162e+06            0                             1                               
11      445.54            1.91095e+06             2.61172e+07          1.77703e+06            0                             1                               
12      427.592           1.65482e+06             2.78585e+07          1.70544e+06            0                             1                               
13      410.367           1.43301e+06             2.95296e+07          1.63674e+06            0                             1                               
14      393.835           1.24094e+06             3.11333e+07          1.57081e+06            0                             1                               
15      377.97            1.07461e+06             3.26725e+07          1.50753e+06            0                             1                               
16      362.744           930572                  3.41497e+07          1.4468e+06             0                             1                               
17      348.132           805842                  3.55673e+07          1.38852e+06            0                             1                               
18      334.108           697831                  3.69279e+07          1.33258e+06            0                             1                               
19      320.648           604296                  3.82336e+07          1.2789e+06             0                             1                               
20      307.732           523299                  3.94868e+07          1.22738e+06            0                             1                               
21      296.621           453158                  4.0692e+07           1.18307e+06            0                             0                               
22      286.645           392419                  4.18552e+07          1.14328e+06            0                             0                               
23      277.774           339821                  4.29808e+07          1.1079e+06             0                             0                               
24      269.953           294273                  4.40731e+07          1.07671e+06            0                             0                               
25      263.121           254830                  4.51362e+07          1.04945e+06            0                             0                               
26      257.197           220673                  4.61738e+07          1.02583e+06            0                             0                               
27      252.106           191095                  4.71895e+07          1.00552e+06            0                             0                               
28      247.769           165482                  4.81863e+07          988223                 0                             0                               
29      244.101           143301                  4.91672e+07          973594                 0                             0                               
30      241.025           124094                  5.01347e+07          961327                 0                             0                               
31      238.451           107461                  5.10909e+07          951058                 0                             0                               
32      236.318           93057.2                 5.20377e+07          942552                 0                             0                               
33      234.555           80584.2                 5.29767e+07          935522                 0                             0                               
34      233.109           69783.1                 5.39094e+07          929752                 0                             0                               
35      231.917           60429.6                 5.48368e+07          924998                 0                             0                               
36      230.952           52329.9                 5.57598e+07          921149                 0                             0                               
37      230.155           45315.8                 5.66794e+07          917971                 0                             0                               
38      229.513           39241.9                 5.75961e+07          915411                 0                             0                               
39      228.996           33982.1                 5.85105e+07          913347                 0                             0                               
40      228.568           29427.3                 5.9423e+07           911640                 0                             0                               
41      228.223           25483                   6.03339e+07          910265                 0                             0                               
42      227.945           22067.3                 6.12436e+07          909156                 0                             0                               
43      227.721           19109.5                 6.21523e+07          908263                 0                             0                               
44      227.541           16548.2                 6.30602e+07          907543                 0                             0                               
45      227.395           14330.1                 6.39675e+07          906963                 0                             0                               
46      227.278           12409.4                 6.48742e+07          906496                 0                             0                               
47      227.184           10746.1                 6.57805e+07          906119                 0                             0                               
48      227.107           9305.72                 6.66865e+07          905816                 0                             0                               
49      227.046           8058.42                 6.75922e+07          905571                 0                             0                               
50      226.997           6978.31                 6.84977e+07          905374                 0                             0                               
51      226.956           6042.96                 6.94029e+07          905211                 0                             0                               
52      226.923           5232.99                 7.03081e+07          905079                 0                             0                               
53      226.896           4531.58                 7.12131e+07          904973                 0                             0                               
54      226.875           3924.19                 7.2118e+07           904888                 0                             0                               
55      226.858           3398.21                 7.30229e+07          904819                 0                             0                               
56      226.844           2942.73                 7.39277e+07          904764                 0                             0                               
57      226.832           2548.3                  7.48324e+07          904719                 0                             0                               
58      226.823           2206.73                 7.57371e+07          904683                 0                             0                               
59      226.816           1910.95                 7.66418e+07          904654                 0                             0                               
60      226.81            1654.82                 7.75464e+07          904631                 0                             0                               
61      226.806           1433.01                 7.84511e+07          904612                 0                             0                               
62      226.802           1240.94                 7.93557e+07          904597                 0                             0                               
63      226.799           1074.61                 8.02603e+07          904584                 0                             0                               
64      226.796           930.572                 8.11648e+07          904575                 0                             0                               
65      226.794           805.842                 8.20694e+07          904567                 0                             0                               
66      226.793           697.831                 8.2974e+07           904560                 0                             0                               
67      226.791           604.296                 8.38785e+07          904555                 0                             0                               
68      226.79            523.299                 8.47831e+07          904551                 0                             0                               
69      226.79            453.158                 8.56876e+07          904548                 0                             0                               
