This file contains the integrated total and net fluxes at each interface resp. layer. 
Fluxes given in [erg s^-1 cm^-2].
interface press.[10^-6bar] F_down F_up F_net F_dir delta_F_net F_net_conv F_add_heat F_intern
0 1.00000000000000000e+07 1.22397518596361130e+07 1.22578748710425571e+07 1.81230114064440131e+04 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00 3.00000000009757525e+05
1 8.65964323360065371e+06 1.04064974850117210e+07 1.05053292885404602e+07 9.88318035287391394e+04 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
2 7.49894209332455788e+06 8.81784419660252891e+06 8.92188938271755539e+06 1.04045186115026474e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
3 6.49381631576211285e+06 7.46969537571486179e+06 7.57923824793166667e+06 1.09542872216804884e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
4 5.62341325190349109e+06 6.32533568393699173e+06 6.44064350122428220e+06 1.15307817287290469e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
5 4.86967525165863149e+06 5.35402641376323719e+06 5.47541092897303123e+06 1.21384515209794044e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
6 4.21696503428582288e+06 4.52935714344106894e+06 4.65714742844206747e+06 1.27790285000998527e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
7 3.65174127254837705e+06 3.82912224981949851e+06 3.96364487115997495e+06 1.34522621340476442e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
8 3.16227766016837955e+06 3.23438158004536759e+06 3.37599748938176641e+06 1.41615909336398821e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
9 2.73841963426436111e+06 2.72897261503375694e+06 2.87812883440429484e+06 1.49156219370537903e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
10 2.37137370566165540e+06 2.29941515847114148e+06 2.45640428115481045e+06 1.56989122683668975e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
11 2.05352502645714604e+06 1.93458969342934084e+06 2.09967648560289526e+06 1.65086792173554422e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
12 1.77827941003892291e+06 1.62373515141955623e+06 1.79794319983617123e+06 1.74208048416614998e+05 0.00000000000000000e+00 not_avail. 0.00000000000000000e+00 0.00000000000000000e+00
